address,Cluster,Count,day,time,district,accident_types,suspect_vehicle,victim_vehicle,lat,long,Color
abdullah daeng sirua,2,8,Friday,Evening,panakkukang,TM,R2,NOV,-5.1513443,119.4494392,#860E3B
abdullah daeng sirua,2,8,Wednesday,Evening,panakkukang,OC,R2,NOV,-5.1513443,119.4494392,#860E3B
abdullah daeng sirua,2,8,Friday,Night,panakkukang,T,R2,NOV,-5.1513443,119.4494392,#860E3B
abdullah daeng sirua,2,8,Thursday,Night,panakkukang,T,R2,NOV,-5.1513443,119.4494392,#860E3B
abdullah daeng sirua,2,8,Friday,Evening,panakkukang,TM,R2,NOV,-5.1513443,119.4494392,#860E3B
abdullah daeng sirua,2,8,Wednesday,Evening,panakkukang,OC,R2,NOV,-5.1513443,119.4494392,#860E3B
abdullah daeng sirua,2,8,Friday,Night,panakkukang,T,R2,NOV,-5.1513443,119.4494392,#860E3B
abdullah daeng sirua,2,8,Thursday,Night,panakkukang,T,R2,NOV,-5.1513443,119.4494392,#860E3B
abdullah daeng sirua,5,10,Friday,Evening,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,5,10,Thursday,Evening,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,5,10,Tuesday,Evening,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,5,10,Monday,Night,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,5,10,Sunday,Night,panakkukang,TL,R2,NOV,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,5,10,Friday,Evening,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,5,10,Thursday,Evening,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,5,10,Tuesday,Evening,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,5,10,Monday,Night,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,5,10,Sunday,Night,panakkukang,TL,R2,NOV,-5.1513443,119.4494392,#638F40
abdullah daeng sirua,6,8,Thursday,Night,panakkukang,TK,R2,R2,-5.1513443,119.4494392,#5A5FFA
abdullah daeng sirua,6,8,Thursday,Evening,panakkukang,TK,R2,R4,-5.1513443,119.4494392,#5A5FFA
abdullah daeng sirua,6,8,Saturday,Evening,panakkukang,TK,R2,R2,-5.1513443,119.4494392,#5A5FFA
abdullah daeng sirua,6,8,Tuesday,Evening,panakkukang,TK,R2,R2,-5.1513443,119.4494392,#5A5FFA
abdullah daeng sirua,6,8,Thursday,Night,panakkukang,TK,R2,R2,-5.1513443,119.4494392,#5A5FFA
abdullah daeng sirua,6,8,Thursday,Evening,panakkukang,TK,R2,R4,-5.1513443,119.4494392,#5A5FFA
abdullah daeng sirua,6,8,Saturday,Evening,panakkukang,TK,R2,R2,-5.1513443,119.4494392,#5A5FFA
abdullah daeng sirua,6,8,Tuesday,Evening,panakkukang,TK,R2,R2,-5.1513443,119.4494392,#5A5FFA
abdullah daeng sirua,14,8,Friday,Afternoon,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#543596
abdullah daeng sirua,14,8,Monday,Afternoon,makassar,TL,R2,R2,-5.1513443,119.4494392,#543596
abdullah daeng sirua,14,8,Sunday,Afternoon,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#543596
abdullah daeng sirua,14,8,Monday,Afternoon,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#543596
abdullah daeng sirua,14,8,Friday,Afternoon,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#543596
abdullah daeng sirua,14,8,Monday,Afternoon,makassar,TL,R2,R2,-5.1513443,119.4494392,#543596
abdullah daeng sirua,14,8,Sunday,Afternoon,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#543596
abdullah daeng sirua,14,8,Monday,Afternoon,panakkukang,TL,R2,R2,-5.1513443,119.4494392,#543596
abu bakar lambogo,12,10,Tuesday,Morning,makassar,TL,B2,R2,-5.1437957,119.4334811,#212349
abu bakar lambogo,12,10,Thursday,Morning,makassar,TL,R2,R2,-5.1437957,119.4334811,#212349
abu bakar lambogo,12,10,Tuesday,Morning,makassar,TL,R2,R2,-5.1437957,119.4334811,#212349
abu bakar lambogo,12,10,Sunday,Morning,makassar,TL,R2,Rro,-5.1437957,119.4334811,#212349
abu bakar lambogo,12,10,Saturday,Morning,makassar,TL,R2,R2,-5.1437957,119.4334811,#212349
abu bakar lambogo,12,10,Tuesday,Morning,makassar,TL,B2,R2,-5.1437957,119.4334811,#212349
abu bakar lambogo,12,10,Thursday,Morning,makassar,TL,R2,R2,-5.1437957,119.4334811,#212349
abu bakar lambogo,12,10,Tuesday,Morning,makassar,TL,R2,R2,-5.1437957,119.4334811,#212349
abu bakar lambogo,12,10,Sunday,Morning,makassar,TL,R2,Rro,-5.1437957,119.4334811,#212349
abu bakar lambogo,12,10,Saturday,Morning,makassar,TL,R2,R2,-5.1437957,119.4334811,#212349
andi mappaodang,12,8,Wednesday,Morning,tamalate,TL,R2,R2,-5.1732205,119.4158686,#212349
andi mappaodang,12,8,Sunday,Morning,tamalate,TL,R2,R2,-5.1732205,119.4158686,#212349
andi mappaodang,12,8,Friday,Morning,tamalate,TL,R2,R2,-5.1732205,119.4158686,#212349
andi mappaodang,12,8,Friday,Morning,tamalate,TL,R2,R2,-5.1732205,119.4158686,#212349
andi mappaodang,12,8,Wednesday,Morning,tamalate,TL,R2,R2,-5.1732205,119.4158686,#212349
andi mappaodang,12,8,Sunday,Morning,tamalate,TL,R2,R2,-5.1732205,119.4158686,#212349
andi mappaodang,12,8,Friday,Morning,tamalate,TL,R2,R2,-5.1732205,119.4158686,#212349
andi mappaodang,12,8,Friday,Morning,tamalate,TL,R2,R2,-5.1732205,119.4158686,#212349
aroepala,2,10,Friday,Night,rappocini,OC,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,2,10,Friday,Evening,rappocini,OC,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,2,10,Thursday,Evening,rappocini,TM,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,2,10,Tuesday,Evening,rappocini,T,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,2,10,Wednesday,Night,rappocini,OC,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,2,10,Friday,Night,rappocini,OC,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,2,10,Friday,Evening,rappocini,OC,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,2,10,Thursday,Evening,rappocini,TM,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,2,10,Tuesday,Evening,rappocini,T,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,2,10,Wednesday,Night,rappocini,OC,R2,NOV,-5.1748675,119.4557098,#860E3B
aroepala,6,8,Saturday,Night,rappocini,TK,R2,R2,-5.1748675,119.4557098,#5A5FFA
aroepala,6,8,Wednesday,Night,rappocini,TK,TR,R2,-5.1748675,119.4557098,#5A5FFA
aroepala,6,8,Friday,Evening,rappocini,TK,R2,R4,-5.1748675,119.4557098,#5A5FFA
aroepala,6,8,Monday,Night,rappocini,TK,R2,R2,-5.1748675,119.4557098,#5A5FFA
aroepala,6,8,Saturday,Night,rappocini,TK,R2,R2,-5.1748675,119.4557098,#5A5FFA
aroepala,6,8,Wednesday,Night,rappocini,TK,TR,R2,-5.1748675,119.4557098,#5A5FFA
aroepala,6,8,Friday,Evening,rappocini,TK,R2,R4,-5.1748675,119.4557098,#5A5FFA
aroepala,6,8,Monday,Night,rappocini,TK,R2,R2,-5.1748675,119.4557098,#5A5FFA
aroepala,7,9,Monday,Afternoon,rappocini,TK,R2,R4,-5.1748675,119.4557098,#8419ED
aroepala,7,9,Tuesday,Afternoon,rappocini,TK,R2,R4,-5.1748675,119.4557098,#8419ED
aroepala,7,9,Saturday,Afternoon,rappocini,TK,R4,R2,-5.1748675,119.4557098,#8419ED
aroepala,7,9,Wednesday,Afternoon,rappocini,TK,R4,R2,-5.1748675,119.4557098,#8419ED
aroepala,7,9,Monday,Afternoon,rappocini,TK,R2,R4,-5.1748675,119.4557098,#8419ED
aroepala,7,9,Monday,Afternoon,rappocini,TK,R2,R4,-5.1748675,119.4557098,#8419ED
aroepala,7,9,Tuesday,Afternoon,rappocini,TK,R2,R4,-5.1748675,119.4557098,#8419ED
aroepala,7,9,Saturday,Afternoon,rappocini,TK,R4,R2,-5.1748675,119.4557098,#8419ED
aroepala,7,9,Wednesday,Afternoon,rappocini,TK,R4,R2,-5.1748675,119.4557098,#8419ED
aroepala,9,8,Thursday,Afternoon,rappocini,OC,R2,NOV,-5.1748675,119.4557098,#4F6D7B
aroepala,9,8,Thursday,Afternoon,rappocini,TM,R2,NOV,-5.1748675,119.4557098,#4F6D7B
aroepala,9,8,Friday,Afternoon,rappocini,TM,R2,NOV,-5.1748675,119.4557098,#4F6D7B
aroepala,9,8,Monday,Afternoon,rappocini,T,R2,NOV,-5.1748675,119.4557098,#4F6D7B
aroepala,9,8,Thursday,Afternoon,rappocini,OC,R2,NOV,-5.1748675,119.4557098,#4F6D7B
aroepala,9,8,Thursday,Afternoon,rappocini,TM,R2,NOV,-5.1748675,119.4557098,#4F6D7B
aroepala,9,8,Friday,Afternoon,rappocini,TM,R2,NOV,-5.1748675,119.4557098,#4F6D7B
aroepala,9,8,Monday,Afternoon,rappocini,T,R2,NOV,-5.1748675,119.4557098,#4F6D7B
aroepala,13,8,Monday,Morning,rappocini,TK,R2,R2,-5.1748675,119.4557098,#0AFEAA
aroepala,13,8,Tuesday,Morning,rappocini,TK,R2,R2,-5.1748675,119.4557098,#0AFEAA
aroepala,13,8,Friday,Morning,rappocini,TK,R2,R2,-5.1748675,119.4557098,#0AFEAA
aroepala,13,8,Wednesday,Morning,rappocini,TK,R3,R2,-5.1748675,119.4557098,#0AFEAA
aroepala,13,8,Monday,Morning,rappocini,TK,R2,R2,-5.1748675,119.4557098,#0AFEAA
aroepala,13,8,Tuesday,Morning,rappocini,TK,R2,R2,-5.1748675,119.4557098,#0AFEAA
aroepala,13,8,Friday,Morning,rappocini,TK,R2,R2,-5.1748675,119.4557098,#0AFEAA
aroepala,13,8,Wednesday,Morning,rappocini,TK,R3,R2,-5.1748675,119.4557098,#0AFEAA
bandang,6,8,Wednesday,Evening,bontoala,TK,R2,R2,-5.1268209,119.4196164,#5A5FFA
bandang,6,8,Saturday,Evening,bontoala,TK,R2,R2,-5.1268209,119.4196164,#5A5FFA
bandang,6,8,Friday,Evening,bontoala,TK,R2,R2,-5.1268209,119.4196164,#5A5FFA
bandang,6,8,Wednesday,Night,bontoala,TK,R2,R2,-5.1268209,119.4196164,#5A5FFA
bandang,6,8,Wednesday,Evening,bontoala,TK,R2,R2,-5.1268209,119.4196164,#5A5FFA
bandang,6,8,Saturday,Evening,bontoala,TK,R2,R2,-5.1268209,119.4196164,#5A5FFA
bandang,6,8,Friday,Evening,bontoala,TK,R2,R2,-5.1268209,119.4196164,#5A5FFA
bandang,6,8,Wednesday,Night,bontoala,TK,R2,R2,-5.1268209,119.4196164,#5A5FFA
barawaja,6,8,Saturday,Night,panakkukang,TK,R2,R2,-5.1357031,119.4402319,#5A5FFA
barawaja,6,8,Wednesday,Evening,panakkukang,TK,R2,R2,-5.1357031,119.4402319,#5A5FFA
barawaja,6,8,Thursday,Evening,panakkukang,TK,R2,TR,-5.1357031,119.4402319,#5A5FFA
barawaja,6,8,Sunday,Evening,panakkukang,TK,R2,R2,-5.1357031,119.4402319,#5A5FFA
barawaja,6,8,Saturday,Night,panakkukang,TK,R2,R2,-5.1357031,119.4402319,#5A5FFA
barawaja,6,8,Wednesday,Evening,panakkukang,TK,R2,R2,-5.1357031,119.4402319,#5A5FFA
barawaja,6,8,Thursday,Evening,panakkukang,TK,R2,TR,-5.1357031,119.4402319,#5A5FFA
barawaja,6,8,Sunday,Evening,panakkukang,TK,R2,R2,-5.1357031,119.4402319,#5A5FFA
batua raya,5,8,Saturday,Evening,panakkukang,TL,R2,R2,-5.1496211,119.4605657,#638F40
batua raya,5,8,Wednesday,Evening,manggala,TL,R2,R2,-5.1608056,119.4598767,#638F40
batua raya,5,8,Monday,Evening,panakkukang,TL,B2,R2,-5.1496211,119.4605657,#638F40
batua raya,5,8,Friday,Night,panakkukang,TL,R2,R2,-5.1496211,119.4605657,#638F40
batua raya,5,8,Saturday,Evening,panakkukang,TL,R2,R2,-5.1496211,119.4605657,#638F40
batua raya,5,8,Wednesday,Evening,manggala,TL,R2,R2,-5.1608056,119.4598767,#638F40
batua raya,5,8,Monday,Evening,panakkukang,TL,B2,R2,-5.1496211,119.4605657,#638F40
batua raya,5,8,Friday,Night,panakkukang,TL,R2,R2,-5.1496211,119.4605657,#638F40
berua raya,9,8,Wednesday,Afternoon,biringkanaya,T,R2,NOV,-5.1158621,119.5232925,#4F6D7B
berua raya,9,8,Sunday,Afternoon,biringkanaya,OC,R2,NOV,-5.1158621,119.5232925,#4F6D7B
berua raya,9,8,Thursday,Afternoon,biringkanaya,TM,R2,NOV,-5.1158621,119.5232925,#4F6D7B
berua raya,9,8,Thursday,Afternoon,biringkanaya,TM,R2,NOV,-5.1158621,119.5232925,#4F6D7B
berua raya,9,8,Wednesday,Afternoon,biringkanaya,T,R2,NOV,-5.1158621,119.5232925,#4F6D7B
berua raya,9,8,Sunday,Afternoon,biringkanaya,OC,R2,NOV,-5.1158621,119.5232925,#4F6D7B
berua raya,9,8,Thursday,Afternoon,biringkanaya,TM,R2,NOV,-5.1158621,119.5232925,#4F6D7B
berua raya,9,8,Thursday,Afternoon,biringkanaya,TM,R2,NOV,-5.1158621,119.5232925,#4F6D7B
borong raya,6,10,Wednesday,Night,manggala,TK,R2,R2,-5.1620883,119.4635886,#5A5FFA
borong raya,6,10,Tuesday,Evening,manggala,TK,R2,R2,-5.1620883,119.4635886,#5A5FFA
borong raya,6,10,Wednesday,Evening,manggala,TK,R2,R2,-5.1620883,119.4635886,#5A5FFA
borong raya,6,10,Saturday,Evening,manggala,TK,R2,R2,-5.1620883,119.4635886,#5A5FFA
borong raya,6,10,Thursday,Night,manggala,TK,R2,R3,-5.1620883,119.4635886,#5A5FFA
borong raya,6,10,Wednesday,Night,manggala,TK,R2,R2,-5.1620883,119.4635886,#5A5FFA
borong raya,6,10,Tuesday,Evening,manggala,TK,R2,R2,-5.1620883,119.4635886,#5A5FFA
borong raya,6,10,Wednesday,Evening,manggala,TK,R2,R2,-5.1620883,119.4635886,#5A5FFA
borong raya,6,10,Saturday,Evening,manggala,TK,R2,R2,-5.1620883,119.4635886,#5A5FFA
borong raya,6,10,Thursday,Night,manggala,TK,R2,R3,-5.1620883,119.4635886,#5A5FFA
boulevard,10,12,Wednesday,Evening,panakkukang,TK,R4,R4,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Thursday,Night,panakkukang,TK,R4,R2,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Wednesday,Night,panakkukang,TK,R4,R4,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Sunday,Evening,panakkukang,TK,R4,R4,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Wednesday,Night,panakkukang,TK,R4,R4,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Thursday,Night,panakkukang,TK,R2,R4,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Wednesday,Evening,panakkukang,TK,R4,R4,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Thursday,Night,panakkukang,TK,R4,R2,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Wednesday,Night,panakkukang,TK,R4,R4,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Sunday,Evening,panakkukang,TK,R4,R4,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Wednesday,Night,panakkukang,TK,R4,R4,-5.1561442,119.442551,#04A0E9
boulevard,10,12,Thursday,Night,panakkukang,TK,R2,R4,-5.1561442,119.442551,#04A0E9
cendrawasih,2,20,Friday,Night,mamajang,OC,R2,NOV,-5.167086,119.4118044,#860E3B
cendrawasih,2,20,Saturday,Night,mamajang,OC,R2,NOV,-5.167086,119.4118044,#860E3B
cendrawasih,2,20,Wednesday,Evening,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Monday,Evening,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Tuesday,Night,mamajang,T,R2,NOV,-5.167086,119.4118044,#860E3B
cendrawasih,2,20,Wednesday,Evening,mamajang,TM,R2,NOV,-5.167086,119.4118044,#860E3B
cendrawasih,2,20,Tuesday,Night,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Wednesday,Night,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Sunday,Evening,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Thursday,Night,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Friday,Night,mamajang,OC,R2,NOV,-5.167086,119.4118044,#860E3B
cendrawasih,2,20,Saturday,Night,mamajang,OC,R2,NOV,-5.167086,119.4118044,#860E3B
cendrawasih,2,20,Wednesday,Evening,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Monday,Evening,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Tuesday,Night,mamajang,T,R2,NOV,-5.167086,119.4118044,#860E3B
cendrawasih,2,20,Wednesday,Evening,mamajang,TM,R2,NOV,-5.167086,119.4118044,#860E3B
cendrawasih,2,20,Tuesday,Night,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Wednesday,Night,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Sunday,Evening,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,2,20,Thursday,Night,mariso,OC,R2,NOV,-5.155219,119.4137008,#860E3B
cendrawasih,3,14,Saturday,Afternoon,mamajang,TK,R2,R2,-5.167086,119.4118044,#C5E5CA
cendrawasih,3,14,Monday,Afternoon,mariso,TK,R2,R2,-5.155219,119.4137008,#C5E5CA
cendrawasih,3,14,Sunday,Afternoon,mariso,TK,R2,Rro,-5.155219,119.4137008,#C5E5CA
cendrawasih,3,14,Saturday,Afternoon,mamajang,TK,R2,R2,-5.167086,119.4118044,#C5E5CA
cendrawasih,3,14,Sunday,Afternoon,mamajang,TK,R2,R2,-5.167086,119.4118044,#C5E5CA
cendrawasih,3,14,Friday,Afternoon,mariso,TK,R2,R2,-5.155219,119.4137008,#C5E5CA
cendrawasih,3,14,Sunday,Afternoon,mamajang,TK,R2,R2,-5.167086,119.4118044,#C5E5CA
cendrawasih,3,14,Saturday,Afternoon,mamajang,TK,R2,R2,-5.167086,119.4118044,#C5E5CA
cendrawasih,3,14,Monday,Afternoon,mariso,TK,R2,R2,-5.155219,119.4137008,#C5E5CA
cendrawasih,3,14,Sunday,Afternoon,mariso,TK,R2,Rro,-5.155219,119.4137008,#C5E5CA
cendrawasih,3,14,Saturday,Afternoon,mamajang,TK,R2,R2,-5.167086,119.4118044,#C5E5CA
cendrawasih,3,14,Sunday,Afternoon,mamajang,TK,R2,R2,-5.167086,119.4118044,#C5E5CA
cendrawasih,3,14,Friday,Afternoon,mariso,TK,R2,R2,-5.155219,119.4137008,#C5E5CA
cendrawasih,3,14,Sunday,Afternoon,mamajang,TK,R2,R2,-5.167086,119.4118044,#C5E5CA
cendrawasih,5,10,Sunday,Night,mamajang,TL,R2,R2,-5.167086,119.4118044,#638F40
cendrawasih,5,10,Saturday,Evening,mamajang,TL,R2,R2,-5.167086,119.4118044,#638F40
cendrawasih,5,10,Monday,Evening,mamajang,TL,R2,R2,-5.167086,119.4118044,#638F40
cendrawasih,5,10,Monday,Evening,mamajang,TL,R2,R2,-5.167086,119.4118044,#638F40
cendrawasih,5,10,Wednesday,Night,mariso,TL,B2,R2,-5.155219,119.4137008,#638F40
cendrawasih,5,10,Sunday,Night,mamajang,TL,R2,R2,-5.167086,119.4118044,#638F40
cendrawasih,5,10,Saturday,Evening,mamajang,TL,R2,R2,-5.167086,119.4118044,#638F40
cendrawasih,5,10,Monday,Evening,mamajang,TL,R2,R2,-5.167086,119.4118044,#638F40
cendrawasih,5,10,Monday,Evening,mamajang,TL,R2,R2,-5.167086,119.4118044,#638F40
cendrawasih,5,10,Wednesday,Night,mariso,TL,B2,R2,-5.155219,119.4137008,#638F40
cendrawasih,6,15,Friday,Night,mariso,TK,R2,R2,-5.155219,119.4137008,#5A5FFA
cendrawasih,6,15,Sunday,Evening,mariso,TK,R2,R2,-5.155219,119.4137008,#5A5FFA
cendrawasih,6,15,Sunday,Evening,mamajang,TK,R2,R2,-5.167086,119.4118044,#5A5FFA
cendrawasih,6,15,Monday,Evening,mariso,TK,R2,R4,-5.155219,119.4137008,#5A5FFA
cendrawasih,6,15,Wednesday,Night,mariso,TK,R2,R2,-5.155219,119.4137008,#5A5FFA
cendrawasih,6,15,Thursday,Night,mamajang,TK,R2,R2,-5.167086,119.4118044,#5A5FFA
cendrawasih,6,15,Tuesday,Evening,mamajang,TK,R2,R2,-5.167086,119.4118044,#5A5FFA
cendrawasih,6,15,Thursday,Night,mariso,TK,R2,R2,-5.155219,119.4137008,#5A5FFA
cendrawasih,6,15,Friday,Night,mariso,TK,R2,R2,-5.155219,119.4137008,#5A5FFA
cendrawasih,6,15,Sunday,Evening,mariso,TK,R2,R2,-5.155219,119.4137008,#5A5FFA
cendrawasih,6,15,Sunday,Evening,mamajang,TK,R2,R2,-5.167086,119.4118044,#5A5FFA
cendrawasih,6,15,Monday,Evening,mariso,TK,R2,R4,-5.155219,119.4137008,#5A5FFA
cendrawasih,6,15,Wednesday,Night,mariso,TK,R2,R2,-5.155219,119.4137008,#5A5FFA
cendrawasih,6,15,Thursday,Night,mamajang,TK,R2,R2,-5.167086,119.4118044,#5A5FFA
cendrawasih,6,15,Tuesday,Evening,mamajang,TK,R2,R2,-5.167086,119.4118044,#5A5FFA
cendrawasih,9,15,Sunday,Afternoon,mamajang,OC,R2,NOV,-5.167086,119.4118044,#4F6D7B
cendrawasih,9,15,Saturday,Afternoon,mariso,OC,R2,NOV,-5.155219,119.4137008,#4F6D7B
cendrawasih,9,15,Thursday,Afternoon,mamajang,TM,R2,NOV,-5.167086,119.4118044,#4F6D7B
cendrawasih,9,15,Friday,Afternoon,mariso,TM,R2,NOV,-5.155219,119.4137008,#4F6D7B
cendrawasih,9,15,Monday,Afternoon,mariso,TM,R2,NOV,-5.155219,119.4137008,#4F6D7B
cendrawasih,9,15,Tuesday,Afternoon,mamajang,OC,R2,NOV,-5.167086,119.4118044,#4F6D7B
cendrawasih,9,15,Saturday,Afternoon,mamajang,TM,R2,NOV,-5.167086,119.4118044,#4F6D7B
cendrawasih,9,15,Friday,Afternoon,mariso,OC,R2,NOV,-5.155219,119.4137008,#4F6D7B
cendrawasih,9,15,Sunday,Afternoon,mamajang,OC,R2,NOV,-5.167086,119.4118044,#4F6D7B
cendrawasih,9,15,Saturday,Afternoon,mariso,OC,R2,NOV,-5.155219,119.4137008,#4F6D7B
cendrawasih,9,15,Thursday,Afternoon,mamajang,TM,R2,NOV,-5.167086,119.4118044,#4F6D7B
cendrawasih,9,15,Friday,Afternoon,mariso,TM,R2,NOV,-5.155219,119.4137008,#4F6D7B
cendrawasih,9,15,Monday,Afternoon,mariso,TM,R2,NOV,-5.155219,119.4137008,#4F6D7B
cendrawasih,9,15,Tuesday,Afternoon,mamajang,OC,R2,NOV,-5.167086,119.4118044,#4F6D7B
cendrawasih,9,15,Saturday,Afternoon,mamajang,TM,R2,NOV,-5.167086,119.4118044,#4F6D7B
cendrawasih,10,10,Wednesday,Night,mariso,TK,R2,R4,-5.155219,119.4137008,#04A0E9
cendrawasih,10,10,Monday,Night,mamajang,TK,R2,R4,-5.167086,119.4118044,#04A0E9
cendrawasih,10,10,Friday,Night,mariso,TK,R2,R4,-5.155219,119.4137008,#04A0E9
cendrawasih,10,10,Sunday,Evening,mariso,TK,R4,R3,-5.155219,119.4137008,#04A0E9
cendrawasih,10,10,Thursday,Night,mamajang,TK,R2,R4,-5.167086,119.4118044,#04A0E9
cendrawasih,10,10,Wednesday,Night,mariso,TK,R2,R4,-5.155219,119.4137008,#04A0E9
cendrawasih,10,10,Monday,Night,mamajang,TK,R2,R4,-5.167086,119.4118044,#04A0E9
cendrawasih,10,10,Friday,Night,mariso,TK,R2,R4,-5.155219,119.4137008,#04A0E9
cendrawasih,10,10,Sunday,Evening,mariso,TK,R4,R3,-5.155219,119.4137008,#04A0E9
cendrawasih,10,10,Thursday,Night,mamajang,TK,R2,R4,-5.167086,119.4118044,#04A0E9
cendrawasih,12,8,Monday,Morning,mariso,TL,R2,R2,-5.155219,119.4137008,#212349
cendrawasih,12,8,Monday,Morning,mariso,TL,R2,R2,-5.155219,119.4137008,#212349
cendrawasih,12,8,Wednesday,Morning,mariso,TL,R2,R2,-5.155219,119.4137008,#212349
cendrawasih,12,8,Sunday,Morning,tamalate,TL,R2,R2,-5.1746041,119.4098365,#212349
cendrawasih,12,8,Monday,Morning,mariso,TL,R2,R2,-5.155219,119.4137008,#212349
cendrawasih,12,8,Monday,Morning,mariso,TL,R2,R2,-5.155219,119.4137008,#212349
cendrawasih,12,8,Wednesday,Morning,mariso,TL,R2,R2,-5.155219,119.4137008,#212349
cendrawasih,12,8,Sunday,Morning,tamalate,TL,R2,R2,-5.1746041,119.4098365,#212349
cendrawasih,13,23,Wednesday,Morning,mariso,TK,R2,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Monday,Morning,mamajang,TK,R2,R3,-5.167086,119.4118044,#0AFEAA
cendrawasih,13,23,Wednesday,Morning,mariso,TK,R2,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Sunday,Morning,mariso,TK,R2,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Tuesday,Morning,mamajang,TK,R2,R2,-5.167086,119.4118044,#0AFEAA
cendrawasih,13,23,Sunday,Morning,mamajang,TK,R2,R2,-5.167086,119.4118044,#0AFEAA
cendrawasih,13,23,Saturday,Morning,mariso,TK,R2,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Monday,Morning,mariso,TK,R3,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Sunday,Morning,mariso,TK,R2,R3,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Sunday,Morning,mariso,TK,R3,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Friday,Morning,mamajang,TK,R3,R2,-5.167086,119.4118044,#0AFEAA
cendrawasih,13,23,Wednesday,Morning,mariso,TK,R2,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Wednesday,Morning,mariso,TK,R2,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Monday,Morning,mamajang,TK,R2,R3,-5.167086,119.4118044,#0AFEAA
cendrawasih,13,23,Wednesday,Morning,mariso,TK,R2,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Sunday,Morning,mariso,TK,R2,R2,-5.155219,119.4137008,#0AFEAA
cendrawasih,13,23,Tuesday,Morning,mamajang,TK,R2,R2,-5.167086,119.4118044,#0AFEAA
cendrawasih,13,23,Sunday,Morning,mamajang,TK,R2,R2,-5.167086,119.4118044,#0AFEAA
cendrawasih,13,23,Saturday,Morning,mariso,TK,R2,R2,-5.155219,119.4137008,#0AFEAA
