address,Cluster,Count,day,time,district,accident_types,suspect_vehicle,victim_vehicle,lat,long,Color
letjen hertasning,12,16,Wednesday,Morning,panakkukang,TL,R2,R2,-5.1625545,119.4430925,#212349
letjen hertasning,12,16,Monday,Morning,rappocini,TL,R2,NOV,-5.1630661,119.4444202,#212349
letjen hertasning,13,8,Sunday,Morning,panakkukang,TK,R2,R2,-5.1625545,119.4430925,#0AFEAA
letjen hertasning,13,8,Friday,Morning,panakkukang,TK,R2,R2,-5.1625545,119.4430925,#0AFEAA
letjen hertasning,13,8,Wednesday,Morning,rappocini,TK,R2,R3,-5.1630661,119.4444202,#0AFEAA
letjen hertasning,13,8,Friday,Morning,rappocini,TK,R2,R2,-5.1630661,119.4444202,#0AFEAA
letjen hertasning,13,8,Sunday,Morning,panakkukang,TK,R2,R2,-5.1625545,119.4430925,#0AFEAA
letjen hertasning,13,8,Friday,Morning,panakkukang,TK,R2,R2,-5.1625545,119.4430925,#0AFEAA
letjen hertasning,13,8,Wednesday,Morning,rappocini,TK,R2,R3,-5.1630661,119.4444202,#0AFEAA
letjen hertasning,13,8,Friday,Morning,rappocini,TK,R2,R2,-5.1630661,119.4444202,#0AFEAA
mesjid raya,4,8,Friday,Morning,bontoala,TM,R2,NOV,-5.1333841,119.4274196,#1CBFF2
mesjid raya,4,8,Wednesday,Morning,bontoala,OC,R2,NOV,-5.1333841,119.4274196,#1CBFF2
mesjid raya,4,8,Thursday,Morning,bontoala,OC,R2,NOV,-5.1333841,119.4274196,#1CBFF2
mesjid raya,4,8,Sunday,Morning,bontoala,TM,R2,NOV,-5.1333841,119.4274196,#1CBFF2
mesjid raya,4,8,Friday,Morning,bontoala,TM,R2,NOV,-5.1333841,119.4274196,#1CBFF2
mesjid raya,4,8,Wednesday,Morning,bontoala,OC,R2,NOV,-5.1333841,119.4274196,#1CBFF2
mesjid raya,4,8,Thursday,Morning,bontoala,OC,R2,NOV,-5.1333841,119.4274196,#1CBFF2
mesjid raya,4,8,Sunday,Morning,bontoala,TM,R2,NOV,-5.1333841,119.4274196,#1CBFF2
metro tanjung bunga,0,12,Monday,Morning,tamalate,TK,R2,R4,-5.1661576,119.3917443,#5609DA
metro tanjung bunga,0,12,Wednesday,Morning,ujung pandang,TK,R4,R2,-5.1586169,119.4027863,#5609DA
metro tanjung bunga,0,12,Thursday,Morning,mariso,TK,R2,R4,-5.1523252,119.4054678,#5609DA
metro tanjung bunga,0,12,Monday,Morning,mariso,TK,R4,R2,-5.1523252,119.4054678,#5609DA
metro tanjung bunga,0,12,Friday,Morning,tamalate,TK,R4,R2,-5.1661576,119.3917443,#5609DA
metro tanjung bunga,0,12,Wednesday,Morning,mariso,TK,R2,R4,-5.1523252,119.4054678,#5609DA
metro tanjung bunga,0,12,Monday,Morning,tamalate,TK,R2,R4,-5.1661576,119.3917443,#5609DA
metro tanjung bunga,0,12,Wednesday,Morning,ujung pandang,TK,R4,R2,-5.1586169,119.4027863,#5609DA
metro tanjung bunga,0,12,Thursday,Morning,mariso,TK,R2,R4,-5.1523252,119.4054678,#5609DA
metro tanjung bunga,0,12,Monday,Morning,mariso,TK,R4,R2,-5.1523252,119.4054678,#5609DA
metro tanjung bunga,0,12,Friday,Morning,tamalate,TK,R4,R2,-5.1661576,119.3917443,#5609DA
metro tanjung bunga,0,12,Wednesday,Morning,mariso,TK,R2,R4,-5.1523252,119.4054678,#5609DA
metro tanjung bunga,2,41,Friday,Night,mariso,OC,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Friday,Night,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Wednesday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Tuesday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Thursday,Evening,mariso,OC,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Wednesday,Night,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Sunday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Wednesday,Evening,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Tuesday,Evening,tamalate,TM,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Sunday,Night,tamalate,T,R3,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Sunday,Evening,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Sunday,Night,mariso,T,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Monday,Evening,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Thursday,Night,mariso,OC,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Tuesday,Evening,mariso,OC,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Thursday,Night,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Monday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Tuesday,Evening,mariso,TM,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Monday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Saturday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Thursday,Night,tamalate,OC,TR,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Friday,Night,mariso,OC,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Friday,Night,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Wednesday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Tuesday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Thursday,Evening,mariso,OC,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Wednesday,Night,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Sunday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Wednesday,Evening,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Tuesday,Evening,tamalate,TM,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Sunday,Night,tamalate,T,R3,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Sunday,Evening,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Sunday,Night,mariso,T,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Monday,Evening,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Thursday,Night,mariso,OC,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Tuesday,Evening,mariso,OC,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Thursday,Night,tamalate,T,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Monday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Tuesday,Evening,mariso,TM,R2,NOV,-5.1523252,119.4054678,#860E3B
metro tanjung bunga,2,41,Monday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,2,41,Saturday,Evening,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#860E3B
metro tanjung bunga,3,14,Monday,Afternoon,tamalate,TK,R2,R2,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Friday,Afternoon,mariso,TK,R2,R2,-5.1523252,119.4054678,#C5E5CA
metro tanjung bunga,3,14,Friday,Afternoon,tamalate,TK,R2,R2,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Thursday,Afternoon,tamalate,TK,R3,R3,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Monday,Afternoon,tamalate,TK,R2,R3,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Friday,Afternoon,tamalate,TK,R2,R2,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Friday,Afternoon,tamalate,TK,R2,R2,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Monday,Afternoon,tamalate,TK,R2,R2,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Friday,Afternoon,mariso,TK,R2,R2,-5.1523252,119.4054678,#C5E5CA
metro tanjung bunga,3,14,Friday,Afternoon,tamalate,TK,R2,R2,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Thursday,Afternoon,tamalate,TK,R3,R3,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Monday,Afternoon,tamalate,TK,R2,R3,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Friday,Afternoon,tamalate,TK,R2,R2,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,3,14,Friday,Afternoon,tamalate,TK,R2,R2,-5.1661576,119.3917443,#C5E5CA
metro tanjung bunga,4,10,Tuesday,Morning,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#1CBFF2
metro tanjung bunga,4,10,Friday,Morning,mariso,T,R2,NOV,-5.1523252,119.4054678,#1CBFF2
metro tanjung bunga,4,10,Friday,Morning,tamalate,T,R2,NOV,-5.1661576,119.3917443,#1CBFF2
metro tanjung bunga,4,10,Friday,Morning,tamalate,T,R2,NOV,-5.1661576,119.3917443,#1CBFF2
metro tanjung bunga,4,10,Sunday,Morning,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#1CBFF2
metro tanjung bunga,4,10,Tuesday,Morning,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#1CBFF2
metro tanjung bunga,4,10,Friday,Morning,mariso,T,R2,NOV,-5.1523252,119.4054678,#1CBFF2
metro tanjung bunga,4,10,Friday,Morning,tamalate,T,R2,NOV,-5.1661576,119.3917443,#1CBFF2
metro tanjung bunga,4,10,Friday,Morning,tamalate,T,R2,NOV,-5.1661576,119.3917443,#1CBFF2
metro tanjung bunga,4,10,Sunday,Morning,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#1CBFF2
metro tanjung bunga,5,8,Thursday,Evening,tamalate,TL,R2,R2,-5.1661576,119.3917443,#638F40
metro tanjung bunga,5,8,Monday,Evening,tamalate,TL,R2,R2,-5.1661576,119.3917443,#638F40
metro tanjung bunga,5,8,Monday,Evening,mariso,TL,R2,R2,-5.1523252,119.4054678,#638F40
metro tanjung bunga,5,8,Tuesday,Evening,ujung pandang,TL,R2,R2,-5.1586169,119.4027863,#638F40
metro tanjung bunga,5,8,Thursday,Evening,tamalate,TL,R2,R2,-5.1661576,119.3917443,#638F40
metro tanjung bunga,5,8,Monday,Evening,tamalate,TL,R2,R2,-5.1661576,119.3917443,#638F40
metro tanjung bunga,5,8,Monday,Evening,mariso,TL,R2,R2,-5.1523252,119.4054678,#638F40
metro tanjung bunga,5,8,Tuesday,Evening,ujung pandang,TL,R2,R2,-5.1586169,119.4027863,#638F40
metro tanjung bunga,6,14,Friday,Evening,tamalate,TK,R2,R4,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Tuesday,Night,tamalate,TK,R2,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Saturday,Evening,tamalate,TK,R2,R4,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Friday,Evening,tamalate,TK,R4,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Saturday,Evening,tamalate,TK,R2,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Tuesday,Evening,tamalate,TK,R2,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Monday,Evening,tamalate,TK,R2,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Friday,Evening,tamalate,TK,R2,R4,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Tuesday,Night,tamalate,TK,R2,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Saturday,Evening,tamalate,TK,R2,R4,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Friday,Evening,tamalate,TK,R4,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Saturday,Evening,tamalate,TK,R2,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Tuesday,Evening,tamalate,TK,R2,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,6,14,Monday,Evening,tamalate,TK,R2,R2,-5.1661576,119.3917443,#5A5FFA
metro tanjung bunga,7,16,Friday,Afternoon,tamalate,TK,R4,R2,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Wednesday,Afternoon,tamalate,TK,R2,R4,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Saturday,Afternoon,mariso,TK,R2,R4,-5.1523252,119.4054678,#8419ED
metro tanjung bunga,7,16,Wednesday,Afternoon,tamalate,TK,R4,R2,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Saturday,Afternoon,tamalate,TK,R4,R2,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Wednesday,Afternoon,tamalate,TK,R4,R2,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Monday,Afternoon,tamalate,TK,R2,R4,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Friday,Afternoon,tamalate,TK,R2,R4,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Friday,Afternoon,tamalate,TK,R4,R2,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Wednesday,Afternoon,tamalate,TK,R2,R4,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Saturday,Afternoon,mariso,TK,R2,R4,-5.1523252,119.4054678,#8419ED
metro tanjung bunga,7,16,Wednesday,Afternoon,tamalate,TK,R4,R2,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Saturday,Afternoon,tamalate,TK,R4,R2,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Wednesday,Afternoon,tamalate,TK,R4,R2,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Monday,Afternoon,tamalate,TK,R2,R4,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,7,16,Friday,Afternoon,tamalate,TK,R2,R4,-5.1661576,119.3917443,#8419ED
metro tanjung bunga,8,8,Wednesday,Morning,tamalate,TL,R4,R2,-5.1661576,119.3917443,#F51F18
metro tanjung bunga,8,8,Wednesday,Morning,tamalate,TL,R2,R4,-5.1661576,119.3917443,#F51F18
metro tanjung bunga,8,8,Saturday,Morning,tamalate,TL,R4,R2,-5.1661576,119.3917443,#F51F18
metro tanjung bunga,8,8,Thursday,Morning,mariso,TL,R4,R2,-5.1523252,119.4054678,#F51F18
metro tanjung bunga,8,8,Wednesday,Morning,tamalate,TL,R4,R2,-5.1661576,119.3917443,#F51F18
metro tanjung bunga,8,8,Wednesday,Morning,tamalate,TL,R2,R4,-5.1661576,119.3917443,#F51F18
metro tanjung bunga,8,8,Saturday,Morning,tamalate,TL,R4,R2,-5.1661576,119.3917443,#F51F18
metro tanjung bunga,8,8,Thursday,Morning,mariso,TL,R4,R2,-5.1523252,119.4054678,#F51F18
metro tanjung bunga,9,12,Saturday,Afternoon,mariso,OC,R2,NOV,-5.1523252,119.4054678,#4F6D7B
metro tanjung bunga,9,12,Tuesday,Afternoon,mariso,TM,R2,NOV,-5.1523252,119.4054678,#4F6D7B
metro tanjung bunga,9,12,Sunday,Afternoon,tamalate,TB,R2,R2,-5.1661576,119.3917443,#4F6D7B
metro tanjung bunga,9,12,Sunday,Afternoon,ujung pandang,T,R3,NOV,-5.1586169,119.4027863,#4F6D7B
metro tanjung bunga,9,12,Tuesday,Afternoon,tamalate,T,R2,NOV,-5.1661576,119.3917443,#4F6D7B
metro tanjung bunga,9,12,Sunday,Afternoon,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#4F6D7B
metro tanjung bunga,9,12,Saturday,Afternoon,mariso,OC,R2,NOV,-5.1523252,119.4054678,#4F6D7B
metro tanjung bunga,9,12,Tuesday,Afternoon,mariso,TM,R2,NOV,-5.1523252,119.4054678,#4F6D7B
metro tanjung bunga,9,12,Sunday,Afternoon,tamalate,TB,R2,R2,-5.1661576,119.3917443,#4F6D7B
metro tanjung bunga,9,12,Sunday,Afternoon,ujung pandang,T,R3,NOV,-5.1586169,119.4027863,#4F6D7B
metro tanjung bunga,9,12,Tuesday,Afternoon,tamalate,T,R2,NOV,-5.1661576,119.3917443,#4F6D7B
metro tanjung bunga,9,12,Sunday,Afternoon,tamalate,OC,R2,NOV,-5.1661576,119.3917443,#4F6D7B
metro tanjung bunga,12,14,Wednesday,Morning,mariso,TL,R2,R2,-5.1523252,119.4054678,#212349
metro tanjung bunga,12,14,Wednesday,Morning,tamalate,TL,R2,R2,-5.1661576,119.3917443,#212349
metro tanjung bunga,12,14,Tuesday,Morning,mariso,TL,R2,R2,-5.1523252,119.4054678,#212349
metro tanjung bunga,12,14,Monday,Morning,tamalate,TL,R2,NOV,-5.1661576,119.3917443,#212349
metro tanjung bunga,12,14,Sunday,Morning,tamalate,TL,R2,R2,-5.1661576,119.3917443,#212349
metro tanjung bunga,12,14,Thursday,Morning,tamalate,TL,R2,NOV,-5.1661576,119.3917443,#212349
metro tanjung bunga,12,14,Tuesday,Morning,tamalate,TL,R2,Rro,-5.1661576,119.3917443,#212349
metro tanjung bunga,12,14,Wednesday,Morning,mariso,TL,R2,R2,-5.1523252,119.4054678,#212349
metro tanjung bunga,12,14,Wednesday,Morning,tamalate,TL,R2,R2,-5.1661576,119.3917443,#212349
metro tanjung bunga,12,14,Tuesday,Morning,mariso,TL,R2,R2,-5.1523252,119.4054678,#212349
metro tanjung bunga,12,14,Monday,Morning,tamalate,TL,R2,NOV,-5.1661576,119.3917443,#212349
metro tanjung bunga,12,14,Sunday,Morning,tamalate,TL,R2,R2,-5.1661576,119.3917443,#212349
metro tanjung bunga,12,14,Thursday,Morning,tamalate,TL,R2,NOV,-5.1661576,119.3917443,#212349
metro tanjung bunga,12,14,Tuesday,Morning,tamalate,TL,R2,Rro,-5.1661576,119.3917443,#212349
metro tanjung bunga,14,10,Wednesday,Afternoon,tamalate,TL,R2,R2,-5.1661576,119.3917443,#543596
metro tanjung bunga,14,10,Friday,Afternoon,tamalate,TL,R2,R2,-5.1661576,119.3917443,#543596
metro tanjung bunga,14,10,Thursday,Afternoon,mariso,TL,R2,R2,-5.1523252,119.4054678,#543596
metro tanjung bunga,14,10,Sunday,Afternoon,tamalate,TL,R2,R2,-5.1661576,119.3917443,#543596
metro tanjung bunga,14,10,Sunday,Afternoon,tamalate,TL,R2,R2,-5.1661576,119.3917443,#543596
metro tanjung bunga,14,10,Wednesday,Afternoon,tamalate,TL,R2,R2,-5.1661576,119.3917443,#543596
metro tanjung bunga,14,10,Friday,Afternoon,tamalate,TL,R2,R2,-5.1661576,119.3917443,#543596
metro tanjung bunga,14,10,Thursday,Afternoon,mariso,TL,R2,R2,-5.1523252,119.4054678,#543596
metro tanjung bunga,14,10,Sunday,Afternoon,tamalate,TL,R2,R2,-5.1661576,119.3917443,#543596
metro tanjung bunga,14,10,Sunday,Afternoon,tamalate,TL,R2,R2,-5.1661576,119.3917443,#543596
metro tanjung bunga,21,8,Friday,Morning,tamalate,TK,R3,R4,-5.1661576,119.3917443,#E7B5E6
metro tanjung bunga,21,8,Wednesday,Morning,tamalate,TK,R4,R3,-5.1661576,119.3917443,#E7B5E6
metro tanjung bunga,21,8,Sunday,Morning,mariso,TK,R4,R4,-5.1523252,119.4054678,#E7B5E6
metro tanjung bunga,21,8,Friday,Morning,tamalate,TK,R4,R4,-5.1661576,119.3917443,#E7B5E6
metro tanjung bunga,21,8,Friday,Morning,tamalate,TK,R3,R4,-5.1661576,119.3917443,#E7B5E6
metro tanjung bunga,21,8,Wednesday,Morning,tamalate,TK,R4,R3,-5.1661576,119.3917443,#E7B5E6
metro tanjung bunga,21,8,Sunday,Morning,mariso,TK,R4,R4,-5.1523252,119.4054678,#E7B5E6
metro tanjung bunga,21,8,Friday,Morning,tamalate,TK,R4,R4,-5.1661576,119.3917443,#E7B5E6
nipa nipa,5,8,Monday,Evening,manggala,TL,R2,R2,-5.1624042,119.5001015,#638F40
nipa nipa,5,8,Wednesday,Night,manggala,TL,R2,R2,-5.1624042,119.5001015,#638F40
nipa nipa,5,8,Saturday,Evening,manggala,TL,R2,R2,-5.1624042,119.5001015,#638F40
nipa nipa,5,8,Thursday,Evening,manggala,TL,R2,R2,-5.1624042,119.5001015,#638F40
nipa nipa,5,8,Monday,Evening,manggala,TL,R2,R2,-5.1624042,119.5001015,#638F40
nipa nipa,5,8,Wednesday,Night,manggala,TL,R2,R2,-5.1624042,119.5001015,#638F40
nipa nipa,5,8,Saturday,Evening,manggala,TL,R2,R2,-5.1624042,119.5001015,#638F40
nipa nipa,5,8,Thursday,Evening,manggala,TL,R2,R2,-5.1624042,119.5001015,#638F40
paccerakkang,2,15,Sunday,Evening,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Saturday,Night,biringkanaya,T,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Wednesday,Night,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Monday,Night,biringkanaya,T,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Saturday,Evening,biringkanaya,T,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Monday,Evening,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Sunday,Evening,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Friday,Evening,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Sunday,Evening,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Saturday,Night,biringkanaya,T,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Wednesday,Night,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Monday,Night,biringkanaya,T,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Saturday,Evening,biringkanaya,T,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Monday,Evening,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,2,15,Sunday,Evening,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#860E3B
paccerakkang,4,8,Thursday,Morning,biringkanaya,TM,R2,NOV,-5.1239434,119.5224673,#1CBFF2
paccerakkang,4,8,Sunday,Morning,biringkanaya,TM,R2,NOV,-5.1239434,119.5224673,#1CBFF2
paccerakkang,4,8,Sunday,Morning,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#1CBFF2
paccerakkang,4,8,Thursday,Morning,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#1CBFF2
paccerakkang,4,8,Thursday,Morning,biringkanaya,TM,R2,NOV,-5.1239434,119.5224673,#1CBFF2
paccerakkang,4,8,Sunday,Morning,biringkanaya,TM,R2,NOV,-5.1239434,119.5224673,#1CBFF2
paccerakkang,4,8,Sunday,Morning,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#1CBFF2
paccerakkang,4,8,Thursday,Morning,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#1CBFF2
paccerakkang,5,8,Tuesday,Night,biringkanaya,TL,R2,R2,-5.1239434,119.5224673,#638F40
paccerakkang,5,8,Thursday,Evening,biringkanaya,TL,R2,NOV,-5.1239434,119.5224673,#638F40
paccerakkang,5,8,Monday,Evening,biringkanaya,TL,R2,R2,-5.1239434,119.5224673,#638F40
paccerakkang,5,8,Friday,Evening,biringkanaya,TL,R2,NOV,-5.1239434,119.5224673,#638F40
paccerakkang,5,8,Tuesday,Night,biringkanaya,TL,R2,R2,-5.1239434,119.5224673,#638F40
paccerakkang,5,8,Thursday,Evening,biringkanaya,TL,R2,NOV,-5.1239434,119.5224673,#638F40
paccerakkang,5,8,Monday,Evening,biringkanaya,TL,R2,R2,-5.1239434,119.5224673,#638F40
paccerakkang,5,8,Friday,Evening,biringkanaya,TL,R2,NOV,-5.1239434,119.5224673,#638F40
paccerakkang,6,10,Wednesday,Evening,biringkanaya,TK,R2,R2,-5.1239434,119.5224673,#5A5FFA
paccerakkang,6,10,Thursday,Evening,biringkanaya,TK,R2,R4,-5.1239434,119.5224673,#5A5FFA
paccerakkang,6,10,Sunday,Evening,biringkanaya,TK,R2,R4,-5.1239434,119.5224673,#5A5FFA
paccerakkang,6,10,Tuesday,Evening,biringkanaya,TK,R2,R2,-5.1239434,119.5224673,#5A5FFA
paccerakkang,6,10,Tuesday,Evening,biringkanaya,TK,R2,R2,-5.1239434,119.5224673,#5A5FFA
paccerakkang,6,10,Wednesday,Evening,biringkanaya,TK,R2,R2,-5.1239434,119.5224673,#5A5FFA
paccerakkang,6,10,Thursday,Evening,biringkanaya,TK,R2,R4,-5.1239434,119.5224673,#5A5FFA
paccerakkang,6,10,Sunday,Evening,biringkanaya,TK,R2,R4,-5.1239434,119.5224673,#5A5FFA
paccerakkang,6,10,Tuesday,Evening,biringkanaya,TK,R2,R2,-5.1239434,119.5224673,#5A5FFA
paccerakkang,6,10,Tuesday,Evening,biringkanaya,TK,R2,R2,-5.1239434,119.5224673,#5A5FFA
paccerakkang,9,10,Sunday,Afternoon,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#4F6D7B
paccerakkang,9,10,Wednesday,Afternoon,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#4F6D7B
paccerakkang,9,10,Tuesday,Afternoon,biringkanaya,TM,R2,NOV,-5.1239434,119.5224673,#4F6D7B
paccerakkang,9,10,Friday,Afternoon,biringkanaya,T,R2,NOV,-5.1239434,119.5224673,#4F6D7B
paccerakkang,9,10,Saturday,Afternoon,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#4F6D7B
paccerakkang,9,10,Sunday,Afternoon,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#4F6D7B
paccerakkang,9,10,Wednesday,Afternoon,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#4F6D7B
paccerakkang,9,10,Tuesday,Afternoon,biringkanaya,TM,R2,NOV,-5.1239434,119.5224673,#4F6D7B
paccerakkang,9,10,Friday,Afternoon,biringkanaya,T,R2,NOV,-5.1239434,119.5224673,#4F6D7B
paccerakkang,9,10,Saturday,Afternoon,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673,#4F6D7B
pajaiang,2,7,Monday,Evening,biringkanaya,OC,R2,NOV,-5.1048027,119.5252166,#860E3B
pajaiang,2,7,Wednesday,Evening,biringkanaya,OC,R2,NOV,-5.1048027,119.5252166,#860E3B
