day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,MD,LB,LR,lat,long
4,17,andi mappanyukki,mariso,4,5,5,-,-,1,-5.1521162,119.4147322
0,9,waduk tunggu pampang,manggala,5,5,5,-,-,1,-5.169419250000001,119.46930765542896
0,14,tamangapa raya,manggala,5,4,5,-,-,1,-5.1767373,119.4843844
0,2,jenderal sudirman,ujung pandang,4,5,6,-,-,2,-5.1345222,119.4137962
2,2,ujung pandang baru,tallo,4,4,5,-,-,1,-5.1216351,119.4349560911556
2,18,amd,manggala,6,4,4,1,-,2,-5.167932,119.4941819
3,2,kajoalalido,ujung pandang,4,4,6,-,-,1,-5.1349231,119.4105422
0,20,paccerakkang,biringkanaya,5,4,4,-,-,1,-5.1239434,119.5224673
2,8,laikang,biringkanaya,6,4,4,-,-,2,-5.1040237,119.5375731
4,10,perintis kemerdekaan,biringkanaya,4,5,5,-,-,1,-5.117784,119.5110136
5,21,perintis kemerdekaan,tamalanrea,4,4,6,-,-,1,-5.1402715,119.48329437389705
4,15,datuk ribandang,tallo,4,4,5,-,-,2,-5.1288411,119.4304187
0,16,sam ratulangi,mamajang,4,4,5,-,-,3,-5.1545939,119.4163683
0,8,insinyur sutami,biringkanaya,4,8,5,1,-,1,-5.0679484,119.5246223
0,12,arief rate,ujung pandang,4,4,6,-,-,1,-5.14495,119.4125725
0,8,laiya,bontoala,5,4,4,-,-,1,-5.1300329,119.4170429
2,14,urip sumuharjo,panakkukang,4,4,5,-,-,3,-5.1348243,119.4316818
2,4,insinyur sutami,tamalanrea,4,4,9,-,-,1,-5.0891074,119.4804065
0,16,tupai,mamajang,4,4,5,-,-,3,-5.1604904,119.4202026
3,22,perintis kemerdekaan,tamalanrea,5,5,5,-,-,1,-5.1402715,119.48329437389705
3,14,metro tanjung bunga,ujung pandang,2,5,4,-,-,1,-5.1586169,119.4027863
5,6,penghibur,ujung pandang,2,4,4,-,-,1,-5.1475209,119.4090861
5,15,daeng tata raya,tamalate,6,4,4,-,-,1,-5.1850019,119.423432
1,20,saripah raya,panakkukang,2,4,4,-,-,1,-5.1508685,119.4539332
6,1,penghibur,ujung pandang,4,4,5,-,-,2,-5.1475209,119.4090861
5,13,dg. ramang,biringkanaya,4,4,8,-,-,2,-5.0965706,119.5192652
5,19,gunung bawakaraeng,ujung pandang,5,4,5,-,-,1,-5.1348657,119.4243319
6,3,veteran utara,makassar,5,5,6,-,-,-,-5.1392193,119.4233132
4,9,pajaiang,biringkanaya,2,4,4,-,-,1,-5.1048027,119.5252166
5,23,perintis kemerdekaan,tamalanrea,5,5,5,-,-,1,-5.1402715,119.48329437389705
0,6,urip sumuharjo,panakkukang,5,8,5,-,-,1,-5.1348243,119.4316818
4,6,abdullah daeng sirua,panakkukang,5,5,5,-,-,1,-5.1513443,119.4494392
0,6,karunrung,ujung pandang,4,5,5,-,-,1,-5.1450683,119.4141281
4,17,mesjid raya,makassar,6,4,4,-,-,2,-5.1333841,119.4274196
3,19,perintis kemerdekaan,biringkanaya,6,5,4,1,-,-,-5.117784,119.5110136
2,8,sam ratulangi,mariso,5,5,5,-,-,1,-5.1545549,119.4162792
3,3,penghibur,ujung pandang,6,4,4,-,-,1,-5.1475209,119.4090861
3,5,arief rate,ujung pandang,2,4,4,-,-,2,-5.14495,119.4125725
2,10,pajukukang,tamalate,5,4,4,-,-,1,-5.2019757,119.3874662
1,15,manyikkoaya,biringkanaya,1,4,4,-,-,1,-5.0770234,119.530081
2,2,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
5,20,kajoalalido,ujung pandang,4,4,6,-,-,1,-5.1349231,119.4105422
2,22,gunung bawakaraeng,bontoala,5,4,4,-,-,1,-5.1348657,119.4243319
1,16,urip sumuharjo,panakkukang,5,5,6,-,-,-,-5.1348243,119.4316818
5,14,rappocini raya,rappocini,4,4,5,-,-,2,-5.152599,119.4258781
5,14,tamalanrea jaya,tamalanrea,5,4,5,-,-,1,-5.1316252,119.5005222
1,10,perintis kemerdekaan,biringkanaya,4,4,5,-,-,1,-5.117784,119.5110136
5,17,ujung bor,manggala,5,4,5,-,-,1,-5.1656257,119.5074161
3,23,abdullah daeng sirua,panakkukang,5,4,4,-,-,1,-5.1513443,119.4494392
5,17,profesor abdurrahman basalamah,panakkukang,5,5,6,-,-,-,-5.1471505,119.4492661
6,15,sam ratulangi,mamajang,4,4,5,-,-,1,-5.1545939,119.4163683
4,22,insinyur sutami,biringkanaya,2,4,4,-,-,1,-5.0679484,119.5246223
4,14,abu bakar lambogo,makassar,1,4,4,-,-,2,-5.1440495,119.4307874
0,20,gunung bawakaraeng,makassar,4,5,5,-,-,1,-5.1348657,119.4243319
4,3,sultan alauddin,rappocini,5,5,5,-,-,1,-5.176566,119.4363938
0,17,pajukukang,tamalate,2,4,4,-,-,1,-5.2019757,119.3874662
0,3,pettarani,rappocini,4,4,5,-,-,3,-5.1510383,119.4374766
0,9,boulevard,panakkukang,6,4,4,-,-,2,-5.1557546,119.4411023
4,23,karaeng bonto tangga,rappocini,4,4,5,-,-,3,-5.1785438,119.4491641
3,17,dg. ramang,biringkanaya,4,4,4,-,-,1,-5.0965706,119.5192652
4,23,btn mangga iii,biringkanaya,4,5,5,-,-,2,-5.1258994,119.5348222
0,16,nuri,mariso,4,4,6,-,-,1,-5.1613624,119.4092236
3,9,tinumbu,bontoala,4,4,6,-,-,1,-5.1195488,119.4206733
2,15,manuruki raya,tamalate,5,4,5,-,-,1,-5.1767173,119.4289629
1,7,sawerigading,ujung pandang,4,5,5,-,-,2,-5.1408703,119.4127661
2,18,boulevard,panakkukang,4,5,6,-,-,-,-5.1557546,119.4411023
2,22,boulevard,panakkukang,4,4,5,-,-,2,-5.1557546,119.4411023
5,11,tala' salapang,rappocini,2,4,4,-,-,1,-5.1816916,119.442485
4,0,perintis kemerdekaan,tamalanrea,5,4,4,-,-,1,-5.1402715,119.48329437389705
2,13,insinyur sutami,tamalanrea,1,4,4,-,-,1,-5.0891074,119.4804065
2,17,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
2,16,tamangapa raya,manggala,4,4,4,-,-,1,-5.1767373,119.4843844
3,16,letjen hertasning,rappocini,5,5,6,-,-,-,-5.1630661,119.4444202
1,7,sultan alauddin,tamalate,5,4,5,-,-,2,-5.1682367,119.4209823
3,17,metro tanjung bunga,tamalate,5,4,5,-,-,1,-5.1661576,119.3917443
5,7,metro tanjung bunga,tamalate,5,4,8,-,-,1,-5.1661576,119.3917443
4,17,veteran selatan,makassar,5,4,5,-,-,1,-5.1671547,119.419923
5,17,tupai,mamajang,5,5,5,-,-,2,-5.1604904,119.4202026
6,13,thamrin,ujung pandang,4,5,5,-,-,1,-5.1365726,119.4091304
5,6,urip sumuharjo,panakkukang,5,5,5,-,-,2,-5.1348243,119.4316818
6,5,urip sumuharjo,panakkukang,1,4,4,-,-,1,-5.1348243,119.4316818
1,7,daeng tata raya,tamalate,5,4,5,-,-,1,-5.1850019,119.423432
4,5,sultan alauddin,rappocini,5,5,5,-,-,1,-5.176566,119.4363938
6,13,pettarani,rappocini,5,5,5,-,-,-,-5.1510383,119.4374766
6,15,tallasa city,tamalanrea,5,5,5,-,-,1,-5.1104433,119.48728279128278
6,21,pajaiang,biringkanaya,4,4,6,-,-,-,-5.1048027,119.5252166
6,2,daeng tata raya i,tamalate,5,5,5,-,-,1,-5.1850019,119.423432
1,8,cendrawasih,mariso,4,5,5,-,-,1,-5.155219,119.4137008
0,18,laikang,biringkanaya,2,4,4,-,-,1,-5.1040237,119.5375731
4,22,pajaiang,biringkanaya,5,5,5,-,-,1,-5.1048027,119.5252166
0,9,poros asrama haji,biringkanaya,2,4,4,-,-,1,-5.0861926,119.5360459
3,8,cendrawasih,mariso,4,4,6,-,-,2,-5.155219,119.4137008
3,10,cendrawasih,mariso,4,5,5,-,-,2,-5.155219,119.4137008
0,16,daeng tata raya,tamalate,4,5,5,-,-,-,-5.1850019,119.423432
0,17,suka maju 5,panakkukang,4,4,5,-,-,2,-5.1405847,119.4434885
1,13,lanto daeng pasewang,mamajang,4,4,5,-,-,1,-5.1520547,119.4161456
2,16,nipa nipa,manggala,4,5,5,-,-,1,-5.1624042,119.5001015
3,17,malengkeri,tamalate,5,4,5,-,-,2,-5.1875239,119.4339559
1,14,perintis kemerdekaan,tamalanrea,4,4,6,-,-,1,-5.1402715,119.48329437389705
3,20,toddopuli raya timur,panakkukang,5,4,5,-,-,1,-5.1634968,119.4533003
5,1,pandang raya,panakkukang,6,4,4,-,-,2,-5.1575506,119.4492175
1,23,sultan alauddin,rappocini,4,5,5,-,-,1,-5.176566,119.4363938
3,16,abdullah daeng sirua,panakkukang,5,4,5,-,-,1,-5.1513443,119.4494392
5,7,monumen emmy saelan,rappocini,6,4,4,-,-,1,-5.1780744,119.4389103
1,18,paccerakkang,biringkanaya,1,4,4,-,-,1,-5.1239434,119.5224673
6,9,sultan abdullah ii,tallo,6,4,4,-,-,1,-5.1037126,119.4396863
6,22,perintis kemerdekaan,biringkanaya,4,4,6,-,-,1,-5.117784,119.5110136
5,8,perintis kemerdekaan,tamalanrea,4,4,6,-,-,1,-5.1402715,119.48329437389705
6,7,letjen hertasning,rappocini,4,4,6,-,-,2,-5.1630661,119.4444202
4,3,cendrawasih,mariso,1,4,4,-,-,2,-5.155219,119.4137008
0,8,boulevard,panakkukang,5,5,5,-,-,1,-5.1557546,119.4411023
6,15,daeng tata raya i,tamalate,5,5,5,-,-,1,-5.1850019,119.423432
4,12,toddopuli x,manggala,5,5,5,-,-,1,-5.1653774,119.4559336
2,12,insinyur sutami,tamalanrea,4,8,9,-,-,-,-5.0891074,119.4804065
3,12,pate'ne,biringkanaya,5,4,5,-,-,2,-5.0694202,119.5173602
2,23,toddopuli v,panakkukang,4,4,5,-,-,2,-5.1626055,119.4476516
2,11,antang raya,manggala,5,4,4,-,-,1,-5.1602384,119.4774127
2,8,faisal xvii,rappocini,4,4,6,-,-,1,-5.1629277,119.4292244
1,7,pannampu,tallo,5,4,5,-,-,1,-5.1184614,119.4264568
1,14,perintis kemerdekaan,tamalanrea,4,4,6,-,-,1,-5.1402715,119.48329437389705
0,12,andalas,bontoala,5,5,6,-,-,-,-5.1225458,119.417918
5,21,somba opu,ujung pandang,5,4,4,-,-,1,-5.1393015,119.4067492
0,15,haji bau,mariso,5,5,5,-,-,1,-5.148609,119.4111046
2,23,tol reformasi,tamalanrea,2,5,4,-,-,2,-5.1102172,119.4431934
6,4,urip sumuharjo,panakkukang,4,5,6,-,-,1,-5.1348243,119.4316818
6,23,batua raya,panakkukang,4,4,5,-,-,3,-5.1496211,119.4605657
1,16,gunung bulusaraung,ujung pandang,5,5,5,-,-,1,-5.1330062,119.4135683
4,12,yusuf dg. ngawing,rappocini,1,4,4,-,-,1,-5.1666643,119.4421752
6,18,urip sumuharjo,panakkukang,5,4,4,-,-,2,-5.1348243,119.4316818
5,9,urip sumuharjo,makassar,5,4,4,-,-,2,-5.1348243,119.4316818
2,13,urip sumuharjo,panakkukang,6,4,4,1,-,2,-5.1348243,119.4316818
2,5,pettarani ii,panakkukang,6,4,4,1,-,2,-5.1485422,119.4408168
0,22,pettarani,tamalate,5,5,5,-,-,1,-5.1738401,119.4313806
0,1,muh. tahir,tamalate,4,4,5,-,-,2,-5.1755446,119.4173674
0,14,pettarani,tamalate,4,5,5,-,-,1,-5.1738401,119.4313806
0,20,perintis kemerdekaan,tamalanrea,6,4,4,-,-,2,-5.1402715,119.48329437389705
0,19,sam ratulangi,mariso,4,4,5,-,-,2,-5.1545549,119.4162792
2,14,perintis kemerdekaan,tamalanrea,4,4,6,-,-,1,-5.1402715,119.48329437389705
0,18,insinyur sutami,biringkanaya,5,4,5,-,-,1,-5.0679484,119.5246223
2,16,perjanjian bungaya,tamalate,4,4,5,-,-,2,-5.2090132,119.3911307
2,21,pettarani iii,panakkukang,5,4,8,-,-,1,-5.1485422,119.4408168
3,15,kotipa raya,biringkanaya,5,4,4,-,-,1,-5.132199,119.5260262
2,16,perintis kemerdekaan,tamalanrea,4,4,6,-,-,1,-5.1402715,119.48329437389705
3,14,metro tanjung bunga,tamalate,5,4,5,-,-,1,-5.1661576,119.3917443
5,19,bumi raya,rappocini,1,4,4,-,-,1,-5.1849899,119.4420545
6,21,ampera,mariso,5,4,4,-,-,1,-5.1509903,119.4098066
4,7,veteran selatan,mamajang,5,4,5,-,-,2,-5.162773,119.4212589
6,18,pengayoman,panakkukang,4,4,6,-,-,-,-5.1592732,119.4466246
0,11,insinyur sutami,tallo,6,5,4,1,-,1,-5.1150772,119.4212502
6,21,gn. salahutu,makassar,5,4,5,-,-,2,-5.1412436,119.4218896
2,5,rajawali,mariso,5,5,5,1,-,-,-5.1487926,119.4096505
0,7,perintis kemerdekaan,tamalanrea,5,5,6,-,-,-,-5.1402715,119.48329437389705
2,13,maccini gusung,makassar,6,5,4,-,-,1,-5.1376165,119.4269087
3,11,botolempangan,ujung pandang,4,4,6,-,-,1,-5.1419956,119.4120218
2,10,perintis kemerdekaan,biringkanaya,2,4,4,-,-,1,-5.117784,119.5110136
3,1,sultan alauddin,rappocini,5,4,5,-,-,1,-5.176566,119.4363938
3,17,galangan kapal,tallo,4,4,5,1,-,-,-5.112275,119.4309818
3,1,metro tanjung bunga,tamalate,2,5,4,-,-,1,-5.1661576,119.3917443
1,11,abdul kadir,tamalate,4,5,5,-,-,4,-5.1811779,119.4159871
1,16,sultan abdullah i,tallo,6,4,4,-,-,1,-5.1055909,119.4366445
5,8,sultan alauddin,tamalate,4,4,6,-,-,1,-5.1682367,119.4209823
5,19,urip sumuharjo,panakkukang,3,5,6,-,-,13,-5.1348243,119.4316818
6,21,veteran utara,bontoala,4,4,5,1,-,2,-5.1392193,119.4233132
5,16,urip sumuharjo,panakkukang,4,4,6,-,-,1,-5.1348243,119.4316818
5,8,perintis kemerdekaan,tamalanrea,4,4,5,-,-,3,-5.1402715,119.48329437389705
6,6,g. batu putih,makassar,4,5,6,-,-,-,-5.1468769,119.4185684
4,14,profesor abdurrahman basalamah,panakkukang,4,5,5,-,-,2,-5.1471505,119.4492661
6,16,perintis kemerdekaan,tamalanrea,4,5,5,-,-,2,-5.1402715,119.48329437389705
4,9,lanraki,biringkanaya,4,5,5,-,-,1,-5.1228757,119.5112994
4,18,tinumbu,tallo,6,4,4,1,-,1,-5.1168067,119.4220108
5,13,onta lama,mamajang,2,4,4,-,-,1,-5.1572318,119.4206192
0,14,urip sumuharjo,panakkukang,4,4,6,-,-,1,-5.1348243,119.4316818
0,17,andi mappaodang,tamalate,4,4,5,-,-,1,-5.1732205,119.4158686
2,12,urip sumuharjo,panakkukang,5,4,5,-,-,2,-5.1348243,119.4316818
0,15,abdul kuddus,tamalate,4,4,4,-,-,1,-5.2134366,119.3929218
0,8,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
3,5,kerung-kerung,makassar,2,4,6,-,-,1,-5.1402349,119.4257622
0,17,raya baruga,manggala,5,4,5,-,-,1,-5.1566989,119.4884433
0,13,boulevard,panakkukang,4,4,5,-,-,2,-5.1557546,119.4411023
2,7,nuri baru,mariso,5,4,4,-,-,1,-5.1676353,119.4072099
4,15,galangan kapal,tallo,6,4,4,-,-,1,-5.112275,119.4309818
1,11,datuk ditiro,tallo,4,4,5,-,-,1,-5.1272385,119.431099
1,19,teuku umar raya,tallo,4,4,9,1,-,-,-5.1175544,119.4319332
1,14,perintis kemerdekaan,biringkanaya,5,4,5,-,-,1,-5.117784,119.5110136
1,14,urip sumuharjo,panakkukang,4,4,3,-,-,1,-5.1348243,119.4316818
5,12,veteran selatan,mamajang,6,4,4,1,-,-,-5.162773,119.4212589
5,11,insinyur sutami,tamalanrea,4,4,9,1,-,-,-5.0891074,119.4804065
5,8,perintis kemerdekaan,tamalanrea,2,5,4,-,-,1,-5.1402715,119.48329437389705
4,17,pettarani,panakkukang,5,5,4,-,-,1,-5.1487126,119.4380057
6,16,boulevard,panakkukang,5,5,6,-,-,-,-5.1557546,119.4411023
6,9,perintis kemerdekaan,biringkanaya,4,4,6,-,-,1,-5.117784,119.5110136
6,2,insinyur sutami,biringkanaya,5,4,5,-,-,1,-5.0679484,119.5246223
4,3,urip sumuharjo,panakkukang,5,4,4,-,-,1,-5.1348243,119.4316818
4,4,pettarani,rappocini,1,4,4,-,-,1,-5.1510383,119.4374766
4,1,serigala,mamajang,2,4,6,-,-,-,-5.1607129,119.4210329
4,9,g. batu putih,ujung pandang,4,5,5,-,-,1,-5.1468769,119.4185684
2,21,bali,wajo,4,4,6,-,-,1,-5.1296058,119.4101261
2,20,malengkeri,tamalate,3,4,6,1,-,1,-5.1875239,119.4339559
2,17,veteran selatan,mamajang,4,4,6,-,-,1,-5.162773,119.4212589
3,17,bulukunyi,makassar,4,5,8,-,-,1,-5.1462898,119.421436
0,6,perintis kemerdekaan,biringkanaya,4,4,6,-,-,1,-5.117784,119.5110136
2,18,tamangapa raya,manggala,4,4,6,-,-,1,-5.1767373,119.4843844
2,17,kapasa raya,biringkanaya,4,4,0,-,-,1,-5.0945064,119.4925577
1,17,gatot subroto,tallo,4,7,9,-,-,1,-5.1182717,119.4350626
2,22,perintis kemerdekaan,tamalanrea,2,4,4,-,-,1,-5.1402715,119.48329437389705
1,16,satelit i,biringkanaya,4,4,6,-,-,1,-5.1290339,119.510128
5,14,metro tanjung bunga,tamalate,2,4,4,-,-,1,-5.1661576,119.3917443
5,13,perintis kemerdekaan,tamalanrea,4,4,6,-,-,1,-5.1402715,119.48329437389705
2,20,perintis kemerdekaan,biringkanaya,2,4,4,-,-,1,-5.117784,119.5110136
5,9,galangan kapal,tallo,4,4,8,-,-,1,-5.112275,119.4309818
5,13,beruang,mamajang,4,5,5,-,-,1,-5.1590826,119.4194081
1,22,perintis kemerdekaan,biringkanaya,6,4,4,-,-,1,-5.117784,119.5110136
4,7,sungai saddang baru,rappocini,4,4,5,-,-,2,-5.1492421,119.4318081
6,0,sultan alauddin,rappocini,6,8,4,-,-,1,-5.176566,119.4363938
4,7,gunung bulusaraung,ujung pandang,4,4,5,-,-,2,-5.1330062,119.4135683
6,10,pajaiang,biringkanaya,4,5,5,-,-,1,-5.1048027,119.5252166
1,14,urip sumuharjo,panakkukang,4,4,5,-,-,1,-5.1348243,119.4316818
0,2,pettarani,tamalate,5,4,4,-,-,1,-5.1738401,119.4313806
0,23,nuri,mariso,4,5,5,-,-,2,-5.1613624,119.4092236
0,7,cendrawasih,mamajang,4,5,5,-,-,1,-5.167086,119.4118044
3,10,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
3,13,letjen hertasning,rappocini,5,5,5,-,-,1,-5.1630661,119.4444202
1,0,sam ratulangi,ujung pandang,6,5,4,-,-,1,-5.1499595,119.4158152
2,19,kawasan pergudangan parangloe indah,tamalanrea,2,4,4,-,-,2,-5.10069545,119.48063495646929
2,13,monumen emmy saelan,rappocini,5,5,6,-,-,-,-5.1780744,119.4389103
1,9,urip sumuharjo,panakkukang,6,4,4,-,-,1,-5.1348243,119.4316818
0,19,nikel raya,rappocini,5,5,5,-,-,1,-5.153695,119.4366357
3,2,ujung bor,manggala,4,4,6,-,-,-,-5.1656257,119.5074161
3,5,urip sumuharjo,panakkukang,4,4,5,-,-,1,-5.1348243,119.4316818
2,23,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
5,15,tamalate i,rappocini,5,4,5,-,-,1,-5.1675882,119.4479146
6,4,perintis kemerdekaan,biringkanaya,5,5,4,-,-,1,-5.117784,119.5110136
5,15,perintis kemerdekaan,biringkanaya,4,5,5,-,-,2,-5.117784,119.5110136
5,17,sanrangan,biringkanaya,2,4,4,-,-,1,-5.1063304,119.5203592
6,0,galangan kapal,tallo,5,4,5,-,-,2,-5.112275,119.4309818
6,11,maccini kidul,makassar,6,5,4,-,-,1,-5.1359776,119.4290438
6,12,andalas,bontoala,5,5,5,-,-,1,-5.1225458,119.417918
4,15,sunu,tallo,4,4,5,-,-,2,-5.1247334,119.4296097
0,23,gunung latimojong,bontoala,4,4,6,-,-,1,-5.1405404,119.4208275
4,20,andi mappaoddang,tamalate,5,4,4,-,-,1,-5.2147147,119.4000236
4,19,urip sumuharjo,panakkukang,6,4,4,-,-,2,-5.1348243,119.4316818
0,14,metro tanjung bunga,tamalate,4,4,5,1,-,4,-5.1661576,119.3917443
2,7,gunung bawakaraeng,makassar,6,4,4,-,-,2,-5.1348657,119.4243319
2,22,perintis kemerdekaan,tamalanrea,4,5,5,-,-,2,-5.1402715,119.48329437389705
0,8,goa ria,biringkanaya,4,4,5,-,-,1,-5.0810812,119.5253813
3,19,sam ratulangi,mamajang,4,5,5,-,-,1,-5.1545939,119.4163683
0,11,penghibur,ujung pandang,4,4,6,-,-,-,-5.1475209,119.4090861
5,22,dg. ramang,biringkanaya,5,4,5,-,-,1,-5.0965706,119.5192652
3,17,borong raya,manggala,5,5,5,-,-,2,-5.1620883,119.4635886
5,7,ali malaka,ujung pandang,4,4,6,-,-,2,-5.1404484,119.4086196
4,2,dg. ramang,biringkanaya,5,5,4,-,-,-,-5.0965706,119.5192652
6,10,perintis kemerdekaan,tamalanrea,4,5,5,-,-,1,-5.1402715,119.48329437389705
6,16,perintis kemerdekaan,biringkanaya,4,4,5,-,-,4,-5.117784,119.5110136
6,8,flamboyan,tamalate,2,4,4,-,-,1,-5.1692515,119.4016416
0,20,perintis kemerdekaan,biringkanaya,4,4,6,-,-,3,-5.117784,119.5110136
0,16,perintis kemerdekaan,biringkanaya,5,4,5,-,-,2,-5.117784,119.5110136
4,18,teuku umar raya,tallo,4,4,5,-,-,3,-5.1175544,119.4319332
2,5,pettarani,rappocini,4,5,5,-,-,1,-5.1510383,119.4374766
5,21,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
3,23,pettarani,rappocini,1,4,4,-,-,1,-5.1510383,119.4374766
3,20,urip sumuharjo,panakkukang,5,4,5,-,-,2,-5.1348243,119.4316818
1,6,insinyur sutami,biringkanaya,2,4,4,-,-,1,-5.0679484,119.5246223
3,4,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
2,7,perintis kemerdekaan,tamalanrea,4,4,6,1,-,-,-5.1402715,119.48329437389705
1,13,perintis kemerdekaan,biringkanaya,4,4,6,-,-,1,-5.117784,119.5110136
1,15,insinyur sutami,tamalanrea,4,5,6,-,-,-,-5.0891074,119.4804065
3,13,perintis kemerdekaan,tamalanrea,2,4,4,-,-,1,-5.1402715,119.48329437389705
0,1,abdullah daeng sirua,panakkukang,2,4,4,-,-,1,-5.1513443,119.4494392
2,3,gunung bawakaraeng,ujung pandang,4,4,6,1,-,-,-5.1348657,119.4243319
0,7,nusa tamalanrea indah,tamalanrea,2,4,4,-,-,1,-5.1233062,119.49757435462828
0,14,perintis kemerdekaan,tamalanrea,6,4,4,-,-,3,-5.1402715,119.48329437389705
2,0,goa ria,biringkanaya,5,4,6,-,-,-,-5.0810812,119.5253813
0,0,korban 40.000 jiwa,tallo,2,4,4,-,-,1,-5.1254113,119.4351733
0,20,monumen emmy saelan,rappocini,2,4,4,-,-,1,-5.1780744,119.4389103
3,19,metro tanjung bunga,tamalate,2,4,4,-,-,1,-5.1661576,119.3917443
2,18,insinyur sutami,tamalanrea,2,4,4,-,-,1,-5.0891074,119.4804065
1,15,perintis kemerdekaan,tamalanrea,5,4,4,-,-,1,-5.1402715,119.48329437389705
5,7,veteran selatan,mamajang,5,4,4,-,-,1,-5.162773,119.4212589
4,9,borong raya,manggala,2,4,4,-,-,1,-5.1620883,119.4635886
4,14,insinyur sutami,tamalanrea,4,4,9,1,-,1,-5.0891074,119.4804065
0,9,borong raya,manggala,4,4,6,-,-,2,-5.1620883,119.4635886
4,19,aroepala,rappocini,6,4,4,-,-,2,-5.1724693,119.4530673
0,17,urip sumuharjo,panakkukang,6,4,4,-,-,2,-5.1348243,119.4316818
6,15,insinyur sutami,biringkanaya,4,4,9,-,-,1,-5.0679484,119.5246223
2,14,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
2,15,daeng tata raya,tamalate,4,4,5,-,-,3,-5.1850019,119.423432
3,18,veteran utara,makassar,4,4,5,-,-,1,-5.1392193,119.4233132
3,10,karunrung raya,rappocini,6,4,4,-,-,1,-5.1805817,119.4516159
0,2,gunung bawakaraeng,makassar,2,4,4,-,-,1,-5.1348657,119.4243319
2,19,kapasa raya,tamalanrea,5,5,5,-,-,1,-5.1029771,119.4940907
1,5,perintis kemerdekaan,biringkanaya,4,4,5,-,-,3,-5.117784,119.5110136
3,13,serigala,mamajang,4,4,9,1,-,-,-5.1607129,119.4210329
1,5,urip sumuharjo,panakkukang,2,4,4,-,-,1,-5.1348243,119.4316818
5,9,komp. unhas,tallo,5,4,4,-,-,1,-5.1273889,119.4269936
1,15,inspeksi pam,manggala,4,4,5,-,-,3,-5.1501163,119.4756964
1,23,tamalanrea raya,tamalanrea,2,4,4,-,-,1,-5.1358197,119.5070307
5,16,kawasan pergudangan parangloe indah,tamalanrea,4,4,6,-,-,1,-5.10069545,119.48063495646929
6,8,sukaria i,panakkukang,2,4,4,-,-,1,-5.1430959,119.4403752
1,14,aroepala,rappocini,2,4,4,-,-,1,-5.1724693,119.4530673
5,9,insinyur sutami,biringkanaya,2,4,4,-,-,1,-5.0679484,119.5246223
6,12,bumi karsa,panakkukang,4,4,5,1,-,1,-5.1514551,119.4416216
4,0,insinyur sutami,tamalanrea,2,4,4,1,-,1,-5.0891074,119.4804065
4,13,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
0,8,veteran utara,makassar,4,2,5,1,-,1,-5.1392193,119.4233132
0,4,veteran utara,makassar,5,5,5,-,-,2,-5.1392193,119.4233132
0,6,perintis kemerdekaan,tamalanrea,4,7,5,1,-,1,-5.1402715,119.48329437389705
4,16,datuk ribandang,tallo,6,5,4,-,-,1,-5.1288411,119.4304187
0,20,abu bakar lambogo,makassar,2,4,4,-,-,1,-5.1440495,119.4307874
1,6,sultan alauddin,rappocini,5,4,5,1,-,1,-5.176566,119.4363938
3,19,gontang raya,tamalate,2,4,4,-,-,1,-5.1847742,119.4080313
1,5,gunung bawakaraeng,makassar,6,8,4,1,-,-,-5.1348657,119.4243319
5,5,citra sudiang indah,biringkanaya,2,4,4,1,-,-,-5.0813602,119.5214361
5,12,topaz raya,panakkukang,4,5,5,-,-,1,-5.1547086,119.4412738
6,8,kartini,ujung pandang,4,5,5,-,-,1,-5.136049,119.413662
5,18,paccerakkang,biringkanaya,4,4,5,-,-,1,-5.1239434,119.5224673
0,7,letjen hertasning,rappocini,4,4,5,1,-,1,-5.1630661,119.4444202
4,6,sungai saddang,ujung pandang,4,4,5,-,-,2,-5.1468435,119.4250654
4,2,dr. leimena,panakkukang,2,4,4,1,-,-,-5.1466131,119.469989
2,10,gunung latimojong,makassar,5,4,4,-,-,1,-5.1405404,119.4208275
4,19,abu bakar lambogo,makassar,5,4,5,-,-,1,-5.1440495,119.4307874
2,14,pajaiang,biringkanaya,2,4,4,-,-,1,-5.1048027,119.5252166
3,6,letjen hertasning,panakkukang,5,4,5,-,-,2,-5.1625545,119.4430925
3,13,urip sumuharjo,panakkukang,4,4,5,-,-,3,-5.1348243,119.4316818
0,10,maccini raya,makassar,2,4,4,-,-,1,-5.1380386,119.4340109
3,10,abu bakar lambogo,makassar,4,4,5,1,-,2,-5.1440495,119.4307874
4,14,pettarani,panakkukang,5,8,5,-,-,1,-5.1487126,119.4380057
6,19,batara bira,biringkanaya,4,5,5,-,-,1,-5.0884975,119.5063692
