day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,MD,LB,LR,lat,long
6,11,cendrawasih,mariso,4,4,5,-,-,2,-5.155219,119.4137008
6,15,perintis kemerdekaan,tamalanrea,4,4,3,-,-,1,-5.1402715,119.48329437389705
6,9,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
4,20,pajukukang,tamalate,6,4,4,-,-,2,-5.2019757,119.3874662
4,19,perintis kemerdekaan,biringkanaya,4,4,5,1,-,1,-5.117784,119.5110136
4,19,perintis kemerdekaan,biringkanaya,4,4,5,-,-,1,-5.117784,119.5110136
0,12,perintis kemerdekaan iv,biringkanaya,4,4,5,-,-,1,-5.1178133,119.5110641
3,4,insinyur sutami,biringkanaya,2,6,4,2,-,8,-5.0679484,119.5246223
0,10,batua raya,manggala,5,4,5,-,-,1,-5.1601382,119.4595133
3,11,sam ratulangi,mariso,4,4,7,-,-,2,-5.1545549,119.4162792
2,12,kakatua,mariso,5,6,4,-,-,1,-5.1615534,119.4153491
1,5,perintis kemerdekaan,biringkanaya,3,8,5,-,-,1,-5.117784,119.5110136
4,17,sam ratulangi,mariso,5,6,5,-,-,1,-5.1545549,119.4162792
5,6,mallombassang,makassar,6,6,4,1,-,-,-5.1754863,119.4156656
1,16,gunung latimojong,makassar,6,4,4,-,-,1,-5.1405404,119.4208275
3,22,perintis kemerdekaan,tamalanrea,4,6,5,-,-,3,-5.1402715,119.48329437389705
2,9,pettarani,panakkukang,4,6,5,-,-,2,-5.1487126,119.4380057
6,20,pettarani,rappocini,4,4,5,-,-,1,-5.1510383,119.4374766
1,19,cendrawasih,mariso,1,4,4,-,-,1,-5.155219,119.4137008
5,8,gunung bulusaraung,ujung pandang,5,4,5,-,-,1,-5.1330062,119.4135683
4,21,gunung merapi,ujung pandang,6,4,4,-,-,1,-5.1455806,119.4177389
6,9,daeng tata raya i,tamalate,4,4,5,-,-,1,-5.1850019,119.423432
5,18,insinyur sutami,biringkanaya,2,4,4,1,-,1,-5.0679484,119.5246223
0,5,urip sumuharjo,panakkukang,6,4,4,-,-,2,-5.1348243,119.4316818
3,18,mesjid raya,bontoala,5,4,5,-,-,1,-5.1333841,119.4274196
0,16,kima iii,biringkanaya,1,4,4,-,-,1,-5.1064167,119.5065503
1,23,andi tonro,tamalate,5,4,5,-,-,1,-5.1719829,119.423857
1,5,pajaiang,biringkanaya,4,4,7,-,-,1,-5.1048027,119.5252166
5,0,andi mappaodang,tamalate,4,4,7,-,-,3,-5.1732205,119.4158686
3,15,parumpa,biringkanaya,5,4,5,-,-,1,-5.117091,119.5096487
3,21,perintis kemerdekaan,tamalanrea,5,6,7,-,-,1,-5.1402715,119.48329437389705
5,17,kerung-kerung,makassar,5,4,5,-,-,2,-5.1402349,119.4257622
5,13,profesor abdurrahman basalamah,panakkukang,3,4,5,-,-,2,-5.1471505,119.4492661
6,17,metro tanjung bunga,tamalate,4,4,7,-,-,1,-5.1661576,119.3917443
6,13,rajawali,mariso,4,6,5,-,-,1,-5.1487926,119.4096505
4,5,tamangapa raya,manggala,4,4,9,1,-,-,-5.1767373,119.4843844
1,16,daeng tata raya,tamalate,4,6,5,-,-,2,-5.1850019,119.423432
1,14,btp,tamalanrea,5,6,7,-,-,-,-5.137831,119.513461
5,17,insinyur sutami,biringkanaya,5,6,7,-,-,-,-5.0679484,119.5246223
1,13,lantebung,tamalanrea,6,4,4,-,-,1,-5.0799398,119.4669985
6,11,gontang raya,tamalate,4,4,5,-,-,2,-5.1847742,119.4080313
4,15,borong jambu raya,manggala,4,8,5,1,-,-,-5.1745192,119.4883637
1,6,sultan alauddin,tamalate,5,4,4,-,-,1,-5.1682367,119.4209823
5,10,dokter leimena,panakkukang,2,4,4,-,-,2,-5.1466131,119.469989
6,17,berua raya,biringkanaya,2,4,4,-,-,2,-5.1158621,119.5232925
0,13,tamalanrea raya,tamalanrea,4,4,7,-,-,1,-5.1358197,119.5070307
2,19,perintis kemerdekaan,biringkanaya,4,4,7,-,-,2,-5.117784,119.5110136
3,4,botolempangan,ujung pandang,5,6,5,-,-,2,-5.1419956,119.4120218
2,23,aroepala,rappocini,4,4,5,-,-,2,-5.1724693,119.4530673
3,17,berua raya,biringkanaya,1,4,4,-,-,1,-5.1158621,119.5232925
1,8,metro tanjung bunga,tamalate,5,4,4,-,-,1,-5.1661576,119.3917443
3,23,cendrawasih,mamajang,5,4,5,-,-,1,-5.167086,119.4118044
2,18,pannampu,tallo,5,4,5,-,-,2,-5.1184614,119.4264568
1,20,daeng tata raya,tamalate,4,4,7,-,-,2,-5.1850019,119.423432
5,7,perintis kemerdekaan,tamalanrea,5,6,5,-,-,2,-5.1402715,119.48329437389705
1,16,insinyur sutami,biringkanaya,1,4,4,-,-,1,-5.0679484,119.5246223
4,17,berua 1,biringkanaya,1,4,4,-,-,1,-5.1149988,119.5202467
5,13,insinyur sutami,tamalanrea,1,4,4,-,-,1,-5.0891074,119.4804065
1,15,batara bira,biringkanaya,1,4,4,-,-,1,-5.0884975,119.5063692
1,1,gunung merapi,ujung pandang,4,4,7,-,-,2,-5.1455806,119.4177389
1,3,cendrawasih,mamajang,4,4,7,-,-,1,-5.167086,119.4118044
6,9,taman makam pahlawan,panakkukang,4,4,7,-,-,1,-5.1465651,119.4612296
6,22,perintis kemerdekaan,tamalanrea,4,4,5,-,-,2,-5.1402715,119.48329437389705
6,0,paccerakkang,biringkanaya,1,4,4,-,-,1,-5.1239434,119.5224673
6,20,inspeksi kanal,panakkukang,4,4,5,-,-,1,-5.1313688,119.4518812
6,8,kumala,tamalate,4,4,5,-,-,3,-5.169866,119.4189942
3,8,veteran selatan,mamajang,5,4,5,-,-,1,-5.162773,119.4212589
1,20,barawaja,panakkukang,5,4,7,-,-,1,-5.1357031,119.4402319
4,16,parumpa,biringkanaya,4,6,5,-,-,1,-5.117091,119.5096487
4,18,baji minasa,mariso,6,4,4,1,-,-,-5.1657427,119.4097701
2,9,perintis kemerdekaan,biringkanaya,5,6,7,-,-,-,-5.117784,119.5110136
4,16,insinyur sutami,biringkanaya,1,4,4,-,-,1,-5.0679484,119.5246223
4,21,perintis kemerdekaan,biringkanaya,1,4,4,-,-,1,-5.117784,119.5110136
3,1,monginsidi,makassar,4,4,5,-,-,3,-5.1486033,119.4231664
2,5,jenderal sudirman,ujung pandang,1,4,4,-,-,1,-5.1345222,119.4137962
3,13,cendrawasih,mariso,4,4,8,-,-,2,-5.155219,119.4137008
2,17,pettarani,rappocini,4,4,7,-,-,1,-5.1510383,119.4374766
0,22,pintu bandar udara internasional sultan hasanuddin,biringkanaya,4,6,7,-,-,-,-5.0700203,119.5319159
3,22,cendrawasih,mariso,4,4,5,1,-,-,-5.155219,119.4137008
2,5,gunung tinggimae,ujung pandang,6,4,4,-,-,2,-5.1389636,119.4156897
2,23,kapasa raya,tamalanrea,1,4,4,-,-,1,-5.1029771,119.4940907
3,22,perumnas raya,manggala,4,4,5,-,-,2,-5.1671551,119.4804238
0,15,perintis kemerdekaan,biringkanaya,4,6,5,-,-,2,-5.117784,119.5110136
4,23,veteran selatan,mamajang,1,4,4,-,-,1,-5.162773,119.4212589
2,17,urip sumuharjo,panakkukang,1,4,4,-,-,1,-5.1348243,119.4316818
3,21,daeng tata raya,tamalate,1,4,4,-,-,1,-5.1850019,119.423432
1,21,manuruki,biringkanaya,1,4,4,-,-,2,-5.1109833,119.5252003
0,12,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
3,21,perintis kemerdekaan,tamalanrea,5,4,5,-,-,2,-5.1402715,119.48329437389705
3,20,urip sumuharjo,makassar,6,4,4,-,-,1,-5.1348243,119.4316818
5,18,taman makam pahlawan,panakkukang,2,4,4,-,-,1,-5.1465651,119.4612296
1,23,paccerakkang,biringkanaya,2,4,4,-,-,1,-5.1239434,119.5224673
6,21,perintis kemerdekaan,tamalanrea,5,4,5,-,-,2,-5.1402715,119.48329437389705
5,6,perintis kemerdekaan,tamalanrea,4,4,3,-,-,1,-5.1402715,119.48329437389705
5,10,daeng tata raya iv,tamalate,1,4,4,-,-,1,-5.1850019,119.423432
5,22,metro tanjung bunga,tamalate,1,4,4,-,-,1,-5.1661576,119.3917443
6,9,mangga iii,biringkanaya,1,4,4,-,-,1,-5.1258994,119.5348222
6,23,teuku umar raya,tallo,4,8,5,2,-,-,-5.1175544,119.4319332
6,14,dg. hayo,manggala,1,4,4,-,-,1,-5.1558301,119.4734283
4,13,mesjid muhajirin,makassar,1,4,4,-,-,1,-5.1395135,119.4344078
6,10,veteran utara,makassar,1,4,7,-,-,1,-5.1392193,119.4233132
0,10,sungai saddang baru,makassar,4,6,5,1,-,-,-5.1468435,119.4250654
4,11,kumala,tamalate,6,4,4,-,-,1,-5.169866,119.4189942
4,16,jenderal sudirman,ujung pandang,5,6,5,-,-,1,-5.1345222,119.4137962
0,9,penghibur,ujung pandang,4,4,5,-,-,2,-5.1475209,119.4090861
2,20,veteran utara,makassar,5,4,5,-,-,1,-5.1392193,119.4233132
4,19,veteran utara,makassar,6,4,4,-,-,1,-5.1392193,119.4233132
0,17,monumen emmy saelan,rappocini,4,6,7,-,-,-,-5.1780744,119.4389103
6,22,insinyur sutami,tamalanrea,1,4,4,-,-,1,-5.0891074,119.4804065
0,13,tamalanrea selatan,tamalanrea,4,4,7,-,-,1,-5.127787,119.5047763
0,10,pajaiang,biringkanaya,3,4,5,-,-,2,-5.1048027,119.5252166
3,8,pettarani,panakkukang,5,6,5,-,-,1,-5.1487126,119.4380057
0,17,abdullah daeng sirua,panakkukang,5,4,5,-,-,1,-5.1513443,119.4494392
4,17,kapasa raya,tamalanrea,4,4,5,-,-,1,-5.1029771,119.4940907
0,5,pettarani,rappocini,5,4,5,-,-,1,-5.1510383,119.4374766
2,13,kandea ii,bontoala,5,4,4,-,-,1,-5.1284577,119.4223128
4,21,veteran selatan,mamajang,1,4,4,-,-,1,-5.162773,119.4212589
3,9,botolempangan,ujung pandang,5,4,8,-,-,1,-5.1419956,119.4120218
3,16,nusa tamalanrea indah,tamalanrea,6,6,4,1,-,-,-5.1233062,119.49757435462828
0,23,goa ria,biringkanaya,2,4,4,-,-,1,-5.0810812,119.5253813
2,8,perintis kemerdekaan,tamalanrea,4,4,5,-,-,1,-5.1402715,119.48329437389705
0,13,pajaiang,biringkanaya,1,4,4,-,-,1,-5.1048027,119.5252166
3,19,a.r. hakim,tallo,4,4,5,-,-,2,-5.12141,119.4347354
1,10,jenderal ahmad yani,ujung pandang,4,6,5,-,-,1,-5.1329527,119.4103466
2,15,urip sumuharjo,panakkukang,1,4,4,-,-,1,-5.1348243,119.4316818
2,20,perintis kemerdekaan,biringkanaya,4,4,9,-,-,1,-5.117784,119.5110136
5,10,kapasa raya,tamalanrea,4,4,7,-,-,1,-5.1029771,119.4940907
5,15,tamalanrea raya,tamalanrea,5,4,5,-,-,1,-5.1358197,119.5070307
6,19,urip sumuharjo,panakkukang,4,6,5,-,-,1,-5.1348243,119.4316818
6,6,perintis kemerdekaan,biringkanaya,1,4,4,-,-,1,-5.117784,119.5110136
6,20,batua raya,manggala,5,4,5,-,-,2,-5.1601382,119.4595133
6,11,pettarani,rappocini,6,4,4,1,-,-,-5.1510383,119.4374766
4,16,daeng tata raya iii,tamalate,6,6,4,-,-,1,-5.1850019,119.423432
4,3,urip sumuharjo,makassar,5,4,5,1,-,-,-5.1348243,119.4316818
4,13,cendrawasih,mamajang,5,6,5,-,-,1,-5.167086,119.4118044
5,16,boulevard,panakkukang,5,4,5,-,-,1,-5.1557546,119.4411023
6,15,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
2,23,pengayoman,panakkukang,3,4,5,-,-,2,-5.1592732,119.4466246
0,13,sungai saddang,ujung pandang,5,4,5,-,-,1,-5.1468435,119.4250654
0,8,andi mappanyukki,mariso,4,6,5,-,-,2,-5.1521162,119.4147322
4,11,tol reformasi,tallo,4,6,9,-,-,1,-5.1105854,119.4355002
2,12,karunrung raya,rappocini,6,4,4,-,-,1,-5.1805817,119.4516159
3,18,kapasa raya,tamalanrea,4,4,9,1,-,-,-5.1029771,119.4940907
0,21,veteran selatan,makassar,6,4,4,-,-,1,-5.1671547,119.419923
2,16,andi tadde,tallo,1,6,4,-,-,1,-5.1276054,119.4301568
1,9,jenderal ahmad yani,ujung pandang,4,4,5,-,-,1,-5.1329527,119.4103466
2,16,chairil anwar,ujung pandang,1,4,4,-,-,1,-5.1395246,119.4124322
0,11,kapasa raya,tamalanrea,1,4,4,-,-,1,-5.1029771,119.4940907
1,6,perintis kemerdekaan,tamalanrea,4,4,5,-,-,1,-5.1402715,119.48329437389705
3,19,batua raya xii,manggala,1,4,4,-,-,1,-5.1570368,119.458646
4,18,abdullah daeng sirua,panakkukang,5,4,5,-,-,1,-5.1513443,119.4494392
3,14,sungai saddang baru,makassar,4,4,7,-,-,1,-5.1468435,119.4250654
5,19,jenderal ahmad yani,ujung pandang,3,6,5,-,-,1,-5.1329527,119.4103466
5,9,raya kampus unhas,tamalanrea,4,6,5,-,-,1,-5.1377601,119.4886605
1,16,paccerakkang,biringkanaya,4,4,7,-,-,1,-5.1239434,119.5224673
1,17,manyikkoaya,biringkanaya,3,4,5,-,-,3,-5.0770234,119.530081
5,5,urip sumuharjo,panakkukang,4,9,7,-,-,1,-5.1348243,119.4316818
6,18,daeng tata raya,tamalate,4,4,5,-,-,2,-5.1850019,119.423432
5,15,pajaiang,biringkanaya,1,4,4,-,-,1,-5.1048027,119.5252166
6,16,pintu bandar udara internasional sultan hasanuddin,biringkanaya,5,6,5,-,-,1,-5.0700203,119.5319159
6,17,paccerakkang,biringkanaya,5,4,4,-,-,1,-5.1239434,119.5224673
5,15,metro tanjung bunga,mariso,6,4,4,-,-,1,-5.1523252,119.4054678
5,10,daeng tata raya i,tamalate,6,6,4,-,-,1,-5.1850019,119.423432
6,16,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
4,7,pajaiang,biringkanaya,1,4,4,-,-,1,-5.1048027,119.5252166
4,7,mesjid raya,bontoala,1,4,4,-,-,-,-5.1333841,119.4274196
5,6,nipa nipa,manggala,1,4,4,-,-,2,-5.1624042,119.5001015
4,12,cendrawasih,mamajang,6,4,4,-,-,2,-5.167086,119.4118044
4,18,muhammad yamin,makassar,6,4,4,-,-,2,-5.1403673,119.4294476
5,19,sam ratulangi,mamajang,5,4,5,-,-,1,-5.1545939,119.4163683
6,22,gunung merapi,ujung pandang,5,6,5,-,-,1,-5.1455806,119.4177389
6,21,veteran selatan,makassar,5,4,4,-,-,1,-5.1671547,119.419923
0,11,barawaja,panakkukang,1,4,4,-,-,1,-5.1357031,119.4402319
2,20,jipang raya,rappocini,4,4,5,1,1,2,-5.1778861,119.4504384
2,14,insinyur sutami,tamalanrea,2,4,4,-,-,2,-5.0891074,119.4804065
2,18,paccerakkang,biringkanaya,2,4,4,-,-,3,-5.1239434,119.5224673
0,13,goa ria,biringkanaya,2,4,4,-,-,1,-5.0810812,119.5253813
6,22,mutiara boulevard,biringkanaya,5,4,5,-,-,1,-5.0784462,119.5044145
3,14,gunung bawakaraeng,makassar,1,4,4,-,-,2,-5.1348657,119.4243319
2,20,banta bantaeng,mamajang,5,4,5,-,-,2,-5.1595024,119.4238876
3,12,veteran utara,makassar,4,4,5,-,-,1,-5.1392193,119.4233132
1,17,kuta cane selatan,manggala,1,4,4,-,-,1,-5.1575313,119.4942593
3,15,tamalanrea raya,tamalanrea,1,4,4,-,-,1,-5.1358197,119.5070307
1,12,borong raya,manggala,1,4,4,-,1,-,-5.1620883,119.4635886
3,19,urip sumuharjo,panakkukang,5,6,5,-,-,1,-5.1348243,119.4316818
3,15,urip sumuharjo,panakkukang,5,4,5,-,-,`,-5.1348243,119.4316818
3,9,kapasa raya,biringkanaya,4,4,7,-,-,2,-5.0945064,119.4925577
1,11,goa ria,biringkanaya,5,4,8,-,-,1,-5.0810812,119.5253813
1,16,perintis kemerdekaan,biringkanaya,4,4,7,-,-,1,-5.117784,119.5110136
1,17,pettarani,panakkukang,4,6,7,-,-,-,-5.1487126,119.4380057
5,11,perumnas raya,manggala,5,4,5,-,-,1,-5.1671551,119.4804238
2,8,nuri baru,mariso,5,6,5,-,-,1,-5.1676353,119.4072099
5,8,tamangapa raya,manggala,4,4,9,-,-,2,-5.1767373,119.4843844
3,19,sungai saddang baru,makassar,5,6,5,-,-,1,-5.1468435,119.4250654
6,4,sam ratulangi,mamajang,5,4,6,-,-,1,-5.1545939,119.4163683
0,22,mapala,rappocini,5,4,5,-,-,1,-5.1690485,119.4403942
1,14,urip sumuharjo,panakkukang,5,6,5,-,-,2,-5.1348243,119.4316818
5,10,abu bakar lambogo,makassar,5,2,5,-,-,1,-5.1440495,119.4307874
5,14,tala' salapang,rappocini,4,4,7,-,-,1,-5.1816916,119.442485
5,23,cendrawasih,mamajang,2,4,4,-,-,1,-5.167086,119.4118044
5,8,andalas,bontoala,2,4,4,-,-,1,-5.1225458,119.417918
5,10,urip sumuharjo,panakkukang,2,4,4,-,-,1,-5.1348243,119.4316818
6,6,perintis kemerdekaan,tamalanrea,2,4,4,-,-,1,-5.1402715,119.48329437389705
6,8,insinyur sutami,tamalanrea,5,4,5,-,-,1,-5.0891074,119.4804065
2,18,manuruki raya,tamalate,5,4,8,-,-,1,-5.1767173,119.4289629
6,22,perintis kemerdekaan,biringkanaya,5,6,5,-,-,2,-5.117784,119.5110136
6,16,lanraki,biringkanaya,5,4,4,1,-,1,-5.1228757,119.5112994
4,4,pettarani,panakkukang,6,0,4,1,-,-,-5.1487126,119.4380057
6,18,urip sumuharjo,panakkukang,4,8,5,-,-,1,-5.1348243,119.4316818
6,21,urip sumuharjo,panakkukang,4,4,7,-,-,2,-5.1348243,119.4316818
4,9,sultan alauddin,rappocini,4,6,5,-,-,1,-5.176566,119.4363938
0,4,urip sumuharjo,panakkukang,1,4,4,-,-,1,-5.1348243,119.4316818
2,0,sungai saddang baru,makassar,4,4,7,1,-,1,-5.1468435,119.4250654
5,3,sungai saddang,makassar,3,6,7,-,-,1,-5.1468435,119.4250654
4,21,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
2,14,pengayoman,panakkukang,5,4,7,-,-,-,-5.1592732,119.4466246
3,22,cendrawasih,mamajang,4,4,5,-,-,2,-5.167086,119.4118044
0,2,sam ratulangi,ujung pandang,1,4,4,-,-,2,-5.1499595,119.4158152
2,10,toddopuli raya,panakkukang,4,6,7,-,-,-,-5.1634474,119.4522972
3,10,urip sumuharjo,panakkukang,5,6,5,-,-,1,-5.1348243,119.4316818
2,22,dokter leimena,panakkukang,1,4,4,-,-,1,-5.1466131,119.469989
2,6,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
2,23,metro tanjung bunga,mariso,5,6,5,-,-,1,-5.1523252,119.4054678
4,6,kapasa raya,biringkanaya,5,4,5,-,-,1,-5.0945064,119.4925577
6,9,tanjung bunga,tamalate,1,4,4,-,-,1,-5.1661576,119.3917443
1,9,kartini,ujung pandang,5,4,5,-,-,1,-5.136049,119.413662
1,10,rappocini raya,rappocini,1,4,4,-,-,1,-5.152599,119.4258781
3,18,pajukukang,tamalate,3,6,7,-,-,-,-5.2019757,119.3874662
5,0,pongtiku,bontoala,3,6,5,1,-,-,-5.1307666,119.4302141
1,17,sam ratulangi,mariso,4,4,7,-,-,2,-5.1545549,119.4162792
4,12,onta lama,mamajang,5,6,5,-,-,2,-5.1572318,119.4206192
1,17,pettarani,panakkukang,4,6,5,-,-,1,-5.1487126,119.4380057
1,20,batua raya,panakkukang,5,2,5,-,-,1,-5.1496211,119.4605657
5,23,perintis kemerdekaan,biringkanaya,2,4,4,1,-,-,-5.117784,119.5110136
3,3,mangga iii,biringkanaya,2,4,4,-,-,1,-5.1258994,119.5348222
5,10,ujung pandang,ujung pandang,6,3,4,-,-,1,-5.1332746,119.404748
5,3,sultan hasanuddin,ujung pandang,5,6,5,-,-,1,-5.1444747,119.4127353
1,22,gontang raya,tamalate,2,4,4,-,-,1,-5.1847742,119.4080313
1,21,pengayoman,panakkukang,5,4,5,-,-,1,-5.1592732,119.4466246
6,9,abu bakar lambogo,makassar,6,4,4,-,-,1,-5.1440495,119.4307874
5,13,perintis kemerdekaan,tamalanrea,5,6,4,-,-,1,-5.1402715,119.48329437389705
6,16,poros asrama haji,biringkanaya,4,4,5,-,-,2,-5.0861926,119.5360459
5,21,urip sumuharjo,panakkukang,5,4,4,-,-,1,-5.1348243,119.4316818
6,9,ujung bor,manggala,1,4,4,-,-,2,-5.1656257,119.5074161
4,16,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
6,14,perintis kemerdekaan,tamalanrea,4,4,3,-,-,2,-5.1402715,119.48329437389705
6,2,pettarani,tamalate,2,4,4,-,-,2,-5.1738401,119.4313806
1,19,taman makam pahlawan,panakkukang,1,4,4,-,-,1,-5.1465651,119.4612296
5,14,aroepala,rappocini,4,4,7,-,-,2,-5.1724693,119.4530673
5,20,kakatua,mariso,5,4,5,-,-,1,-5.1615534,119.4153491
4,11,mesjid raya,bontoala,4,4,5,-,-,1,-5.1333841,119.4274196
5,14,pajukukang,tamalate,1,4,4,-,-,1,-5.2019757,119.3874662
2,14,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
4,17,letjen hertasning,panakkukang,5,6,7,-,-,-,-5.1625545,119.4430925
5,17,sultan alauddin,tamalate,5,4,5,-,-,1,-5.1682367,119.4209823
4,21,perintis kemerdekaan,tamalanrea,6,4,4,-,-,2,-5.1402715,119.48329437389705
4,8,andi tonro,tamalate,2,4,4,-,-,1,-5.1719829,119.423857
1,0,abu bakar lambogo,makassar,2,4,4,-,-,1,-5.1440495,119.4307874
2,12,sunu,tallo,4,4,7,-,-,1,-5.1247334,119.4296097
0,23,jenderal sudirman,ujung pandang,4,6,5,-,-,1,-5.1345222,119.4137962
3,8,jenderal sudirman,ujung pandang,4,4,5,-,-,1,-5.1345222,119.4137962
3,12,urip sumuharjo,makassar,4,4,1,-,-,1,-5.1348243,119.4316818
2,14,profesor abdurrahman basalamah,panakkukang,1,4,4,-,-,1,-5.1471505,119.4492661
1,20,jenderal sudirman,ujung pandang,4,4,7,-,-,1,-5.1345222,119.4137962
0,7,perintis kemerdekaan,tamalanrea,1,4,4,-,-,2,-5.1402715,119.48329437389705
4,19,katimbang,biringkanaya,4,4,5,-,-,5,-5.1389419,119.519489
1,15,urip sumuharjo,panakkukang,6,4,4,-,-,1,-5.1348243,119.4316818
3,16,monginsidi,makassar,6,4,4,-,-,1,-5.1486033,119.4231664
1,16,abdullah daeng sirua,makassar,5,4,5,-,-,1,-5.1513443,119.4494392
2,8,urip sumuharjo,panakkukang,4,4,5,-,-,2,-5.1348243,119.4316818
5,3,sultan alauddin,rappocini,6,4,4,1,-,1,-5.176566,119.4363938
5,7,pengayoman,panakkukang,4,4,5,-,-,1,-5.1592732,119.4466246
5,20,ks. tubun,mariso,4,4,5,-,-,2,-5.1626177,119.4112635
6,15,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
6,13,pengayoman,panakkukang,4,4,7,-,-,1,-5.1592732,119.4466246
1,17,profesor abdurrahman basalamah ii,panakkukang,6,6,4,-,-,1,-5.1471505,119.4492661
4,12,gunung latimojong,makassar,4,4,7,-,-,1,-5.1405404,119.4208275
6,11,perintis kemerdekaan,tamalanrea,5,6,5,-,-,1,-5.1402715,119.48329437389705
5,17,tamalanrea raya,tamalanrea,4,4,7,-,-,1,-5.1358197,119.5070307
0,0,a.r. hakim,tallo,4,4,9,-,-,2,-5.12141,119.4347354
5,15,skarda,rappocini,6,6,4,-,-,1,-5.1767329,119.4419859
4,13,urip sumuharjo,panakkukang,5,6,5,-,-,1,-5.1348243,119.4316818
2,17,cendrawasih,mamajang,4,4,5,-,-,1,-5.167086,119.4118044
2,19,urip sumuharjo,panakkukang,5,4,5,-,-,2,-5.1348243,119.4316818
1,4,mesjid raya,bontoala,5,6,5,-,-,1,-5.1333841,119.4274196
2,6,botolempangan,ujung pandang,4,6,5,-,-,1,-5.1419956,119.4120218
3,15,muhammad yamin,makassar,5,4,5,-,-,1,-5.1403673,119.4294476
3,23,perintis kemerdekaan,biringkanaya,4,4,5,1,-,-,-5.117784,119.5110136
0,16,paccerakkang,biringkanaya,4,6,7,-,-,-,-5.1239434,119.5224673
2,16,pajaiang,biringkanaya,6,6,4,-,-,1,-5.1048027,119.5252166
2,16,perintis kemerdekaan,tamalanrea,5,4,4,-,-,1,-5.1402715,119.48329437389705
3,12,manuruki,biringkanaya,5,6,7,-,-,-,-5.1109833,119.5252003
3,12,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
3,22,kapasa raya,tamalanrea,5,6,5,-,-,1,-5.1029771,119.4940907
1,22,sungai saddang baru,makassar,5,4,5,-,-,1,-5.1468435,119.4250654
2,7,perjanjian bungaya,tamalate,4,6,5,-,-,1,-5.2090132,119.3911307
1,10,jenderal sudirman,ujung pandang,4,6,7,-,-,-,-5.1345222,119.4137962
5,23,arief rate,ujung pandang,4,9,5,-,1,-,-5.14495,119.4125725
3,7,pettarani,panakkukang,5,4,5,1,-,-,-5.1487126,119.4380057
0,7,sultan alauddin,tamalate,6,4,4,-,-,1,-5.1682367,119.4209823
5,14,sultan alauddin,tamalate,4,4,7,-,-,1,-5.1682367,119.4209823
6,10,cendrawasih,mamajang,6,4,4,-,-,1,-5.167086,119.4118044
0,12,insinyur sutami,tamalanrea,4,8,7,-,-,-,-5.0891074,119.4804065
5,6,insinyur sutami,tamalanrea,1,4,5,-,-,2,-5.0891074,119.4804065
4,14,tamangapa raya,manggala,4,4,9,-,-,2,-5.1767373,119.4843844
2,11,baji dakka ii,tamalate,4,6,7,-,-,-,-5.178458,119.41137
0,12,tupai,mamajang,5,6,7,-,-,-,-5.1604904,119.4202026
0,22,sungai saddang baru,makassar,5,6,5,-,-,2,-5.1468435,119.4250654
2,1,kapasa raya,tamalanrea,4,4,5,2,-,-,-5.1029771,119.4940907
3,8,rajawali,mariso,6,6,4,1,-,-,-5.1487926,119.4096505
2,14,pettarani,panakkukang,5,3,7,-,-,-,-5.1487126,119.4380057
0,16,sultan alauddin,rappocini,6,4,4,-,-,2,-5.176566,119.4363938
0,10,borong raya,manggala,6,4,4,-,-,1,-5.1620883,119.4635886
3,3,tamangapa raya,manggala,1,6,4,-,-,3,-5.1767373,119.4843844
3,21,perintis kemerdekaan,biringkanaya,5,6,5,-,-,1,-5.117784,119.5110136
2,8,sungai saddang,makassar,4,9,5,-,-,2,-5.1468435,119.4250654
3,18,urip sumuharjo,panakkukang,4,4,5,-,-,1,-5.1348243,119.4316818
5,1,onta lama,mamajang,4,6,5,-,-,2,-5.1572318,119.4206192
1,20,cendrawasih,mariso,4,4,7,-,-,1,-5.155219,119.4137008
1,16,haji bau,mariso,4,6,5,1,-,1,-5.148609,119.4111046
1,13,pongtiku,bontoala,5,4,4,-,-,1,-5.1307666,119.4302141
5,1,perintis kemerdekaan,tamalanrea,4,6,5,-,-,2,-5.1402715,119.48329437389705
1,11,kima iii,tamalanrea,1,4,4,-,-,1,-5.0948327,119.5073649
1,22,malengkeri,tamalate,1,4,4,-,-,1,-5.1875239,119.4339559
2,13,pettarani,panakkukang,5,4,4,-,-,1,-5.1487126,119.4380057
6,8,saripah raya,panakkukang,5,4,4,-,-,1,-5.1508685,119.4539332
6,8,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
