"no","day","date","time","address","district","accident_types","suspect_age","victim_age","suspect_vehicle","victim_vehicle","MD","LB","LR","material_loss"
"234","Thursday","2018-02-22","10:00"," Abdullah Daeng Sirua","Manggala","OC","71","-","R2","-","-","-","1","100,000"
"235","Thursday","2018-02-22","0:30"," Andalas","Bontoala","TK","16","39","R2","B2","-","-","3","2,000,000"
"236","Saturday","2018-02-24","11:30"," Sultan Alauddin","Tamalate","OC","64","18","R2","-","-","-","2","500,000"
"237","Friday","2018-02-23","7:00"," Sultan Alauddin","Tamalate","TL","-","53","R2","R2","-","-","1","200,000"
"238","Saturday","2018-02-24","13:45"," Cendrawasih","Mamajang","TK","59","22","R2","R2","-","-","2","2,000,000"
"239","Sunday","2018-02-25","6:30"," Pettarani","Rappocini","OC","21","19","R4","-","-","-","5","30,000,000"
"240","Thursday","2018-02-22","11:30"," Insinyur Sutami","Biringkanaya","TK","-","21","R4","R4","-","-","-","2,000,000"
"241","Sunday","2018-02-25","5:30"," Batara Bira","Biringkanaya","TK","28","41","B","B","-","-","2","50,000,000"
"242","Sunday","2018-02-25","14:00"," Perintis Kemerdekaan","Tamalanrea","OC","15","-","R2","-","-","-","1","-"
"243","Friday","2018-02-23","19:00"," Perintis Kemerdekaan","Tamalanrea","TL","-","27","R2","R2","-","-","1","100,000"
"244","Sunday","2018-02-25","10:30"," Kerung-Kerung","Makassar","TL","-","18","R4","R4","-","-","-","1,000,000"
"245","Monday","2018-02-26","16:00"," Pampang Raya","Panakkukang","TK","22","10","R2","-","-","-","2","-"
"246","Saturday","2018-02-24","3:00"," Sultan Alauddin","Rappocini","OC","40","-","R2","-","1","-","-","-"
"247","Saturday","2018-02-24","19:00"," Pettarani","Panakkukang","TL","-","45","R2","R2","-","-","1","100,000"
"248","Sunday","2018-02-25","8:45"," Banta Bantaeng","Rappocini","TL","-","61","R4","R2","-","-","2","-"
"249","Tuesday","2018-02-27","14:00"," Metro Tanjung Bunga","Tamalate","OC","25","25","R4","-","-","-","1","2,000,000"
"250","Monday","2018-02-26","7:45"," Pannampu","Tallo","TM","27","7","R2","-","-","-","1",""
"251","Tuesday","2018-02-20","14:00"," Sultan Hasanuddin","Ujung Pandang","TL","47","56","R4","R2","-","-","1","500,000"
"252","Tuesday","2018-02-27","8:00"," Sultan Hasanuddin","Ujung Pandang","TM","63","21","R4","-","-","-","1","-"
"253","Tuesday","2018-02-27","17:30"," Toddopuli","Panakkukang","TK","19","31","R2","R2","-","-","2","200,000"
"254","Monday","2018-02-26","11:30"," Cendrawasih","Mariso","TL","-","36","R2","R2","-","-","1","300,000"
"255","Tuesday","2018-02-27","21:45"," Mesjid Muhajirin","Panakkukang","TL","-","49","R2","R2","-","-","1","50,000"
"256","Thursday","2018-03-01","4:00"," Veteran Selatan","Mamajang","TK","27","22","R4","R4","-","-","1","15,000,000"
"257","Thursday","2018-03-01","12:30"," Perintis Kemerdekaan","Biringkanaya","TK","32","32","R2","R4","-","-","1","10,000,000"
"258","Wednesday","2018-02-28","14:30"," Insinyur Sutami","Biringkanaya","T","29","-","R2","-","-","-","1","150,000"
"259","Thursday","2018-03-01","11:30"," Kapasa Raya","Biringkanaya","T","34","-","R2","-","-","-","1","-"
"260","Thursday","2018-03-01","12:30"," Daeng Tata Raya","Tamalate","T","22","21","R2","-","-","-","2","-"
"261","Tuesday","2018-02-27","16:30"," Raya Kampus Unhas","Tamalanrea","TK","-","27","R2","R2","-","-","1","750,000"
"262","Friday","2018-03-02","10:30"," Metro Tanjung Bunga","Tamalate","TK","56","52","R3","R4","1","-","1","3,000,000"
"263","Friday","2018-03-02","20:00"," Pettarani","Rappocini","TK","25","21","R2","R2","-","-","2","200,000"
"264","Friday","2018-03-02","2:30","Urip Sumuharjo","Panakkukang","TK","23","35","R4","R4","-","-","-","5,000,000"
"265","Saturday","2018-03-03","3:40"," Gunung Bawakaraeng","Bontoala","TL","-","35","R2","-","-","-","1","-"
"266","Saturday","2018-03-03","3:40"," Gunung Bawakaraeng","Bontoala","TK","17","24","R2","R4","1","-","-","4,000,000"
"267","Thursday","2018-03-01","19:00"," Kima III","Biringkanaya","T","43","-","R2","-","-","-","1","300,000"
"268","Friday","2018-03-02","1:30"," Metro Tanjung Bunga","Tamalate","T","36","-","R2","-","-","-","1","100,000"
"269","Sunday","2018-03-04","1:00","Urip Sumuharjo","Panakkukang","TK","38","24","R4","R2","-","-","1","500,000"
"270","Saturday","2018-03-03","9:30"," Perintis Kemerdekaan","Tamalanrea","OC","62","","R2","-","-","-","1","-"
"271","Friday","2018-03-02","9:30"," Andi Mappaodang","Tamalate","OC","37","54","R2","-","-","-","1","-"
"272","Sunday","2018-03-04","18:30"," Dg. Regge","Tallo","TL","-","34","R2","R2","-","-","1","500,000"
"273","Monday","2018-03-05","0:05"," Pettarani","Rappocini","TK","-","25","B2","R2","-","-","3","200,000"
"274","Sunday","2018-03-04","21:30"," Andi Tonro","Tamalate","TL","-","36","R4","R4","-","-","-","1,000,000"
"275","Saturday","2018-03-03","17:30"," Sultan Alauddin","Tamalate","TK","35","20","R4","R2","-","-","2","-"
"276","Saturday","2018-03-03","6:00"," DR. Leimena","Manggala","TK","60","32","R4","R2","-","-","1","1,000,000"
"277","Saturday","2018-03-03","10:30"," Nipa Nipa","Manggala","TK","25","17","R4","R2","-","-","1","500,000"
"278","Friday","2018-03-02","19:30"," Abdullah Daeng Sirua","Panakkukang","TL","-","37","R2","R2","-","-","1","100,000"
"279","Saturday","2018-03-03","20:30"," Sunu","Tallo","OC","48","-","R2","-","-","-","1","200,000"
"280","Thursday","2018-03-01","6:30"," Andi Mappaodang","Tamalate","OC","20","46","R4","-","-","-","1","-"
"281","Tuesday","2018-02-27","17:00"," Metro Tanjung Bunga","Tamalate","TL","-","17","R4","R4","-","-","1","-"
"282","Monday","2018-03-05","15:30"," Datuk Ditiro","Tallo","TL","-","49","R2","R4","-","-","-","500,000"
"283","Monday","2018-03-05","9:00"," Perintis Kemerdekaan","Tamalanrea","OC","56","-","R2","-","-","-","1","300,000"
"284","Thursday","2018-03-01","3:00"," Insinyur Sutami","Biringkanaya","TL","-","-","R4","-","-","-","-","15,000,000"
"285","Monday","2018-03-05","5:45"," Jenderal Sudirman","Ujung Pandang","TK","20","50","R2","R2","-","-","1","500,000"
"286","Monday","2018-02-26","8:30"," Adyaksa","Panakkukang","TL","-","29","R4","R2","-","-","1","1,000,000"
"287","Monday","2018-03-05","18:40"," Bakung","Biringkanaya","OC","27","-","R2","-","-","-","1","100,000"
"288","Wednesday","2018-01-17","14:30"," Janggo Paropo","Panakkukang","TK","21","31","R2","R2","-","-","2","500,000"
"289","Tuesday","2018-02-27","23:20"," Sungai Saddang","Makassar","T","42","-","R2","-","-","-","1","-"
"290","Monday","2018-03-05","7:00","Urip Sumuharjo","Panakkukang","TK","24","-","R2","R4","-","-","1","-"
"291","Wednesday","2018-03-07","21:30"," Kaswari","Mariso","TL","-","26","R4","R4","-","-","-","600,000"
"292","Thursday","2018-03-08","8:30"," Daeng Tata Raya III","Tamalate","T","31","-","R2","-","-","-","1","100,000"
"293","Friday","2018-03-09","11:30","Urip Sumuharjo","Panakkukang","TM","26","39","R2","-","-","-","2","100,000"
"294","Friday","2018-03-09","19:30"," Thamrin","Ujung Pandang","TK","57","37","B1","R4","-","-","1","500,000"
"295","Saturday","2018-03-10","14:30"," Satelit I","Biringkanaya","TK","23","22","R2","R2","-","-","1","100,000"
"296","Saturday","2018-03-10","11:30"," Pettarani","Panakkukang","TL","-","65","R4","R2","-","-","1","300,000"
"297","Saturday","2018-03-10","17:00"," Jipang Raya","Rappocini","TK","24","64","R4","R2","-","-","1","1,000,000"
"298","Sunday","2018-03-11","15:00"," Letjen Hertasning","Rappocini","OC","15","-","R2","-","-","-","1","-"
"299","Sunday","2018-03-04","19:00"," Katimbang","Biringkanaya","T","49","-","R2","-","-","-","1","-"
"300","Saturday","2018-03-10","22:00"," Perintis Kemerdekaan","Biringkanaya","TK","37","25","R4","R4","-","-","-","25,000,000"
"301","Sunday","2018-03-11","18:20"," Veteran Utara","Makassar","TM","22","8","R2","-","-","-","1","-"
"302","Sunday","2018-03-11","0:30"," Puri Raya","Manggala","TK","23","26","R2","R4","-","-","2","2,000,000"
"303","Tuesday","2018-03-13","3:30"," Sungai Walanae","Makassar","TK","35","27","R2","R4","1","-","1","4,000,000"
"304","Friday","2018-03-09","18:00"," Parumpa","Biringkanaya","TL","-","7","R2","-","-","-","1","-"
"305","Sunday","2018-03-11","9:30"," Pettarani","Rappocini","TL","-","20","R2","R2","-","-","1","300,000"
"306","Tuesday","2018-03-13","17:00"," Waduk Tunggu Pampang","Manggala","TL","-","28","R2","R2","-","-","2","200,000"
"307","Tuesday","2018-03-13","19:30"," Jenderal Sudirman","Ujung Pandang","TL","-","40","R2","R2","-","-","1","100,000"
"308","Tuesday","2018-03-13","17:00"," Andi Mappanyukki","Mariso","TL","-","60","R2","-","1","-","-","-"
"309","Tuesday","2018-03-06","4:30"," Perintis Kemerdekaan","Tamalanrea","T","23","20","R2","-","-","-","1","-"
"310","Monday","2018-03-12","11:00"," Insinyur Sutami","Biringkanaya","T","33","-","R2","-","-","-","1","500,000"
"311","Tuesday","2018-03-13","14:30"," Perintis Kemerdekaan","Biringkanaya","T","55","-","R2","-","-","-","1","200,000"
"312","Wednesday","2018-02-28","23:35"," Sawerigading","Ujung Pandang","TK","33","23","R4","R4","-","-","-","25,000,000"
"313","Sunday","2018-03-11","13:30"," Tamalanrea Raya","Tamalanrea","T","16","15","R2","-","-","-","2","500,000"
"314","Tuesday","2018-03-13","17:00"," Manunggal","Tamalate","TL","-","5","R2","-","-","-","1","-"
"315","Wednesday","2018-03-14","15:15","Urip Sumuharjo","Panakkukang","T","22","18","R2","-","-","-","1","-"
"316","Monday","2018-03-12","23:00"," Insinyur Sutami","Tamalanrea","T","28","-","R2","-","-","-","1","700,000"
"317","Wednesday","2018-03-14","4:30","Urip Sumuharjo","Panakkukang","T","21","-","R2","-","-","-","1","200,000"
"318","Wednesday","2018-03-14","5:30"," Manuruki Raya","Tamalate","T","53","57","B2","-","-","-","2","100,000"
"319","Thursday","2018-03-15","22:00","Urip Sumuharjo","Panakkukang","TM","19","15","R2","-","-","-","2","500,000"
"320","Friday","2018-03-16","22:00"," Malengkeri","Tamalate","TK","18","60","R4","R2","-","-","1","1,500,000"
"321","Sunday","2018-03-18","13:50"," Veteran Selatan","Makassar","TL","-","21","R4","R2","-","-","2","200,000"
"322","Friday","2018-03-16","19:30"," Manunggal","Tamalate","TK","22","23","R2","R2","-","-","2","200,000"
"323","Saturday","2018-03-17","17:30"," Sultan Alauddin","Tamalate","TL","-","21","R2","-","-","-","1","-"
"324","Saturday","2018-03-17","17:00"," Boulevard","Panakkukang","TK","30","25","R2","R2","-","-","2","500,000"
"325","Friday","2018-03-16","23:56"," Manuruki Raya","Tamalate","TK","20","19","R2","R2","-","-","2","1,000,000"
"326","Saturday","2018-03-17","1:00"," Cendrawasih","Mamajang","OC","42","-","R2","-","-","-","1","200,000"
"327","Thursday","2018-03-15","11:15"," Perintis Kemerdekaan","Biringkanaya","TK","17","58","R2","R2","-","-","2","500,000"
"328","Saturday","2018-03-17","20:00"," Perintis Kemerdekaan","Tamalanrea","OC","34","29","R2","-","-","-","1","-"
"329","Saturday","2018-03-17","4:00"," Perintis Kemerdekaan","Tamalanrea","TL","-","40","R4","R2","-","-","1","1,000,000"
"330","Thursday","2018-03-08","12:00"," Insinyur Sutami","Tamalanrea","TK","-","50","R6","R4","-","-","-","1,000,000"
"331","Friday","2018-03-16","5:30"," Pettarani","Rappocini","OC","57","-","R6","-","-","-","-","1,000,000"
"332","Monday","2018-03-19","11:00"," Tol Reformasi","Tallo","TK","35","39","R10","R4","-","-","1","15,000,000"
"333","Sunday","2018-03-18","21:00"," Toddopuli V","Panakkukang","TL","-","47","R2","R2","-","-","1","-"
"334","Monday","2018-03-19","8:00"," Toddopuli Timur","Panakkukang","TL","-","19","R2","R2","-","-","1","100,000"
"335","Saturday","2018-03-17","9:00"," Haji Kalla","Panakkukang","OC","48","-","R2","-","-","-","1","100,000"
"336","Saturday","2018-03-10","19:30"," Hartaco Indah","Tamalate","TM","16","45","R2","-","-","-","1","-"
"337","Sunday","2018-03-18","15:00"," Insinyur Sutami","Tamalanrea","TL","19","-","R2","R2","-","1","-","500,000"
"338","Monday","2018-03-19","14:20"," Perintis Kemerdekaan","Biringkanaya","TL","-","19","R4","R2","-","-","1","100,000"
"339","Tuesday","2018-03-20","8:00"," Paccerakkang ","Biringkanaya","TL","-","29","R2","R2","-","-","1","300,000"
"340","Monday","2018-03-19","22:00"," Arief Rate","Ujung Pandang","TK","48","-","R2","R4","-","-","1","500,000"
"341","Monday","2018-03-19","17:00"," Toddopuli X","Panakkukang","TL","-","24","R2","R2","-","-","1","500,000"
"342","Tuesday","2018-03-20","11:00"," Tamalanrea Jaya","Tamalanrea","TK","19","33","R4","R2","-","-","1","2,000,000"
"343","Wednesday","2018-03-14","22:30"," Pettarani","Rappocini","OC","31","-","R2","-","-","-","1","100,000"
"344","Wednesday","2018-03-21","17:00"," Veteran Selatan","Makassar","TL","-","43","R2","R2","-","-","1","100,000"
"345","Wednesday","2018-03-21","12:00"," Daeng Tata Raya","Tamalate","TL","-","31","R2","R2","-","-","2","100,000"
"346","Saturday","2018-03-17","11:00"," Sultan Alauddin","Rappocini","OC","16","-","R2","-","-","-","1","-"
"347","Tuesday","2018-03-20","7:30"," Pettarani","Panakkukang","TK","38","43","R2","R4","-","-","1","500,000"
"348","Wednesday","2018-03-21","11:30"," Pengayoman","Panakkukang","TK","39","51","R4","R2","-","-","1","500,000"
"349","Tuesday","2018-03-20","17:10"," Perintis Kemerdekaan","Tamalanrea","OC","44","-","R2","-","-","-","1","-"
"350","Thursday","2018-03-15","20:00"," Daeng Tata Raya III","Tamalate","OC","36","24","R2","-","-","-","2","100,000"
"351","Wednesday","2018-03-21","6:00"," Pettarani","Panakkukang","TM","30","53","R2","-","-","-","2","500,000"
"352","Monday","2018-03-19","16:00"," Aroepala","Rappocini","TK","19","21","R2","R4","-","-","2","500,000"
"353","Thursday","2018-03-22","10:00"," Sultan Alauddin","Rappocini","TL","-","54","R6","R4","-","-","-","7,000,000"
"354","Monday","2018-03-19","15:00"," Sunu","Tallo","TK","26","35","R2","R2","-","-","1","3,000,000"
"355","Wednesday","2018-03-21","7:30"," Nipa Nipa","Manggala","TL","-","15","R2","R2","-","-","1","-"
"356","Friday","2018-03-16","17:15"," Pettarani","Rappocini","TK","22","36","R4","R4","-","-","-","1,000,000"
"357","Saturday","2018-03-24","23:45"," Barawaja","Panakkukang","TK","-","31","R2","R2","-","-","2",""
"358","Saturday","2018-03-24","2:21"," Pettarani","Rappocini","TK","15","23","R2","R4","-","-","1","3,000,000"
"359","Saturday","2018-03-24","0:30"," Aroepala","Rappocini","TK","37","25","R4","R4","-","-","-","8,000,000"
"360","Wednesday","2018-03-21","23:00","Raya Telkomas","Biringkanaya","OC","23","-","R2","-","-","-","1","200,000"
"361","Friday","2018-03-23","14:15"," Perintis Kemerdekaan","Biringkanaya","TK","41","42","R4","R4","-","-","-","1,000,000"
"362","Friday","2018-03-23","21:00","Pajaiang","Biringkanaya","TK","58","53","R4","R4","-","-","-","500,000"
"363","Monday","2018-03-12","8:00"," Toddopuli","Panakkukang","TL","-","19","R2","R2","-","-","1","300,000"
"364","Saturday","2018-03-24","8:00"," Antang Raya","Manggala","OC","48","13","R2","-","-","-","1","-"
"365","Friday","2018-03-23","10:30"," Pettarani","Rappocini","TL","-","60","R4","R2","-","-","1","300,000"
"366","Thursday","2018-03-22","16:30"," Metro Tanjung Bunga","Tamalate","TK","42","58","R4","R4","-","-","-","5,000,000"
"367","Saturday","2018-03-24","10:30"," Mesjid Raya","Bontoala","TL","-","48","R2","R2","-","-","2","200,000"
"368","Sunday","2018-03-25","11:00","BTN Gardenia","Panakkukang","OC","39","48","R2","-","-","-","2","-"
"369","Sunday","2018-03-25","12:30"," Batua Raya","Manggala","OC","48","-","R2","-","-","-","1","-"
"370","Sunday","2018-03-25","3:00"," Jenderal Sudirman","Ujung Pandang","TL","-","21","R4","R2","-","-","2","200,000"
"371","Friday","2018-03-23","3:00"," Perintis Kemerdekaan","Biringkanaya","TK","35","37","R2","R2","-","-","2","2,500,000"
"372","Thursday","2018-03-22","23:00"," Perintis Kemerdekaan","Tamalanrea","TM","16","17","R2","-","-","-","2","500,000"
"373","Saturday","2018-03-24","3:30"," Sam Ratulangi","Mamajang","OC","18","-","R2","-","-","-","1","500,000"
"374","Monday","2018-03-26","5:30"," Cendrawasih","Mamajang","TK","48","49","R2","R3","-","-","1","200,000"
"375","Wednesday","2018-02-14","10:00"," Tol reformasi","Ujung Tanah","TK","29","36","R4","R4","-","-","-","35,000,000"
"376","Tuesday","2018-03-27","2:45"," Perintis Kemerdekaan","Biringkanaya","TK","29","39","R2","R2","-","-","1","200,000"
"377","Monday","2018-03-26","23:00","Urip Sumuharjo","Makassar","TM","17","54","R2","-","-","-","2","100,000"
"378","Tuesday","2018-03-27","12:25"," Perintis Kemerdekaan 10","Tamalanrea","TK","21","22","R2","R4","-","-","1","1,500,000"
"379","Monday","2018-03-26","16:45"," Cendrawasih","Mariso","TK","14","23","R2","R2","-","-","2","200,000"
"380","Monday","2018-03-26","22:30"," Andi Mangerangi","Tamalate","OC","22","-","R2","-","-","-","1","200,000"
"381","Wednesday","2018-03-28","8:20"," Insinyur Sutami","Tamalanrea","TK","18","46","R2","R10","-","-","1","200,000"
"382","Friday","2018-03-30","23:30"," Cendrawasih","Mariso","TK","57","44","R2","R2","-","-","2","1,000,000"
"383","Wednesday","2018-03-28","23:00"," Nipa Nipa","Manggala","OC","33","-","R2","-","-","-","1","1,000,000"
"384","Friday","2018-03-30","21:40"," Puri Raya","Manggala","TK","27","28","R4","R2","-","-","1","1,000,000"
"385","Friday","2018-03-30","18:30","Andi Mappaodang","Tamalate","TM","16","71","R2","-","-","-","1","-"
"386","Saturday","2018-03-31","23:56"," Boulevard","Panakkukang","TM","20","80","R2","-","-","-","2","300,000"
"387","Sunday","2018-04-01","0:30"," Ujung","Bontoala","TK","23","40","R2","R2","-","-","2","2,000,000"
"388","Saturday","2018-03-31","16:00"," Batara Bira","Biringkanaya","TM","16","33","R2","-","1","-","3","500,000"
"389","Sunday","2018-04-01","2:30"," Jenderal Ahmad Yani","Ujung Pandang","TK","41","18","R2","R4","1","-","-","2,000,000"
"390","Sunday","2018-04-01","14:30"," Pettarani","Rappocini","TL","-","42","R4","R4","-","-","-","3,000,000"
"391","Saturday","2018-03-31","15:00"," Sungai Limboto","Ujung Pandang","TL","-","6","R2","-","-","-","1","-"
"392","Sunday","2018-04-01","22:00"," Pate'ne","Biringkanaya","TK","34","21","R2","R2","-","-","2","3,000,000"
"393","Thursday","2018-03-29","7:00"," Insinyur Sutami","Biringkanaya","OC","34","-","R2","-","-","-","1","500,000"
"394","Thursday","2018-03-29","22:30"," Perintis Kemerdekaan","Tamalanrea","OC","20","-","R2","-","-","-","1","-"
"395","Friday","2018-03-30","9:00"," Perintis Kemerdekaan","Tamalanrea","TK","53","50","R2","R4","-","-","1","500,000"
"396","Sunday","2018-04-01","22:00"," Gn. Latimojong","Makassar","TL","-","34","R2","R2","-","-","-","150,000"
"397","Sunday","2018-04-01","16:00"," Veteran Selatan","Makassar","OC","15","-","R2","-","-","-","1","100,000"
"398","Monday","2018-04-02","20:15"," Jenderal Sudirman","Ujung Pandang","TK","25","-","R2","R4","-","-","1","1,000,000"
"399","Monday","2018-04-02","15:30"," Pettarani","Panakkukang","TL","-","36","R2","R2","-","-","2","-"
"400","Tuesday","2018-04-03","6:45"," Insinyur Sutami","Tamalanrea","OC","49","-","R2","-","-","-","1","100,000"
"401","Tuesday","2018-03-27","16:15"," Letjen Hertasning","Panakkukang","TK","46","-","R2","R4","-","-","1","2,000,000"
"402","Tuesday","2018-04-03","1:00"," Muh. Tahir","Tamalate","OC","60","-","R2","-","-","-","1","-"
