no,day,date,time,address,district,accident_types,suspect_age,victim_age,suspect_vehicle,victim_vehicle,MD,LB,LR,material_loss
2930,Wednesday,2020-02-05,9:06, Sultan Abdullah II,Tallo,TM,11,5,R2,-,-,-,1,-
2931,Wednesday,2020-02-05,22:20, Perintis Kemerdekaan,Biringkanaya,TK,22,44,R2,R3,-,-,1,"3,500,000"
2932,Tuesday,2020-02-04,8:30, Perintis Kemerdekaan,Tamalanrea,TK,52,-,R2,R3,-,-,1,-
2933,Wednesday,2020-02-05,7:30, Letjen Hertasning,Rappocini,TK,24,36,R2,R3,-,-,2,-
2934,Thursday,2020-02-06,3:28, Cendrawasih,Mariso,OC,24,29,R2,-,-,-,2,"200,000"
2935,Friday,2020-02-07,8:30, Boulevard,Panakkukang,TL,-,28,R3,R2,-,-,1,-
2936,Wednesday,2020-02-05,15:30, Daeng Tata Raya I,Tamalate,TL,-,17,R3,R2,-,-,1,"250,000"
2937,Thursday,2020-02-06,12:00, Toddopuli X,Manggala,TL,-,33,R3,R2,-,-,1,"50,000"
2938,Saturday,2020-02-08,12:00, Insinyur Sutami,Tamalanrea,TK,38,45,R6,R6,-,-,-,"10,000,000"
2939,Sunday,2020-02-09,12:30, Pate'ne,Biringkanaya,TL,-,22,R2,R2,-,-,2,"50,000"
2940,Saturday,2020-02-08,23:25, Toddopuli V,Panakkukang,TK,22,34,R2,R2,-,-,2,"1,000,000"
2941,Saturday,2020-02-08,11:00, Antang Raya,Manggala,TL,-,6,R2,-,-,-,1,-
2942,Saturday,2020-02-08,8:45, Faisal XVII,Rappocini,TK,23,43,R2,R3,-,-,1,"7,000,000"
2943,Monday,2020-02-10,7:30, Pannampu ,Tallo,TL,-,18,R2,R2,-,-,1,"200,000"
2944,Monday,2020-02-10,14:00, Perintis Kemerdekaan,Tamalanrea,TK,30,27,R2,R3,-,-,1,"200,000"
2945,Friday,2020-01-10,12:30, Andalas,Bontoala,TL,-,35,R3,R3,-,-,-,"7,000,000"
2946,Tuesday,2020-02-11,21:30, Somba Opu,Ujung Pandang,TL,-,70,R2,-,-,-,1,-
2947,Friday,2020-02-07,15:30, Haji Bau,Mariso,TL,-,20,R3,R2,-,-,1,"350,000"
2948,Saturday,2020-01-11,23:30, Tol reformasi,Tamalanrea,T,46,20,R3,-,-,-,2,"1,500,000"
2949,Wednesday,2020-02-12,4:00,Urip Sumuharjo,Panakkukang,TK,28,22,R3,R3,-,-,1,"70,000,000"
2950,Wednesday,2020-02-12,23:30, Batua Raya,Panakkukang,TK,30,16,R2,R2,-,-,3,"2,000,000"
2951,Monday,2020-02-10,16:15, Gunung Bulusaraung,Ujung Pandang,TL,-,40,R3,R2,-,-,1,-
2952,Thursday,2020-02-13,12:30, Yusuf Dg. Ngawing,Rappocini,OC,37,8,R2,-,-,-,1,-
2953,Wednesday,2020-02-12,18:30,Urip Sumuharjo,Panakkukang,TL,-,21,R2,-,-,-,2,-
2954,Tuesday,2020-02-11,9:00,Urip Sumuharjo,Makassar,TL,-,78,R2,-,-,-,2,"300,000"
2955,Saturday,2020-02-15,13:00,Urip Sumuharjo,Panakkukang,TM,28,42,R2,-,1,-,2,"100,000"
2956,Saturday,2020-02-15,5:30, Pettarani II,Panakkukang,TM,14,40,R2,-,1,-,2,"500,000"
2957,Friday,2020-02-14,22:00, Pettarani,Tamalate,TL,-,18,R3,R2,-,-,1,-
2958,Friday,2020-02-14,1:30, Muh. Tahir,Tamalate,TK,40,24,R2,R2,-,-,2,"350,000"
2959,Friday,2020-02-14,14:00, Pettarani,Tamalate,TK,50,19,R3,R2,-,-,1,"500,000"
2960,Friday,2020-02-14,20:00, Perintis Kemerdekaan,Tamalanrea,TM,16,70,R2,-,-,-,2,"500,000"
2961,Friday,2020-02-14,19:00, Sam Ratulangi,Mariso,TK,19,18,R2,R2,-,-,2,"3,000,000"
2962,Saturday,2020-02-15,14:30, Perintis Kemerdekaan,Tamalanrea,TK,26,47,R2,R3,-,-,1,"1,000,000"
2963,Friday,2020-02-14,18:30, Insinyur Sutami,Biringkanaya,TL,-,20,R2,R2,-,-,1,"200,000"
2964,Saturday,2020-02-15,16:30, Perjanjian Bungaya,Tamalate,TK,18,62,R2,R2,-,-,2,"1,000,000"
2965,Saturday,2020-02-15,21:30, Pettarani III,Panakkukang,TL,-,14,R2,Rro,-,-,1,"50,000"
2966,Sunday,2020-02-16,15:30, Kotipa Raya,Biringkanaya,TL,-,8,R2,-,-,-,1,-
2967,Saturday,2020-02-15,16:30, Perintis Kemerdekaan,Tamalanrea,TK,28,45,R2,R3,-,-,1,"500,000"
2968,Sunday,2020-02-16,14:45, Metro Tanjung Bunga,Tamalate,TL,-,19,R2,R2,-,-,1,"200,000"
2969,Tuesday,2020-02-18,19:45,Bumi Raya,Rappocini,OC,22,-,R2,-,-,-,1,"150,000"
2970,Wednesday,2020-02-19,21:30, Ampera,Mariso,TL,-,15,R2,-,-,-,1,-
2971,Thursday,2020-02-20,7:00, Veteran Selatan,Mamajang,TL,-,32,R2,R2,-,-,2,"100,000"
2972,Wednesday,2020-02-19,18:10, Pengayoman,Panakkukang,TK,26,30,R2,R3,-,-,-,"5,000,000"
2973,Friday,2020-02-21,11:25, Insinyur Sutami,Tallo,TM,33,13,R3,-,1,-,1,"10,000,000"
2974,Wednesday,2020-02-19,21:15, Gn. Salahutu,Makassar,TL,-,56,R2,R2,-,-,2,"100,000"
2975,Saturday,2020-02-22,5:20, Rajawali,Mariso,TL,-,29,R3,R2,1,-,-,"7,000,000"
2976,Friday,2020-02-21,7:00, Perintis Kemerdekaan,Tamalanrea,TL,-,52,R3,R3,-,-,-,"500,000"
2977,Saturday,2020-02-22,13:15, Maccini Gusung,Makassar,TM,28,7,R3,-,-,-,1,-
2978,Sunday,2020-02-23,11:30, Botolempangan,Ujung Pandang,TK,24,39,R2,R3,-,-,1,"5,000,000"
2979,Saturday,2020-02-22,10:15, Perintis Kemerdekaan,Biringkanaya,T,72,-,R2,-,-,-,1,"100,000"
2980,Sunday,2020-02-23,1:00, Sultan Alauddin,Rappocini,TL,-,59,R2,R2,-,-,1,"200,000"
2981,Sunday,2020-02-23,17:20, Galangan Kapal,Tallo,TK,-,53,R2,R2,1,-,-,"1,000,000"
2982,Sunday,2020-02-23,1:00,Metro Tanjung Bunga,Tamalate,T,20,-,R3,-,-,-,1,"10,000,000"
2983,Monday,2020-02-24,11:00, Abdul Kadir,Tamalate,TK,20,40,R3,R2,-,-,4,"5,000,000"
2984,Monday,2020-02-24,16:00, Sultan Abdullah I,Tallo,TM,15,9,R2,-,-,-,1,"200,000"
2985,Tuesday,2020-02-25,8:00, Sultan Alauddin,Tamalate,TK,20,44,R2,R3,-,-,1,"500,000"
2986,Tuesday,2020-02-25,19:15,Urip Sumuharjo,Panakkukang,TB,35,24,R3,R3,-,-,13,"30,000,000"
2987,Wednesday,2020-02-26,21:00, Veteran Utara,Bontoala,TK,19,18,R2,R2,1,-,2,"1,000,000"
2988,Tuesday,2020-02-25,16:30,Urip Sumuharjo,Panakkukang,TK,20,30,R2,R3,-,-,1,"100,000"
2989,Tuesday,2020-02-25,8:50, Perintis Kemerdekaan,Tamalanrea,TK,21,22,R2,R2,-,-,3,-
2990,Wednesday,2020-02-26,6:15, G. Batu Putih,Makassar,TK,24,49,R3,R3,-,-,-,"15,000,000"
2991,Thursday,2020-02-27,14:30, Profesor Abdurrahman Basalamah,Panakkukang,TK,24,12,R3,R2,-,-,2,"2,000,000"
2992,Wednesday,2020-02-26,16:00, Perintis Kemerdekaan,Tamalanrea,TK,17,24,R3,R2,-,-,2,"1,500,000"
2993,Thursday,2020-02-27,9:30, Lanraki,Biringkanaya,TK,40,25,R3,R2,-,-,1,"700,000"
2994,Thursday,2020-02-27,18:50, Tinumbu,Tallo,TM,22,52,R2,-,1,-,1,"100,000"
2995,Tuesday,2020-02-25,13:00, Onta Lama,Mamajang,T,54,-,R2,-,-,-,1,"50,000"
2996,Friday,2020-02-28,14:30,Urip Sumuharjo,Panakkukang,TK,16,28,R2,R3,-,-,1,"3,000,000"
2997,Friday,2020-02-28,17:30, Andi Mappaodang,Tamalate,TK,19,19,R2,R2,-,-,1,-
2998,Saturday,2020-02-29,12:00,Urip Sumuharjo,Panakkukang,TL,-,32,R2,R2,-,-,2,"200,000"
2999,Friday,2020-02-28,15:30, Abdul Kuddus,Tamalate,TK,50,14,R2,-,-,-,1,-
3000,Friday,2020-02-28,8:00,Urip Sumuharjo,Panakkukang,TL,-,35,R2,R2,-,-,1,"100,000"
3001,Sunday,2020-03-01,5:30, Kerung-Kerung,Makassar,T,59,-,R2,R3,-,-,1,"100,000"
3002,Friday,2020-02-28,17:30,Raya Baruga,Manggala,TL,-,46,R2,R2,-,-,1,-
3003,Friday,2020-02-28,13:20, Boulevard,Panakkukang,TK,19,13,R2,R2,-,-,2,"250,000"
3004,Saturday,2020-02-29,7:00, Nuri Baru,Mariso,TL,-,8,R2,-,-,-,1,-
3005,Thursday,2020-02-27,15:30, Galangan Kapal,Tallo,TM,21,38,R2,-,-,-,1,"300,000"
3006,Monday,2020-03-02,11:00, Datuk Ditiro,Tallo,TK,13,37,R2,R2,-,-,1,"200,000"
3007,Monday,2020-03-02,19:30, Teuku Umar Raya,Tallo,TK,16,19,R2,R6,1,-,-,"300,000"
3008,Monday,2020-03-02,14:30, Perintis Kemerdekaan,Biringkanaya,TL,-,51,R2,R2,-,-,1,"100,000"
3009,Monday,2020-03-02,14:30,Urip Sumuharjo,Panakkukang,TK,22,23,R2,M,-,-,1,"500,000"
3010,Tuesday,2020-03-03,12:05, Veteran Selatan,Mamajang,TM,30,64,R2,-,1,-,-,"100,000"
3011,Tuesday,2020-03-03,11:05, Insinyur Sutami,Tamalanrea,TK,48,-,R2,R6,1,-,-,"200,000"
3012,Tuesday,2020-03-03,8:20, Perintis Kemerdekaan,Tamalanrea,T,27,-,R3,-,-,-,1,"10,000,000"
3013,Thursday,2020-02-06,17:00, Pettarani,Panakkukang,TL,-,7,R3,-,-,-,1,-
3014,Wednesday,2020-03-04,16:00, Boulevard,Panakkukang,TL,-,20,R3,R3,-,-,-,"1,000,000"
3015,Wednesday,2020-03-04,9:00, Perintis Kemerdekaan,Biringkanaya,TK,29,39,R2,R3,-,-,1,"3,000,000"
3016,Wednesday,2020-03-04,2:00, Insinyur Sutami,Biringkanaya,TL,-,46,R2,R2,-,-,1,"200,000"
3017,Thursday,2020-03-05,3:15,Urip Sumuharjo,Panakkukang,TL,-,69,R2,-,-,-,1,-
3018,Thursday,2020-03-05,4:00, Pettarani,Rappocini,OC,19,-,R2,-,-,-,1,"150,000"
3019,Thursday,2020-03-05,1:20, Serigala,Mamajang,T,25,43,R2,R3,-,-,-,"2,000,000"
3020,Thursday,2020-03-05,9:30, G. Batu Putih,Ujung Pandang,TK,64,32,R3,R2,-,-,1,"500,000"
3021,Saturday,2020-03-07,21:00, Bali,Wajo,TK,59,37,R2,R3,-,-,1,"500,000"
3022,Saturday,2020-03-07,20:30, Malengkeri,Tamalate,TB,18,14,R2,R3,1,-,1,"250,000"
3023,Saturday,2020-02-29,17:00, Veteran Selatan,Mamajang,TK,29,-,R2,R3,-,-,1,"200,000"
3024,Sunday,2020-03-08,17:30, Bulukunyi,Makassar,TK,25,55,R3,Rro,-,-,1,"200,000"
3025,Friday,2020-03-06,6:30, Perintis Kemerdekaan,Biringkanaya,TK,22,50,R2,R3,-,-,1,"1,500,000"
3026,Saturday,2020-03-07,18:30, Tamangapa Raya,Manggala,TK,29,-,R2,R3,-,-,1,"250,000"
3027,Saturday,2020-03-07,17:45, Kapasa Raya,Biringkanaya,TK,26,-,R2,B,-,-,1,"5,000,000"
3028,Monday,2020-03-09,17:50, Gatot Subroto,Tallo,TK,12,40,Rro,R6,-,-,1,"500,000"
3029,Saturday,2020-03-07,22:00, Perintis Kemerdekaan,Tamalanrea,T,19,-,R2,-,-,-,1,"50,000"
3030,Monday,2020-03-09,16:00, Satelit I,Biringkanaya,TK,39,72,R2,R3,-,-,1,"750,000"
3031,Tuesday,2020-03-10,14:30, Metro Tanjung Bunga,Tamalate,T,55,-,R2,-,-,-,1,-
3032,Tuesday,2020-03-10,13:00, Perintis Kemerdekaan,Tamalanrea,TK,36,33,R2,R3,-,-,1,"1,000,000"
3033,Saturday,2020-03-07,20:00, Perintis Kemerdekaan,Biringkanaya,T,47,37,R2,-,-,-,1,"300,000"
3034,Tuesday,2020-03-10,9:00, Galangan Kapal,Tallo,TK,33,78,R2,Rro,-,-,1,-
3035,Tuesday,2020-03-10,13:00, Beruang,Mamajang,TK,41,48,R3,R2,-,-,1,"1,000,000"
3036,Monday,2020-03-09,22:00, Perintis Kemerdekaan,Biringkanaya,TM,19,7,R2,-,-,-,1,-
3037,Thursday,2020-03-12,7:30, Sungai Saddang Baru,Rappocini,TK,22,51,R2,R2,-,-,2,"2,000,000"
3038,Wednesday,2020-03-11,0:30, Sultan Alauddin,Rappocini,TM,28,26,R6,-,-,-,1,-
3039,Thursday,2020-03-12,7:10, Gunung Bulusaraung,Ujung Pandang,TK,62,22,R2,R2,-,-,2,"500,000"
3040,Wednesday,2020-03-11,10:00, Pajaiang,Biringkanaya,TK,43,32,R3,R2,-,-,1,-
3041,Monday,2020-03-09,14:30,Urip Sumuharjo,Panakkukang,TK,55,21,R2,R2,-,-,1,"100,000"
3042,Friday,2020-03-13,2:30, Pettarani,Tamalate,TL,-,20,R2,-,-,-,1,-
3043,Friday,2020-03-13,23:30, Nuri,Mariso,TK,32,23,R3,R2,-,-,2,"3,000,000"
3044,Friday,2020-03-13,7:00, Cendrawasih,Mamajang,TK,53,59,R3,R2,-,-,1,"500,000"
3045,Sunday,2020-03-15,10:00,Urip Sumuharjo,Panakkukang,TL,-,20,R2,R2,-,-,1,"200,000"
3046,Sunday,2020-03-15,13:45, Letjen Hertasning,Rappocini,TL,-,30,R3,R2,-,-,1,"100,000"
3047,Monday,2020-03-16,0:11, Sam Ratulangi,Ujung Pandang,TM,38,25,R3,-,-,-,1,"500,000"
3048,Saturday,2020-03-14,19:40,Kawasan Pergudangan Parangloe Indah,Tamalanrea,T,17,14,R2,-,-,-,2,"100,000"
3049,Saturday,2020-03-14,13:00, Monumen Emmy Saelan,Rappocini,TL,-,39,R3,R3,-,-,-,"2,000,000"
3050,Monday,2020-03-16,9:00,Urip Sumuharjo,Panakkukang,TM,52,-,R2,-,-,-,1,"100,000"
3051,Friday,2020-03-13,19:30, Nikel Raya,Rappocini,TL,-,27,R3,R2,-,-,1,"100,000"
3052,Sunday,2020-03-15,2:25, Ujung Bor,Manggala,TK,18,45,R2,R3,-,-,-,"10,000,000"
3053,Sunday,2020-03-15,5:00,Urip Sumuharjo,Panakkukang,TK,23,47,R2,R2,-,-,1,"500,000"
3054,Saturday,2020-03-14,23:30,Urip Sumuharjo,Panakkukang,TL,-,25,R2,R2,-,-,1,"1,000,000"
3055,Tuesday,2020-03-17,15:30, Tamalate I,Rappocini,TL,-,36,R2,R2,-,-,1,"200,000"
3056,Wednesday,2020-03-18,4:00, Perintis Kemerdekaan,Biringkanaya,TL,-,40,R3,-,-,-,1,-
3057,Tuesday,2020-03-17,15:00, Perintis Kemerdekaan,Biringkanaya,TK,38,20,R3,R2,-,-,2,"2,000,000"
3058,Tuesday,2020-03-17,17:00, Sanrangan,Biringkanaya,T,"4,5",-,R2,-,-,-,1,-
3059,Wednesday,2020-03-18,0:30, Galangan Kapal,Tallo,TL,18,17,R2,R2,-,-,2,"500,000"
3060,Wednesday,2020-03-18,11:45, Maccini Kidul,Makassar,TM,50,74,R3,-,-,-,1,-
3061,Wednesday,2020-03-18,12:00, Andalas,Bontoala,TL,-,65,R3,R2,-,-,1,"200,000"
3062,Thursday,2020-03-19,15:30, Sunu,Tallo,TK,16,35,R2,R2,-,-,2,"3,000,000"
3063,Friday,2020-03-20,23:00, Gunung Latimojong,Bontoala,TK,21,52,R2,R3,-,-,1,"2,000,000"
3064,Thursday,2020-03-19,20:00,Andi Mappaoddang,Tamalate,TL,-,50,R2,-,-,-,1,-
3065,Thursday,2020-03-19,19:13,Urip Sumuharjo,Panakkukang,TM,20,38,R2,-,-,-,2,"100,000"
3066,Friday,2020-03-20,14:30, Metro Tanjung Bunga,Tamalate,TK,15,15,R2,R2,1,-,4,"2,000,000"
3067,Saturday,2020-03-21,7:45, Gunung Bawakaraeng,Makassar,TM,25,68,R2,-,-,-,2,"100,000"
3068,Saturday,2020-03-21,22:40, Perintis Kemerdekaan,Tamalanrea,TK,40,16,R3,R2,-,-,2,"250,000"
3069,Friday,2020-03-20,8:30, Goa Ria,Biringkanaya,TK,43,37,R2,R2,-,-,1,"3,000,000"
3070,Sunday,2020-03-22,19:45, Sam Ratulangi,Mamajang,TK,36,19,R3,R2,-,-,1,"1,000,000"
3071,Friday,2020-03-13,11:00, Penghibur,Ujung Pandang,TK,-,20,R2,R3,-,-,-,"500,000"
3072,Tuesday,2020-03-24,22:15, Dg. Ramang,Biringkanaya,TL,-,21,R2,R2,-,-,1,"350,000"
3073,Sunday,2020-03-22,17:00, Borong Raya,Manggala,TL,-,14,R3,R2,-,-,2,"200,000"
3074,Tuesday,2020-03-24,7:55, Ali Malaka,Ujung Pandang,TK,21,25,R2,R3,-,-,2,"12,500,000"
3075,Thursday,2020-03-26,2:15, Dg. Ramang,Biringkanaya,TL,-,72,R3,-,-,-,-,"5,000,000"
3076,Wednesday,2020-03-25,10:45, Perintis Kemerdekaan,Tamalanrea,TK,22,24,R3,R2,-,-,1,"500,000"
3077,Wednesday,2020-03-25,16:15, Perintis Kemerdekaan,Biringkanaya,TK,22,28,R2,R2,-,-,4,"2,000,000"
3078,Wednesday,2020-03-25,8:30, Flamboyan,Tamalate,T,52,-,R2,-,-,-,1,"200,000"
3079,Friday,2020-03-27,20:00, Perintis Kemerdekaan,Biringkanaya,TK,51,37,R2,R3,-,-,3,"1,500,000"
3080,Friday,2020-03-27,16:30, Perintis Kemerdekaan,Biringkanaya,TL,22,22,R2,R2,-,-,2,"300,000"
3081,Thursday,2020-03-26,18:30, Teuku Umar Raya,Tallo,TK,73,20,R2,R2,-,-,3,"500,000"
3082,Saturday,2020-03-28,5:00, Pettarani,Rappocini,TK,18,60,R3,R2,-,-,1,"5,000,000"
3083,Tuesday,2020-03-24,21:00, Perintis Kemerdekaan,Tamalanrea,OC,22,-,R2,-,-,-,1,"100,000"
3084,Sunday,2020-03-29,23:00, Pettarani,Rappocini,OC,26,-,R2,-,-,-,1,"100,000"
3085,Sunday,2020-03-29,20:00,Urip Sumuharjo,Panakkukang,TL,-,32,R2,R2,-,-,2,"100,000"
3086,Monday,2020-03-30,6:00, Insinyur Sutami,Biringkanaya,T,18,-,R2,-,-,-,1,"100,000"
3087,Sunday,2020-03-29,4:30, Perintis Kemerdekaan,Biringkanaya,TK,50,36,R2,R2,-,-,2,"2,000,000"
3088,Saturday,2020-01-04,7:00, Perintis Kemerdekaan,Tamalanrea,TK,35,-,R2,R3,1,-,-,"500,000"
3089,Monday,2020-03-30,13:40, Perintis Kemerdekaan,Biringkanaya,TK,18,38,R2,R3,-,-,1,"3,000,000"
3090,Monday,2020-03-30,15:00, Insinyur Sutami,Tamalanrea,TK,56,40,R3,R3,-,-,-,"5,000,000"
3091,Sunday,2020-03-29,13:00, Perintis Kemerdekaan,Tamalanrea,T,41,-,R2,-,-,-,1,"50,000"
3092,Friday,2020-04-03,1:30, Abdullah Daeng Sirua,Panakkukang,T,16,-,R2,-,-,-,1,"1,000,000"
3093,Saturday,2020-04-04,3:50, Gunung Bawakaraeng,Ujung Pandang,TK,20,26,R2,R3,1,-,-,"8,000,000"
3094,Friday,2020-04-03,7:15,Nusa Tamalanrea Indah,Tamalanrea,T,33,-,R2,-,-,-,1,"200,000"
3095,Friday,2020-04-03,14:00, Perintis Kemerdekaan,Tamalanrea,TM,16,44,R2,-,-,-,3,"700,000"
3096,Saturday,2020-04-04,0:30, Goa Ria,Biringkanaya,TL,-,31,R2,R3,-,-,-,"3,000,000"
3097,Friday,2020-04-03,0:25, Korban 40.000 Jiwa,Tallo,T,19,-,R2,-,-,-,1,"200,000"
3098,Friday,2020-04-03,20:00, Monumen Emmy Saelan,Rappocini,T,40,-,R2,-,-,-,1,"300,000"
3099,Sunday,2020-04-05,19:00, Metro Tanjung Bunga,Tamalate,T,17,-,R2,-,-,-,1,-
3100,Saturday,2020-04-04,18:00, Insinyur Sutami,Tamalanrea,T,21,-,R2,-,-,-,1,"500,000"
3101,Monday,2020-04-06,15:30, Perintis Kemerdekaan,Tamalanrea,TL,-,23,R2,-,-,-,1,-
3102,Tuesday,2020-04-07,7:00, Veteran Selatan,Mamajang,TL,-,64,R2,-,-,-,1,-
3103,Thursday,2020-04-09,9:00, Borong Raya,Manggala,T,44,-,R2,-,-,-,1,-
3104,Thursday,2020-04-09,14:30, Insinyur Sutami,Tamalanrea,TK,25,31,R2,R6,1,-,1,"700,000"
3105,Friday,2020-04-10,9:00, Borong Raya,Manggala,TK,25,32,R2,R3,-,-,2,"4,500,000"
3106,Thursday,2020-04-09,19:00, Aroepala,Rappocini,TM,30,8,R2,-,-,-,2,"150,000"
3107,Friday,2020-04-10,17:00,Urip Sumuharjo,Panakkukang,TM,20,61,R2,-,-,-,2,"100,000"
3108,Wednesday,2020-04-08,15:30, Insinyur Sutami,Biringkanaya,TK,26,65,R2,R14,-,-,1,"500,000"
3109,Saturday,2020-04-11,14:00,Urip Sumuharjo,Panakkukang,TL,-,31,R2,R2,-,-,1,"100,000"
3110,Saturday,2020-04-11,15:30, Daeng Tata Raya,Tamalate,TK,16,19,R2,R2,-,-,3,"500,000"
3111,Sunday,2020-04-12,18:10, Veteran Utara,Makassar,TK,26,22,R2,R2,-,-,1,-
3112,Sunday,2020-04-12,10:30, Karunrung Raya,Rappocini,TM,12,42,R2,-,-,-,1,"100,000"
3113,Friday,2020-04-10,2:10, Gunung Bawakaraeng,Makassar,T,26,-,R2,-,-,-,1,"200,000"
3114,Saturday,2020-04-11,19:30, Kapasa Raya,Tamalanrea,TL,-,45,R3,R2,-,-,1,"1,500,000"
3115,Monday,2020-04-13,5:20, Perintis Kemerdekaan,Biringkanaya,TK,20,30,R2,R2,-,-,3,"500,000"
3116,Sunday,2020-04-12,13:30, Serigala,Mamajang,TK,20,25,R2,R6,1,-,-,"500,000"
3117,Monday,2020-04-13,5:30,Urip Sumuharjo,Panakkukang,T,23,-,R2,-,-,-,1,"100,000"
3118,Tuesday,2020-04-14,9:00, Komp. Unhas,Tallo,TL,-,55,R2,-,-,-,1,-
3119,Monday,2020-04-13,15:00, Inspeksi PAM,Manggala,TK,32,25,R2,R2,-,-,3,"350,000"
3120,Monday,2020-04-13,23:30, Tamalanrea Raya,Tamalanrea,T,25,-,R2,-,-,-,1,"50,000"
3121,Tuesday,2020-04-14,16:10, Kawasan Pergudangan Parangloe Indah,Tamalanrea,TK,26,27,R2,R3,-,-,1,"1,000,000"
3122,Wednesday,2020-04-15,8:00, Sukaria I,Panakkukang,T,32,-,R2,-,-,-,1,"500,000"
3123,Monday,2020-04-13,14:00, Aroepala,Rappocini,T,71,-,R2,-,-,-,1,"100,000"
3124,Tuesday,2020-04-14,9:00, Insinyur Sutami,Biringkanaya,T,35,-,R2,-,-,-,1,"300,000"
3125,Wednesday,2020-04-15,12:00, Bumi Karsa,Panakkukang,TK,48,20,R2,R2,1,-,1,"300,000"
3126,Thursday,2020-04-16,0:15, Insinyur Sutami,Tamalanrea,T,20,20,R2,-,1,-,1,"300,000"
3127,Thursday,2020-04-16,13:00,Urip Sumuharjo,Panakkukang,TL,-,53,R2,R2,-,-,1,"250,000"
3128,Friday,2020-04-17,8:00, Veteran Utara,Makassar,TK,16,70,B2,R2,1,-,1,"100,000"
3129,Friday,2020-04-17,4:00, Veteran Utara,Makassar,TL,-,25,R3,R2,-,-,2,"2,000,000"
3130,Friday,2020-04-17,6:45, Perintis Kemerdekaan,Tamalanrea,TK,46,30,Rro,R2,1,-,1,"700,000"
3131,Thursday,2020-04-16,16:00, Datuk Ribandang,Tallo,TM,27,6,R3,-,-,-,1,-
3132,Friday,2020-04-17,20:00, Abu Bakar Lambogo,Makassar,T,14,-,R2,-,-,-,1,"200,000"
3133,Monday,2020-04-20,6:00, Sultan Alauddin,Rappocini,TL,-,47,R2,R2,1,-,1,"200,000"
3134,Sunday,2020-04-19,19:00, Gontang Raya,Tamalate,T,21,-,R2,-,-,-,1,"100,000"
3135,Monday,2020-04-20,5:30, Gunung Bawakaraeng,Makassar,TM,20,79,R6,-,1,-,-,-
3136,Tuesday,2020-04-21,5:30, Citra Sudiang Indah,Biringkanaya,T,22,-,R2,-,1,-,-,"250,000"
3137,Tuesday,2020-04-21,12:00, Topaz Raya,Panakkukang,TK,47,40,R3,R2,-,-,1,"100,000"
3138,Wednesday,2020-04-22,8:15, Kartini,Ujung Pandang,TK,24,25,R3,R2,-,-,1,"5,000,000"
3139,Tuesday,2020-04-21,18:15, Paccerakkang,Biringkanaya,TK,47,29,R2,R2,-,-,1,-
3140,Friday,2020-04-24,7:00, Letjen Hertasning,Rappocini,TK,62,16,R2,R2,1,-,1,"500,000"
3141,Thursday,2020-04-23,6:45, Sungai Saddang,Ujung Pandang,TK,61,34,R2,R2,-,-,2,"1,000,000"
3142,Thursday,2020-04-23,2:00, Dr. Leimena,Panakkukang,T,25,-,R2,-,1,-,-,"1,500,000"
3143,Saturday,2020-04-25,10:30, Gunung Latimojong,Makassar,TL,-,57,R2,-,-,-,1,-
3144,Thursday,2020-04-23,19:30, Abu Bakar Lambogo,Makassar,TL,-,26,R2,R2,-,-,1,-
3145,Saturday,2020-04-25,14:00, Pajaiang,Biringkanaya,T,45,-,R2,-,-,-,1,"300,000"
3146,Sunday,2020-04-26,6:30, Letjen Hertasning,Panakkukang,TL,-,28,R2,R2,-,-,2,"2,000,000"
3147,Sunday,2020-04-26,13:30,Urip Sumuharjo,Panakkukang,TK,15,22,R2,R2,-,-,3,"500,000"
3148,Friday,2020-04-24,10:00, Maccini Raya,Makassar,T,42,-,R2,-,-,-,1,"500,000"
3149,Sunday,2020-04-26,10:00, Abu Bakar Lambogo,Makassar,TK,28,28,R2,R2,1,-,2,"500,000"
3150,Thursday,2020-04-16,14:30, Pettarani,Panakkukang,TL,-,42,R6,R2,-,-,1,"100,000"
3151,Wednesday,2020-04-29,19:30, Batara Bira,Biringkanaya,TK,16,46,R3,R2,-,-,1,"3,000,000"
3152,Wednesday,2020-04-29,13:30, Manuruki,Biringkanaya,TK,15,22,R2,R2,-,-,2,"500,000"
3153,Wednesday,2020-04-29,14:30, Perintis Kemerdekaan,Tamalanrea,TL,-,51,R3,R3,-,-,-,"1,000,000"
3154,Thursday,2020-04-30,12:00, Tamalanrea Raya,Tamalanrea,TK,44,29,R2,R2,-,-,2,"500,000"
3155,Thursday,2020-04-30,17:45, Perumnas Raya,Manggala,T,30,2,R2,-,-,-,2,"250,000"
3156,Friday,2020-05-01,2:00, Nuri Baru,Mariso,TK,22,11,R2,R2,-,-,3,"2,000,000"
3157,Friday,2020-05-01,16:00,Urip Sumuharjo,Panakkukang,TL,-,64,R2,-,-,-,1,-
3158,Thursday,2020-04-30,13:00, Metro Tanjung Bunga,Tamalate,TK,42,26,R3,R3,-,-,-,"5,000,000"
3159,Saturday,2020-05-02,7:30, Berua Raya,Biringkanaya,TK,27,30,R3,R2,-,-,1,"700,000"
3160,Sunday,2020-05-03,20:00, Kandea III,Bontoala,TK,16,23,R2,R2,-,-,2,"200,000"
3161,Thursday,2020-04-30,8:00, Teuku Umar Raya,Tallo,TK,60,41,R2,R2,-,-,1,-
3162,Saturday,2020-05-02,20:00, Kumala,Tamalate,TL,-,39,R2,R2,-,-,1,"100,000"
