no,day,date,time,address,district,accident_types,suspect_age,victim_age,suspect_vehicle,victim_vehicle,MD,LB,LR,material_loss
6590,Tuesday,2020-03-10,14:30, Metro Tanjung Bunga,Tamalate,T,55,-,R2,-,-,-,1,-
6591,Tuesday,2020-03-10,13:00, Perintis Kemerdekaan,Tamalanrea,TK,36,33,R2,R3,-,-,1,"1,000,000"
6592,Saturday,2020-03-07,20:00, Perintis Kemerdekaan,Biringkanaya,T,47,37,R2,-,-,-,1,"300,000"
6593,Tuesday,2020-03-10,9:00, Galangan Kapal,Tallo,TK,33,78,R2,Rro,-,-,1,-
6594,Tuesday,2020-03-10,13:00, Beruang,Mamajang,TK,41,48,R3,R2,-,-,1,"1,000,000"
6595,Monday,2020-03-09,22:00, Perintis Kemerdekaan,Biringkanaya,TM,19,7,R2,-,-,-,1,-
6596,Thursday,2020-03-12,7:30, Sungai Saddang Baru,Rappocini,TK,22,51,R2,R2,-,-,2,"2,000,000"
6597,Wednesday,2020-03-11,0:30, Sultan Alauddin,Rappocini,TM,28,26,R6,-,-,-,1,-
6598,Thursday,2020-03-12,7:10, Gunung Bulusaraung,Ujung Pandang,TK,62,22,R2,R2,-,-,2,"500,000"
6599,Wednesday,2020-03-11,10:00, Pajaiang,Biringkanaya,TK,43,32,R3,R2,-,-,1,-
6600,Monday,2020-03-09,14:30,Urip Sumuharjo,Panakkukang,TK,55,21,R2,R2,-,-,1,"100,000"
6601,Friday,2020-03-13,2:30, Pettarani,Tamalate,TL,-,20,R2,-,-,-,1,-
6602,Friday,2020-03-13,23:30, Nuri,Mariso,TK,32,23,R3,R2,-,-,2,"3,000,000"
6603,Friday,2020-03-13,7:00, Cendrawasih,Mamajang,TK,53,59,R3,R2,-,-,1,"500,000"
6604,Sunday,2020-03-15,10:00,Urip Sumuharjo,Panakkukang,TL,-,20,R2,R2,-,-,1,"200,000"
6605,Sunday,2020-03-15,13:45, Letjen Hertasning,Rappocini,TL,-,30,R3,R2,-,-,1,"100,000"
6606,Monday,2020-03-16,0:11, Sam Ratulangi,Ujung Pandang,TM,38,25,R3,-,-,-,1,"500,000"
6607,Saturday,2020-03-14,19:40,Kawasan Pergudangan Parangloe Indah,Tamalanrea,T,17,14,R2,-,-,-,2,"100,000"
6608,Saturday,2020-03-14,13:00, Monumen Emmy Saelan,Rappocini,TL,-,39,R3,R3,-,-,-,"2,000,000"
6609,Monday,2020-03-16,9:00,Urip Sumuharjo,Panakkukang,TM,52,-,R2,-,-,-,1,"100,000"
6610,Friday,2020-03-13,19:30, Nikel Raya,Rappocini,TL,-,27,R3,R2,-,-,1,"100,000"
6611,Sunday,2020-03-15,2:25, Ujung Bor,Manggala,TK,18,45,R2,R3,-,-,-,"10,000,000"
6612,Sunday,2020-03-15,5:00,Urip Sumuharjo,Panakkukang,TK,23,47,R2,R2,-,-,1,"500,000"
6613,Saturday,2020-03-14,23:30,Urip Sumuharjo,Panakkukang,TL,-,25,R2,R2,-,-,1,"1,000,000"
6614,Tuesday,2020-03-17,15:30, Tamalate I,Rappocini,TL,-,36,R2,R2,-,-,1,"200,000"
6615,Wednesday,2020-03-18,4:00, Perintis Kemerdekaan,Biringkanaya,TL,-,40,R3,-,-,-,1,-
6616,Tuesday,2020-03-17,15:00, Perintis Kemerdekaan,Biringkanaya,TK,38,20,R3,R2,-,-,2,"2,000,000"
6617,Tuesday,2020-03-17,17:00, Sanrangan,Biringkanaya,T,"4,5",-,R2,-,-,-,1,-
6618,Wednesday,2020-03-18,0:30, Galangan Kapal,Tallo,TL,18,17,R2,R2,-,-,2,"500,000"
6619,Wednesday,2020-03-18,11:45, Maccini Kidul,Makassar,TM,50,74,R3,-,-,-,1,-
6620,Wednesday,2020-03-18,12:00, Andalas,Bontoala,TL,-,65,R3,R2,-,-,1,"200,000"
6621,Thursday,2020-03-19,15:30, Sunu,Tallo,TK,16,35,R2,R2,-,-,2,"3,000,000"
6622,Friday,2020-03-20,23:00, Gunung Latimojong,Bontoala,TK,21,52,R2,R3,-,-,1,"2,000,000"
6623,Thursday,2020-03-19,20:00,Andi Mappaoddang,Tamalate,TL,-,50,R2,-,-,-,1,-
6624,Thursday,2020-03-19,19:13,Urip Sumuharjo,Panakkukang,TM,20,38,R2,-,-,-,2,"100,000"
6625,Friday,2020-03-20,14:30, Metro Tanjung Bunga,Tamalate,TK,15,15,R2,R2,1,-,4,"2,000,000"
6626,Saturday,2020-03-21,7:45, Gunung Bawakaraeng,Makassar,TM,25,68,R2,-,-,-,2,"100,000"
6627,Saturday,2020-03-21,22:40, Perintis Kemerdekaan,Tamalanrea,TK,40,16,R3,R2,-,-,2,"250,000"
6628,Friday,2020-03-20,8:30, Goa Ria,Biringkanaya,TK,43,37,R2,R2,-,-,1,"3,000,000"
6629,Sunday,2020-03-22,19:45, Sam Ratulangi,Mamajang,TK,36,19,R3,R2,-,-,1,"1,000,000"
6630,Friday,2020-03-13,11:00, Penghibur,Ujung Pandang,TK,-,20,R2,R3,-,-,-,"500,000"
6631,Tuesday,2020-03-24,22:15, Dg. Ramang,Biringkanaya,TL,-,21,R2,R2,-,-,1,"350,000"
6632,Sunday,2020-03-22,17:00, Borong Raya,Manggala,TL,-,14,R3,R2,-,-,2,"200,000"
6633,Tuesday,2020-03-24,7:55, Ali Malaka,Ujung Pandang,TK,21,25,R2,R3,-,-,2,"12,500,000"
6634,Thursday,2020-03-26,2:15, Dg. Ramang,Biringkanaya,TL,-,72,R3,-,-,-,-,"5,000,000"
6635,Wednesday,2020-03-25,10:45, Perintis Kemerdekaan,Tamalanrea,TK,22,24,R3,R2,-,-,1,"500,000"
6636,Wednesday,2020-03-25,16:15, Perintis Kemerdekaan,Biringkanaya,TK,22,28,R2,R2,-,-,4,"2,000,000"
6637,Wednesday,2020-03-25,8:30, Flamboyan,Tamalate,T,52,-,R2,-,-,-,1,"200,000"
6638,Friday,2020-03-27,20:00, Perintis Kemerdekaan,Biringkanaya,TK,51,37,R2,R3,-,-,3,"1,500,000"
6639,Friday,2020-03-27,16:30, Perintis Kemerdekaan,Biringkanaya,TL,22,22,R2,R2,-,-,2,"300,000"
6640,Thursday,2020-03-26,18:30, Teuku Umar Raya,Tallo,TK,73,20,R2,R2,-,-,3,"500,000"
6641,Saturday,2020-03-28,5:00, Pettarani,Rappocini,TK,18,60,R3,R2,-,-,1,"5,000,000"
6642,Tuesday,2020-03-24,21:00, Perintis Kemerdekaan,Tamalanrea,OC,22,-,R2,-,-,-,1,"100,000"
6643,Sunday,2020-03-29,23:00, Pettarani,Rappocini,OC,26,-,R2,-,-,-,1,"100,000"
6644,Sunday,2020-03-29,20:00,Urip Sumuharjo,Panakkukang,TL,-,32,R2,R2,-,-,2,"100,000"
6645,Monday,2020-03-30,6:00, Insinyur Sutami,Biringkanaya,T,18,-,R2,-,-,-,1,"100,000"
6646,Sunday,2020-03-29,4:30, Perintis Kemerdekaan,Biringkanaya,TK,50,36,R2,R2,-,-,2,"2,000,000"
6647,Saturday,2020-01-04,7:00, Perintis Kemerdekaan,Tamalanrea,TK,35,-,R2,R3,1,-,-,"500,000"
6648,Monday,2020-03-30,13:40, Perintis Kemerdekaan,Biringkanaya,TK,18,38,R2,R3,-,-,1,"3,000,000"
6649,Monday,2020-03-30,15:00, Insinyur Sutami,Tamalanrea,TK,56,40,R3,R3,-,-,-,"5,000,000"
6650,Sunday,2020-03-29,13:00, Perintis Kemerdekaan,Tamalanrea,T,41,-,R2,-,-,-,1,"50,000"
6651,Friday,2020-04-03,1:30, Abdullah Daeng Sirua,Panakkukang,T,16,-,R2,-,-,-,1,"1,000,000"
6652,Saturday,2020-04-04,3:50, Gunung Bawakaraeng,Ujung Pandang,TK,20,26,R2,R3,1,-,-,"8,000,000"
6653,Friday,2020-04-03,7:15,Nusa Tamalanrea Indah,Tamalanrea,T,33,-,R2,-,-,-,1,"200,000"
6654,Friday,2020-04-03,14:00, Perintis Kemerdekaan,Tamalanrea,TM,16,44,R2,-,-,-,3,"700,000"
6655,Saturday,2020-04-04,0:30, Goa Ria,Biringkanaya,TL,-,31,R2,R3,-,-,-,"3,000,000"
6656,Friday,2020-04-03,0:25, Korban 40.000 Jiwa,Tallo,T,19,-,R2,-,-,-,1,"200,000"
6657,Friday,2020-04-03,20:00, Monumen Emmy Saelan,Rappocini,T,40,-,R2,-,-,-,1,"300,000"
6658,Sunday,2020-04-05,19:00, Metro Tanjung Bunga,Tamalate,T,17,-,R2,-,-,-,1,-
6659,Saturday,2020-04-04,18:00, Insinyur Sutami,Tamalanrea,T,21,-,R2,-,-,-,1,"500,000"
6660,Monday,2020-04-06,15:30, Perintis Kemerdekaan,Tamalanrea,TL,-,23,R2,-,-,-,1,-
6661,Tuesday,2020-04-07,7:00, Veteran Selatan,Mamajang,TL,-,64,R2,-,-,-,1,-
6662,Thursday,2020-04-09,9:00, Borong Raya,Manggala,T,44,-,R2,-,-,-,1,-
6663,Thursday,2020-04-09,14:30, Insinyur Sutami,Tamalanrea,TK,25,31,R2,R6,1,-,1,"700,000"
6664,Friday,2020-04-10,9:00, Borong Raya,Manggala,TK,25,32,R2,R3,-,-,2,"4,500,000"
6665,Thursday,2020-04-09,19:00, Aroepala,Rappocini,TM,30,8,R2,-,-,-,2,"150,000"
6666,Friday,2020-04-10,17:00,Urip Sumuharjo,Panakkukang,TM,20,61,R2,-,-,-,2,"100,000"
6667,Wednesday,2020-04-08,15:30, Insinyur Sutami,Biringkanaya,TK,26,65,R2,R14,-,-,1,"500,000"
6668,Saturday,2020-04-11,14:00,Urip Sumuharjo,Panakkukang,TL,-,31,R2,R2,-,-,1,"100,000"
6669,Saturday,2020-04-11,15:30, Daeng Tata Raya,Tamalate,TK,16,19,R2,R2,-,-,3,"500,000"
6670,Sunday,2020-04-12,18:10, Veteran Utara,Makassar,TK,26,22,R2,R2,-,-,1,-
6671,Sunday,2020-04-12,10:30, Karunrung Raya,Rappocini,TM,12,42,R2,-,-,-,1,"100,000"
6672,Friday,2020-04-10,2:10, Gunung Bawakaraeng,Makassar,T,26,-,R2,-,-,-,1,"200,000"
6673,Saturday,2020-04-11,19:30, Kapasa Raya,Tamalanrea,TL,-,45,R3,R2,-,-,1,"1,500,000"
6674,Monday,2020-04-13,5:20, Perintis Kemerdekaan,Biringkanaya,TK,20,30,R2,R2,-,-,3,"500,000"
6675,Sunday,2020-04-12,13:30, Serigala,Mamajang,TK,20,25,R2,R6,1,-,-,"500,000"
6676,Monday,2020-04-13,5:30,Urip Sumuharjo,Panakkukang,T,23,-,R2,-,-,-,1,"100,000"
6677,Tuesday,2020-04-14,9:00, Komp. Unhas,Tallo,TL,-,55,R2,-,-,-,1,-
6678,Monday,2020-04-13,15:00, Inspeksi PAM,Manggala,TK,32,25,R2,R2,-,-,3,"350,000"
6679,Monday,2020-04-13,23:30, Tamalanrea Raya,Tamalanrea,T,25,-,R2,-,-,-,1,"50,000"
6680,Tuesday,2020-04-14,16:10, Kawasan Pergudangan Parangloe Indah,Tamalanrea,TK,26,27,R2,R3,-,-,1,"1,000,000"
6681,Wednesday,2020-04-15,8:00, Sukaria I,Panakkukang,T,32,-,R2,-,-,-,1,"500,000"
6682,Monday,2020-04-13,14:00, Aroepala,Rappocini,T,71,-,R2,-,-,-,1,"100,000"
6683,Tuesday,2020-04-14,9:00, Insinyur Sutami,Biringkanaya,T,35,-,R2,-,-,-,1,"300,000"
6684,Wednesday,2020-04-15,12:00, Bumi Karsa,Panakkukang,TK,48,20,R2,R2,1,-,1,"300,000"
6685,Thursday,2020-04-16,0:15, Insinyur Sutami,Tamalanrea,T,20,20,R2,-,1,-,1,"300,000"
6686,Thursday,2020-04-16,13:00,Urip Sumuharjo,Panakkukang,TL,-,53,R2,R2,-,-,1,"250,000"
6687,Friday,2020-04-17,8:00, Veteran Utara,Makassar,TK,16,70,B2,R2,1,-,1,"100,000"
6688,Friday,2020-04-17,4:00, Veteran Utara,Makassar,TL,-,25,R3,R2,-,-,2,"2,000,000"
6689,Friday,2020-04-17,6:45, Perintis Kemerdekaan,Tamalanrea,TK,46,30,Rro,R2,1,-,1,"700,000"
6690,Thursday,2020-04-16,16:00, Datuk Ribandang,Tallo,TM,27,6,R3,-,-,-,1,-
6691,Friday,2020-04-17,20:00, Abu Bakar Lambogo,Makassar,T,14,-,R2,-,-,-,1,"200,000"
6692,Monday,2020-04-20,6:00, Sultan Alauddin,Rappocini,TL,-,47,R2,R2,1,-,1,"200,000"
6693,Sunday,2020-04-19,19:00, Gontang Raya,Tamalate,T,21,-,R2,-,-,-,1,"100,000"
6694,Monday,2020-04-20,5:30, Gunung Bawakaraeng,Makassar,TM,20,79,R6,-,1,-,-,-
6695,Tuesday,2020-04-21,5:30, Citra Sudiang Indah,Biringkanaya,T,22,-,R2,-,1,-,-,"250,000"
6696,Tuesday,2020-04-21,12:00, Topaz Raya,Panakkukang,TK,47,40,R3,R2,-,-,1,"100,000"
6697,Wednesday,2020-04-22,8:15, Kartini,Ujung Pandang,TK,24,25,R3,R2,-,-,1,"5,000,000"
6698,Tuesday,2020-04-21,18:15, Paccerakkang,Biringkanaya,TK,47,29,R2,R2,-,-,1,-
6699,Friday,2020-04-24,7:00, Letjen Hertasning,Rappocini,TK,62,16,R2,R2,1,-,1,"500,000"
6700,Thursday,2020-04-23,6:45, Sungai Saddang,Ujung Pandang,TK,61,34,R2,R2,-,-,2,"1,000,000"
6701,Thursday,2020-04-23,2:00, Dr. Leimena,Panakkukang,T,25,-,R2,-,1,-,-,"1,500,000"
6702,Saturday,2020-04-25,10:30, Gunung Latimojong,Makassar,TL,-,57,R2,-,-,-,1,-
6703,Thursday,2020-04-23,19:30, Abu Bakar Lambogo,Makassar,TL,-,26,R2,R2,-,-,1,-
6704,Saturday,2020-04-25,14:00, Pajaiang,Biringkanaya,T,45,-,R2,-,-,-,1,"300,000"
6705,Sunday,2020-04-26,6:30, Letjen Hertasning,Panakkukang,TL,-,28,R2,R2,-,-,2,"2,000,000"
6706,Sunday,2020-04-26,13:30,Urip Sumuharjo,Panakkukang,TK,15,22,R2,R2,-,-,3,"500,000"
6707,Friday,2020-04-24,10:00, Maccini Raya,Makassar,T,42,-,R2,-,-,-,1,"500,000"
6708,Sunday,2020-04-26,10:00, Abu Bakar Lambogo,Makassar,TK,28,28,R2,R2,1,-,2,"500,000"
6709,Thursday,2020-04-16,14:30, Pettarani,Panakkukang,TL,-,42,R6,R2,-,-,1,"100,000"
6710,Wednesday,2020-04-29,19:30, Batara Bira,Biringkanaya,TK,16,46,R3,R2,-,-,1,"3,000,000"
6711,Wednesday,2020-04-29,13:30, Manuruki,Biringkanaya,TK,15,22,R2,R2,-,-,2,"500,000"
6712,Wednesday,2020-04-29,14:30, Perintis Kemerdekaan,Tamalanrea,TL,-,51,R3,R3,-,-,-,"1,000,000"
6713,Thursday,2020-04-30,12:00, Tamalanrea Raya,Tamalanrea,TK,44,29,R2,R2,-,-,2,"500,000"
6714,Thursday,2020-04-30,17:45, Perumnas Raya,Manggala,T,30,2,R2,-,-,-,2,"250,000"
6715,Friday,2020-05-01,2:00, Nuri Baru,Mariso,TK,22,11,R2,R2,-,-,3,"2,000,000"
6716,Friday,2020-05-01,16:00,Urip Sumuharjo,Panakkukang,TL,-,64,R2,-,-,-,1,-
6717,Thursday,2020-04-30,13:00, Metro Tanjung Bunga,Tamalate,TK,42,26,R3,R3,-,-,-,"5,000,000"
6718,Saturday,2020-05-02,7:30, Berua Raya,Biringkanaya,TK,27,30,R3,R2,-,-,1,"700,000"
6719,Sunday,2020-05-03,20:00, Kandea III,Bontoala,TK,16,23,R2,R2,-,-,2,"200,000"
6720,Thursday,2020-04-30,8:00, Teuku Umar Raya,Tallo,TK,60,41,R2,R2,-,-,1,-
6721,Saturday,2020-05-02,20:00, Kumala,Tamalate,TL,-,39,R2,R2,-,-,1,"100,000"
6722,Sunday,2020-05-03,16:00, A. Makassau,Ujung Pandang,TK,29,58,R3,R3,-,-,-,"5,000,000"
6723,Tuesday,2020-05-05,13:40, Perintis Kemerdekaan,Tamalanrea,TM,56,28,R3,-,-,-,1,"5,000,000"
6724,Tuesday,2020-05-05,9:00, Galangan Kapal,Tallo,TK,49,39,R6,R2,-,-,1,"100,000"
6725,Tuesday,2020-05-05,13:30, Aroepala,Rappocini,TK,45,29,R2,R3,-,-,1,"1,000,000"
6726,Wednesday,2020-05-06,17:05, Sawerigading,Ujung Pandang,TK,33,48,R2,R2,-,-,3,"300,000"
6727,Friday,2020-05-08,8:00, Toddopuli 10,Manggala,TK,16,24,R2,R2,-,-,2,"500,000"
6728,Friday,2020-05-08,18:00, Janggo Paropo,Panakkukang,TK,29,30,R2,R2,-,-,1,"1,200,000"
6729,Wednesday,2020-05-06,14:00, Perintis Kemerdekaan,Tamalanrea,TL,-,46,R2,R2,-,-,1,"1,000,000"
6730,Saturday,2020-05-09,18:30, Daeng Regge,Tallo,TM,48,59,R2,-,1,-,1,"500,000"
6731,Sunday,2020-05-10,0:30, Abu Bakar Lambogo,Makassar,TK,29,19,R2,R3,1,-,1,"2,000,000"
6732,Sunday,2020-05-10,5:45, Waduk Tunggu Pampang,Manggala,TM,17,27,R2,-,-,-,3,"500,000"
6733,Wednesday,2020-03-04,17:05, Pengayoman,Panakkukang,T,57,-,R2,-,-,-,1,-
6734,Saturday,2020-05-09,23:00, Perintis Kemerdekaan,Biringkanaya,TK,42,28,R2,R2,-,-,2,"500,000"
6735,Monday,2020-05-11,18:00, Korban 40.000 Jiwa,Tallo,T,15,-,R2,-,-,-,1,"200,000"
6736,Tuesday,2020-05-12,20:10, Paccerakkang,Biringkanaya,TK,19,24,R2,R2,-,-,2,"300,000"
6737,Wednesday,2020-05-13,11:25, Korban 40.000 Jiwa,Tallo,T,40,-,R2,-,-,-,1,"100,000"
6738,Wednesday,2020-05-13,19:30,Urip Sumuharjo,Panakkukang,TM,29,39,R2,-,-,-,2,"300,000"
6739,Thursday,2020-05-14,9:00, Borong Raya,Manggala,TK,30,58,R3,R2,-,-,2,"1,000,000"
6740,Thursday,2020-05-14,21:00, Perintis Kemerdekaan,Biringkanaya,TL,21,21,R2,R2,-,-,2,"300,000"
6741,Friday,2020-05-15,19:30, Anggrek,Mariso,T,19,-,R2,-,-,-,1,"100,000"
6742,Friday,2020-05-15,12:00, Goa Ria,Biringkanaya,T,19,-,R2,-,-,-,1,"200,000"
6743,Saturday,2020-05-16,8:40, Jenderal Ahmad Yani,Wajo,TK,65,39,R2,R3,-,-,1,"500,000"
6744,Saturday,2020-05-16,14:00, Kesatuan,Makassar,T,21,-,R2,-,-,-,1,"500,000"
6745,Sunday,2020-05-17,1:30, Perintis Kemerdekaan,Tamalanrea,T,45,-,R2,-,-,-,1,"500,000"
6746,Sunday,2020-05-17,10:30, Tamangapa Raya,Manggala,TK,14,52,R2,R2,1,-,1,"200,000"
6747,Sunday,2020-05-17,23:00, Metro Tanjung Bunga,Mariso,T,34,-,R2,-,-,-,1,"100,000"
6748,Monday,2020-05-18,8:30,Urip Sumuharjo,Panakkukang,TB,-,52,R2,R2,-,-,1,-
6749,Tuesday,2020-05-19,2:45, Kumala,Tamalate,TK,26,24,R3,R4,-,-,-,"15,000,000"
6750,Monday,2020-05-18,11:00, Perintis Kemerdekaan,Tamalanrea,T,48,46,R2,-,-,-,1,-
6751,Tuesday,2020-05-19,0:50, Veteran Selatan,Mamajang,TK,17,18,R2,R3,-,-,2,"3,000,000"
6752,Sunday,2020-05-17,20:05, Sultan Alauddin,Tamalate,TL,-,22,R2,R2,-,-,2,"50,000"
6753,Sunday,2020-05-17,21:30, Maccini Baru,Makassar,TK,61,50,R2,R3,-,-,1,"100,000"
6754,Monday,2020-05-18,22:30, Metro Tanjung Bunga,Tamalate,T,47,-,R2,-,-,-,1,"100,000"
6755,Tuesday,2020-05-19,18:00, Pelita Raya,Rappocini,T,16,-,R2,-,1,-,-,"2,000,000"
6756,Tuesday,2020-05-19,22:00, Goa Ria,Biringkanaya,TL,-,21,R2,-,-,-,1,"200,000"
6757,Thursday,2020-05-21,2:00, Borong Raya,Manggala,TK,18,-,R2,R3,1,-,-,"500,000"
6758,Wednesday,2020-05-20,18:30, Pajukukang,Tamalate,TK,24,51,R2,R2,-,-,1,"1,000,000"
6759,Thursday,2020-05-21,13:35, Aroepala,Rappocini,TK,50,23;55,R3,R2,-,-,1,"500,000"
6760,Thursday,2020-05-21,17:15, Waduk Tunggu Pampang,Manggala,T,65,-,R2,-,-,-,1,"250,000"
6761,Wednesday,2020-05-20,14:10, Insinyur Sutami,Tamalanrea,T,32,-,R3,-,-,-,1,"20,000,000"
6762,Friday,2020-05-22,20:30, Bandang,Bontoala,TK,34,35,R2,R2,-,-,3,"500,000"
6763,Friday,2020-05-22,8:00, Perintis Kemerdekaan,Biringkanaya,T,40,-,R2,-,-,-,1,"300,000"
6764,Saturday,2020-05-23,1:30, Kima Raya,Biringkanaya,T,38,-,R2,-,-,-,1,"500,000"
6765,Monday,2020-05-25,9:40, Mapala,Rappocini,TK,13,23,R2,R2,-,-,4,"350,000"
6766,Monday,2020-05-25,16:30, Lanto Daeng Pasewang,Mamajang,TK,23,21,R2,R2,-,-,3,"500,000"
6767,Saturday,2020-05-23,15:20, Sam Ratulangi,Mamajang,TK,15,39,R2,R3,-,-,1,"1,000,000"
6768,Monday,2020-05-25,10:00,Urip Sumuharjo,Panakkukang,T,32,-,R2,-,-,-,1,"100,000"
6769,Sunday,2020-05-24,13:30, Gunung Bawakaraeng,Bontoala,TK,13,16,R2,R2,-,-,3,"500,000"
6770,Tuesday,2020-05-26,18:20, Aroepala,Rappocini,T,33,-,R2,-,-,-,1,-
6771,Tuesday,2020-05-26,21:00, Bonto Duri,Tamalate,T,30,-,R2,-,-,-,1,-
6772,Monday,2020-05-25,23:00, Nipa Nipa,Manggala,T,34,-,R2,-,-,-,1,"100,000"
6773,Monday,2020-05-25,13:00, Metro Tanjung Bunga,Tamalate,TK,40,30,R2,R3,-,-,1,"1,000,000"
6774,Tuesday,2020-05-26,20:00, Perintis Kemerdekaan,Biringkanaya,TK,26,19,R3,R2,-,-,-,"1,500,000"
6775,Thursday,2020-05-28,12:45, Boulevard,Panakkukang,TK,29,53,R3,B2,-,-,1,"500,000"
6776,Thursday,2020-05-28,17:00, Cilallang,Rappocini,T,49,4,R2,-,1,-,2,"500,000"
6777,Wednesday,2020-05-27,21:31, Perintis Kemerdekaan,Panakkukang,TM,17,51,R2,-,-,-,1,"250,000"
6778,Thursday,2020-05-28,14:30,Poros Perumnas Sudiang,Biringkanaya,T,18,18,R2,-,-,-,2,"100,000"
6779,Wednesday,2020-05-27,7:30, Letjen Hertasning,Rappocini,TL,-,23,R3,R2,-,-,1,"200,000"
6780,Thursday,2020-05-28,18:30, Perintis Kemerdekaan,Biringkanaya,T,57,57,R2,-,-,-,1,"100,000"
6781,Friday,2020-05-29,22:30, Pajukukang,Tamalate,TL,-,30,R2,R6,-,-,1,"500,000"
6782,Monday,2020-02-10,6:50, Andi Tonro,Tamalate,TL,-,42,R2,R2,-,-,1,"500,000"
6783,Thursday,2020-05-28,14:50,Urip Sumuharjo,Panakkukang,OC,19,-,R2,-,-,-,1,"500,000"
6784,Friday,2020-05-29,19:45, Perintis Kemerdekaan,Biringkanaya,TK,25,24,R2,M,-,-,1,"1,500,000"
6785,Saturday,2020-05-30,16:50, Perintis Kemerdekaan,Biringkanaya,TK,36,17,R2,R2,-,-,2,"500,000"
6786,Sunday,2020-05-31,15:00,Urip Sumuharjo,Panakkukang,OC,41,-,R2,-,-,-,1,"200,000"
6787,Monday,2020-06-01,15:00, Pettarani,Panakkukang,OC,46,11,R2,-,-,-,2,"100,000"
6788,Friday,2020-05-29,3:30, Veteran Utara,Bontoala,TK,34,20,R2,R2,-,-,3,"500,000"
6789,Sunday,2020-05-31,12:30,Urip Sumuharjo,Panakkukang,OC,60,45,R3,-,-,-,1,"3,000,000"
6790,Sunday,2020-05-31,0:05, Haji Bau,Ujung Pandang,TK,23,42,R3,R3,-,-,-,"30,000,000"
6791,Wednesday,2020-06-03,7:30, Lembo,Tallo,OC,53,-,R2,-,-,-,1,"100,000"
6792,Tuesday,2020-06-02,18:00, Nuri,Mariso,TK,20,30,R2,R2,-,-,1,"500,000"
6793,Tuesday,2020-05-19,10:30,Urip Sumuharjo,Panakkukang,OC,33,-,R2,-,-,-,1,"200,000"
6794,Wednesday,2020-06-03,4:30, Pettarani,Panakkukang,TK,17,17,R2,R2,-,-,3,"250,000"
6795,Wednesday,2020-06-03,13:00, Abu Bakar Lambogo,Makassar,OC,17,-,R2,-,-,-,1,-
6796,Thursday,2020-06-04,15:30, Minasa Upa,Rappocini,TK,17,31,R2,R3,-,-,2,"500,000"
6797,Friday,2020-06-05,4:30, Insinyur Sutami,Tamalanrea,TK,23,40,R12,R2,1,-,-,"2,000,000"
6798,Friday,2020-06-05,16:49, Pettarani,Panakkukang,TL,-,23,R2,-,-,-,1,"500,000"
6799,Sunday,2020-06-07,0:15, Goa Ria,Biringkanaya,TK,21,-,R2,R3,1,-,-,"1,500,000"
6800,Saturday,2020-06-06,20:00, Toddopuli Raya,Panakkukang,TM,50,9,R3,-,-,-,1,-
6801,Saturday,2020-06-06,9:30, Insinyur Sutami,Tamalanrea,TK,41,32,R2,R6,-,-,2,"250,000"
6802,Saturday,2020-06-06,22:30, Veteran Utara,Bontoala,TK,50,24,R2,R4,-,-,1,"2,000,000"
6803,Sunday,2020-06-07,11:00, Toddopuli Raya,Rappocini,TM,54,9,R6,-,-,-,1,-
6804,Monday,2020-06-08,18:30,Kawasan Pergudangan Parangloe Indah,Tamalanrea,OC,52,-,R2,-,-,-,1,"50,000"
6805,Monday,2020-06-08,2:30, Inspeksi PAM,Manggala,OC,28,-,R2,-,-,-,1,"500,000"
6806,Monday,2020-06-08,11:45, Insinyur Sutami,Biringkanaya,TK,16,18,R2,R2,1,-,3,"1,500,000"
6807,Sunday,2020-06-07,20:15, Sunu,Tallo,TK,19,-,R2,R2,-,-,1,"500,000"
6808,Monday,2020-06-08,13:30, Teuku Umar Raya,Tallo,TK,47,37,R3,R6,-,-,-,"10,000,000"
6809,Tuesday,2020-06-09,14:15, Letjen Hertasning,Rappocini,OC,39,-,R2,-,-,-,1,"150,000"
6810,Tuesday,2020-06-09,2:30, Biring Romang,Tamalanrea,OC,21,-,R2,-,-,-,1,-
6811,Wednesday,2020-06-10,9:00, Daeng Tata Raya III,Tamalate,TK,46,53,R2,R3,1,-,1,"2,000,000"
6812,Wednesday,2020-06-10,22:00, Bungaejaya,Bontoala,TL,-,23,R2,-,-,-,1,"100,000"
6813,Thursday,2020-06-11,8:00, Arief Rate,Ujung Pandang,OC,25,-,R2,-,-,-,1,-
6814,Saturday,2020-06-13,7:00, Sunu,Bontoala,TK,26,43,R2,R2,-,-,1,"500,000"
6815,Wednesday,2020-06-10,20:30,Urip Sumuharjo,Panakkukang,TK,17,31,R2,R2,-,-,2,"100,000"
6816,Thursday,2020-06-11,20:00, Nipa Nipa,Manggala,TL,26,20,R2,R2,-,-,1,"300,000"
6817,Sunday,2020-06-14,11:00, Cendrawasih,Tamalate,TL,36,8,R2,R2,-,-,2,"1,000,000"
6818,Saturday,2020-06-13,19:30, Perintis Kemerdekaan,Biringkanaya,TK,55,56,R3,R3,-,-,2,"1,500,000"
6819,Sunday,2020-06-14,17:30, Naja Dg. Nai,Tallo,TM,40,76,R2,-,1,-,1,"1,000,000"
6820,Sunday,2020-06-14,2:00, Tinumbu,Bontoala,TK,23,18,R2,R2,1,-,2,"3,000,000"
6821,Monday,2020-06-15,22:15, Perintis Kemerdekaan,Biringkanaya,TK,31,23,R2,R3,-,-,1,"7,000,000"
