day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,lat,long
Thursday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,TR,-5.1402715,119.48329437389705
Friday,Morning,pelita ii,rappocini,TK,R4,R2,-5.1537544,119.432717
Friday,Morning,teuku umar raya,tallo,TL,R2,R2,-5.1175544,119.4319332
Tuesday,Afternoon,gunung bawakaraeng,makassar,TK,R4,R2,-5.1348657,119.4243319
Friday,Night,penghibur,ujung pandang,TL,R2,R2,-5.1475209,119.4090861
Friday,Night,pettarani,rappocini,TK,R4,R4,-5.1510383,119.4374766
Sunday,Evening,boulevard,panakkukang,TK,R4,R4,-5.1557546,119.4411023
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1402715,119.48329437389705
Monday,Morning,sam ratulangi,mariso,TK,R2,R2,-5.1545549,119.4162792
Tuesday,Night,andi mappaoddang,tamalate,OC,R2,NOV,-5.2147147,119.4000236
Monday,Morning,veteran selatan,makassar,TK,R4,R2,-5.1671547,119.419923
Thursday,Afternoon,amd,manggala,TL,R2,NOV,-5.167932,119.4941819
Tuesday,Morning,penghibur,ujung pandang,TK,R2,R4,-5.1475209,119.4090861
Tuesday,Night,urip sumuharjo,panakkukang,OC,R4,NOV,-5.1348243,119.4316818
Tuesday,Night,sunu,bontoala,TK,R2,R2,-5.1320485,119.4271119
Tuesday,Afternoon,sultan alauddin,tamalate,TL,R2,R2,-5.1682367,119.4209823
Wednesday,Afternoon,insinyur sutami,tamalanrea,TK,TR,R2,-5.085731,119.4904613
Wednesday,Afternoon,letjen hertasning,rappocini,TK,R2,R2,-5.1630661,119.4444202
Tuesday,Afternoon,veteran utara,makassar,TL,R2,R2,-5.1392193,119.4233132
Thursday,Night,sultan alauddin,rappocini,OC,R4,NOV,-5.176566,119.4363938
Wednesday,Morning,pongtiku,tallo,TK,R2,R2,-5.1253535,119.4317971
Thursday,Evening,tamalate i,rappocini,TL,R2,R2,-5.1675882,119.4479146
Thursday,Morning,mapala,rappocini,TK,R4,R2,-5.1690485,119.4403942
Friday,Night,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Friday,Morning,paccerakkang,biringkanaya,TL,R2,R2,-5.1239434,119.5224673
Thursday,Evening,goa ria,biringkanaya,TL,R2,NOV,-5.0810812,119.5253813
Thursday,Evening,insinyur sutami,tamalanrea,TL,TR,R4,-5.085731,119.4904613
Friday,Morning,aroepala,rappocini,TK,R2,R2,-5.1724693,119.4530673
Sunday,Night,sunu,bontoala,TK,R4,R2,-5.1320485,119.4271119
Sunday,Morning,daeng tata raya,tamalate,TL,R2,R2,-5.1850019,119.423432
Monday,Evening,cendrawasih,mamajang,TL,R2,R2,-5.167086,119.4118044
Monday,Night,gunung bawakaraeng,makassar,TK,R2,R2,-5.1348657,119.4243319
Saturday,Morning,abdullah daeng sirua,panakkukang,TK,R2,R2,-5.1513443,119.4494392
Monday,Afternoon,andi mangerangi,tamalate,TL,R2,NOV,-5.16894,119.4185142
Monday,Evening,profesor abdurrahman basalamah,panakkukang,TL,R2,R2,-5.1471505,119.4492661
Thursday,Morning,metro tanjung bunga,mariso,TL,R4,R2,-5.1523252,119.4054678
Wednesday,Afternoon,aroepala,rappocini,TK,R4,R2,-5.1724693,119.4530673
Tuesday,Afternoon,sahabat raya,tamalanrea,TL,R4,NOV,-5.1264507,119.4884722
Wednesday,Morning,cendrawasih,mariso,TL,R2,R2,-5.155219,119.4137008
Friday,Afternoon,metro tanjung bunga,mariso,TK,R2,R2,-5.1523252,119.4054678
Wednesday,Afternoon,sultan alauddin,tamalate,TK,R4,R2,-5.1682367,119.4209823
Wednesday,Evening,m. yamin,makassar,TL,R2,R2,-5.1418387,119.4312298
Thursday,Afternoon,sultan alauddin,tamalate,TK,R4,R2,-5.1682367,119.4209823
Wednesday,Afternoon,balaikota,ujung pandang,TK,R4,R4,-5.13350735,119.40790399001264
Tuesday,Morning,metro tanjung bunga,tamalate,TK,R2,R2,-5.1661576,119.3917443
Friday,Morning,insinyur sutami,tamalanrea,TK,R4,TR,-5.085731,119.4904613
Thursday,Evening,metro tanjung bunga,mariso,TK,R4,R4,-5.1523252,119.4054678
Saturday,Night,andi djemma,rappocini,TK,R2,R2,-5.1631564,119.4224047
Saturday,Afternoon,andi tonro,tamalate,TK,R2,Rro,-5.1719829,119.423857
Friday,Afternoon,teduh bersinar,rappocini,TL,R2,R2,-5.1864505,119.4427001
Saturday,Night,veteran utara,makassar,TL,R4,R2,-5.1392193,119.4233132
Saturday,Afternoon,andi mappanyukki,mariso,TK,R2,R4,-5.1521162,119.4147322
Sunday,Afternoon,sunu,bontoala,TL,R2,R2,-5.1320485,119.4271119
Saturday,Morning,borong raya,manggala,TK,R2,R4,-5.1620883,119.4635886
Sunday,Afternoon,jati,panakkukang,TK,R2,R2,-5.1597409,119.4529583
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1402715,119.48329437389705
Tuesday,Morning,kerukunan raya,tamalanrea,TL,R2,R2,-5.1381715,119.5067775
Friday,Morning,perumahan dosen unhas,tamalanrea,TL,R2,R2,-5.140492,119.4941367
Sunday,Night,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Monday,Morning,sungai saddang lama,makassar,TL,R2,R2,-5.1458403,119.418578
Monday,Afternoon,letjen hertasning,rappocini,TL,R4,NOV,-5.1630661,119.4444202
Monday,Afternoon,kajoalalido,ujung pandang,TM,R2,NOV,-5.1349231,119.4105422
Tuesday,Morning,gunung bawakaraeng,makassar,TL,R2,R2,-5.1348657,119.4243319
Wednesday,Evening,veteran utara,makassar,TL,R2,R2,-5.1392193,119.4233132
Wednesday,Afternoon,batara bira,biringkanaya,TK,R2,R2,-5.0884975,119.5063692
Wednesday,Afternoon,gunung bawakaraeng,bontoala,TK,R3,R4,-5.1348657,119.4243319
Wednesday,Afternoon,jenderal sudirman,ujung pandang,TK,R2,R2,-5.1345222,119.4137962
Thursday,Night,daeng tata raya,tamalate,TL,R2,R2,-5.1850019,119.423432
Friday,Afternoon,batua raya,panakkukang,TK,R2,Rro,-5.1496211,119.4605657
Monday,Night,perintis kemerdekaan,tamalanrea,TL,R4,R2,-5.1402715,119.48329437389705
Saturday,Night,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Sunday,Evening,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.117784,119.5110136
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.117784,119.5110136
Tuesday,Morning,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Tuesday,Morning,serigala,mamajang,TK,R2,R2,-5.1607129,119.4210329
Wednesday,Morning,gunung bawakaraeng,ujung pandang,TK,R2,Rro,-5.1348657,119.4243319
Saturday,Afternoon,metro tanjung bunga,mariso,TK,R4,R4,-5.1523252,119.4054678
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.117784,119.5110136
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1402715,119.48329437389705
Thursday,Morning,slamet riyadi,ujung pandang,TK,R2,R4,-5.134358,119.4071906
Thursday,Afternoon,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Thursday,Morning,abdul kuddus,tamalate,TK,R2,R2,-5.2134366,119.3929218
Thursday,Night,cendrawasih,mamajang,TK,R2,R4,-5.167086,119.4118044
Thursday,Morning,manuruki raya,tamalate,TK,R2,R2,-5.1767173,119.4289629
Thursday,Evening,veteran utara,makassar,TL,R2,R2,-5.1392193,119.4233132
Wednesday,Morning,veteran utara,makassar,TK,R2,R2,-5.1392193,119.4233132
Sunday,Afternoon,sungai saddang lama,makassar,TK,R2,R4,-5.1458403,119.418578
Saturday,Afternoon,toddopuli x,manggala,TL,R2,R2,-5.1653774,119.4559336
Sunday,Afternoon,daeng tata raya,tamalate,TK,R2,R2,-5.1850019,119.423432
Sunday,Morning,pettarani,rappocini,TL,R2,R2,-5.1510383,119.4374766
Friday,Evening,pajaiang,biringkanaya,TL,R4,R2,-5.1048027,119.5252166
Saturday,Morning,perintis kemerdekaan,biringkanaya,TK,R4,R2,-5.117784,119.5110136
Saturday,Afternoon,sultan alauddin,tamalate,TK,R2,R2,-5.1682367,119.4209823
Sunday,Morning,abu bakar lambogo,makassar,TL,R2,Rro,-5.1440495,119.4307874
Sunday,Night,perintis kemerdekaan,tamalanrea,TL,R4,R4,-5.1402715,119.48329437389705
Sunday,Night,pattimura,ujung pandang,TL,R2,R4,-5.1361062,119.4066711
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R4,R2,-5.117784,119.5110136
Saturday,Morning,kerukunan timur,tamalanrea,TK,R4,R2,-5.1399146,119.5094409
Monday,Night,daeng ngeppe,tamalate,TL,R2,NOV,-5.1790804,119.4156965
Tuesday,Evening,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Wednesday,Afternoon,insinyur sutami,tamalanrea,TK,R4,R4,-5.085731,119.4904613
Wednesday,Night,raya baruga,manggala,TL,R2,R2,-5.1566989,119.4884433
Thursday,Afternoon,jati,panakkukang,TK,R4,R2,-5.1597409,119.4529583
Friday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R4,-5.117784,119.5110136
Friday,Afternoon,aroepala,rappocini,TM,R2,NOV,-5.1724693,119.4530673
Friday,Afternoon,andi mappanyukki,mariso,TK,R4,R2,-5.1521162,119.4147322
Saturday,Morning,sunu,bontoala,TK,R2,R2,-5.1320485,119.4271119
Saturday,Evening,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.117784,119.5110136
Saturday,Afternoon,hartaco indah,tamalate,TK,R2,Rro,-5.1872923,119.4200633
Friday,Night,sultan alauddin,tamalate,TK,R4,R2,-5.1682367,119.4209823
Saturday,Afternoon,dr. leimena,manggala,TK,R2,R4,-5.1499864,119.4710753
Tuesday,Evening,sultan alauddin,tamalate,TL,R2,NOV,-5.1682367,119.4209823
Sunday,Afternoon,maccini tengah,makassar,TK,R2,R2,-5.1390403,119.4302723
Monday,Morning,veteran selatan,mamajang,TK,R2,R4,-5.162773,119.4212589
Sunday,Afternoon,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Friday,Evening,metro tanjung bunga,mariso,TM,R4,NOV,-5.1523252,119.4054678
Friday,Night,kumala,tamalate,T,R2,NOV,-5.169866,119.4189942
Monday,Afternoon,pajaiang,biringkanaya,TM,R2,NOV,-5.1048027,119.5252166
Tuesday,Evening,metro tanjung bunga,tamalate,TM,R2,NOV,-5.1661576,119.3917443
Wednesday,Morning,tamangapa raya,manggala,TM,R4,NOV,-5.1767373,119.4843844
Monday,Afternoon,pettarani,rappocini,TL,R2,R2,-5.1510383,119.4374766
Tuesday,Afternoon,paccerakkang,biringkanaya,TK,R2,R4,-5.1239434,119.5224673
Tuesday,Night,perintis kemerdekaan,tamalanrea,TK,R2,R2,-5.1402715,119.48329437389705
Wednesday,Afternoon,rappocini raya,rappocini,TM,R4,NOV,-5.152599,119.4258781
Thursday,Morning,pengayoman,panakkukang,TK,R2,R4,-5.1592732,119.4466246
Thursday,Morning,kumala,tamalate,TL,TR,R4,-5.169866,119.4189942
Thursday,Afternoon,bulukunyi,makassar,TK,R4,R2,-5.1462898,119.421436
Saturday,Morning,tala' salapang,rappocini,TK,R2,R4,-5.1816916,119.442485
Friday,Afternoon,antang raya,manggala,TL,R2,R2,-5.1602384,119.4774127
Thursday,Night,perintis kemerdekaan,biringkanaya,OC,R4,NOV,-5.117784,119.5110136
Sunday,Morning,perintis kemerdekaan,biringkanaya,TM,R2,NOV,-5.117784,119.5110136
Friday,Evening,dangko,tamalate,TK,R2,R4,-5.1811574,119.4128553
Sunday,Night,sungai saddang lama,makassar,TL,R2,R2,-5.1458403,119.418578
Friday,Afternoon,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Monday,Afternoon,antang raya,manggala,TK,R2,R2,-5.1602384,119.4774127
Monday,Afternoon,poros paccerakkang,biringkanaya,TK,R2,R2,-5.1177133,119.5140289
Sunday,Morning,mesjid raya,bontoala,TM,R2,NOV,-5.1333841,119.4274196
Sunday,Morning,lanto daeng pasewang,mamajang,TM,R2,R2,-5.1520547,119.4161456
Friday,Afternoon,veteran selatan,mamajang,TK,R2,R2,-5.162773,119.4212589
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1402715,119.48329437389705
Saturday,Evening,metro tanjung bunga,tamalate,TK,R2,R2,-5.1661576,119.3917443
Wednesday,Night,urip sumuharjo,panakkukang,TK,R3,R2,-5.1348243,119.4316818
Tuesday,Evening,mallombassang,tamalate,TL,R3,NOV,-5.1754863,119.4156656
Monday,Night,perintis kemerdekaan,biringkanaya,TL,R3,NOV,-5.117784,119.5110136
Tuesday,Afternoon,mesjid raya,bontoala,TK,R2,R2,-5.1333841,119.4274196
Wednesday,Afternoon,letjen hertasning,panakkukang,TL,R2,R2,-5.1625545,119.4430925
Thursday,Night,sam ratulangi,mariso,TK,R3,R2,-5.1545549,119.4162792
Thursday,Morning,insinyur sutami,biringkanaya,TK,R2,R2,-5.0762253,119.515201
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TL,R2,NOV,-5.117784,119.5110136
Thursday,Afternoon,berua raya,biringkanaya,TM,R2,NOV,-5.1158621,119.5232925
Tuesday,Evening,pampang raya,panakkukang,TL,R2,R2,-5.136431,119.443415
Thursday,Morning,urip sumuharjo,panakkukang,TL,R3,R2,-5.1348243,119.4316818
Thursday,Evening,sultan alauddin,rappocini,TK,R3,R3,-5.176566,119.4363938
Thursday,Morning,bandang,bontoala,TL,R2,NOV,-5.1329092,119.4213666
Friday,Evening,serigala,mamajang,T,R2,NOV,-5.1607129,119.4210329
Saturday,Night,urip sumuharjo,panakkukang,TL,R3,R2,-5.1348243,119.4316818
Thursday,Evening,sungai saddang,makassar,TK,R3,R3,-5.1468435,119.4250654
Monday,Morning,ali malaka,ujung pandang,TK,R3,R2,-5.1404484,119.4086196
Wednesday,Morning,pettarani,panakkukang,TK,R3,R3,-5.1487126,119.4380057
Monday,Evening,daeng tata raya,tamalate,TL,R2,R2,-5.1850019,119.423432
Tuesday,Morning,dr. leimena,panakkukang,TL,R2,R2,-5.1466131,119.469989
Wednesday,Morning,aroepala,rappocini,TK,R3,R2,-5.1724693,119.4530673
Wednesday,Afternoon,toddopuli raya timur,manggala,TK,R2,R2,-5.1619436,119.4574242
Tuesday,Evening,perintis kemerdekaan,tamalanrea,TK,R2,R2,-5.1402715,119.48329437389705
Tuesday,Evening,goa ria,biringkanaya,TL,R3,R3,-5.0810812,119.5253813
Tuesday,Evening,letjen hertasning,rappocini,TK,R3,R3,-5.1630661,119.4444202
Wednesday,Afternoon,insinyur sutami,tamalanrea,TK,R2,TR,-5.085731,119.4904613
Thursday,Evening,perintis kemerdekaan,biringkanaya,TK,R3,R2,-5.117784,119.5110136
Saturday,Evening,datuk ditiro,tallo,T,R2,NOV,-5.1272385,119.431099
Sunday,Morning,sam ratulangi,mamajang,TK,R2,R3,-5.1545939,119.4163683
Sunday,Night,mesjid raya,bontoala,TK,R2,R3,-5.1333841,119.4274196
Thursday,Morning,veteran selatan,makassar,TK,R2,R3,-5.1671547,119.419923
Saturday,Morning,abu bakar lambogo,makassar,TL,R2,R2,-5.1440495,119.4307874
Sunday,Afternoon,nipa nipa,manggala,TK,R2,NOV,-5.1624042,119.5001015
Saturday,Evening,borong raya,manggala,TK,R2,R2,-5.1620883,119.4635886
Tuesday,Night,perintis kemerdekaan,biringkanaya,TM,R3,NOV,-5.117784,119.5110136
Wednesday,Night,cendrawasih,mariso,TL,B2,R2,-5.155219,119.4137008
Tuesday,Evening,metro tanjung bunga,tamalate,TK,R2,R2,-5.1661576,119.3917443
Saturday,Morning,gunung kimbalu,tamalate,TK,R2,R3,-5.178462,119.3973783
Tuesday,Afternoon,manyikkoaya,biringkanaya,TL,R2,R2,-5.0770234,119.530081
Friday,Afternoon,pelita raya,rappocini,TK,R3,R3,-5.1528655,119.4341715
Thursday,Afternoon,andi mappanyukki,mariso,TK,R3,R2,-5.1521162,119.4147322
Friday,Morning,waduk tunggu pampang,manggala,TL,R3,R2,-5.169419250000001,119.46930765542896
Friday,Afternoon,tamangapa raya,manggala,TL,R2,R2,-5.1767373,119.4843844
Friday,Night,jenderal sudirman,ujung pandang,TK,R3,R3,-5.1345222,119.4137962
Saturday,Night,ujung pandang baru,tallo,TK,R2,R2,-5.1216351,119.4349560911556
Saturday,Evening,amd,manggala,TM,R2,NOV,-5.167932,119.4941819
Sunday,Night,kajoalalido,ujung pandang,TK,R2,R3,-5.1349231,119.4105422
Friday,Evening,paccerakkang,biringkanaya,TL,R2,NOV,-5.1239434,119.5224673
Saturday,Morning,laikang,biringkanaya,TM,R2,NOV,-5.1040237,119.5375731
Thursday,Morning,perintis kemerdekaan,biringkanaya,TK,R3,R2,-5.117784,119.5110136
Tuesday,Evening,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1402715,119.48329437389705
Thursday,Afternoon,datuk ribandang,tallo,TK,R2,R2,-5.1288411,119.4304187
Friday,Afternoon,sam ratulangi,mamajang,TK,R2,R2,-5.1545939,119.4163683
Friday,Morning,insinyur sutami,biringkanaya,TK,TR,R2,-5.0762253,119.515201
Friday,Afternoon,arief rate,ujung pandang,TK,R2,R3,-5.14495,119.4125725
Friday,Morning,laiya,bontoala,TL,R2,NOV,-5.1300329,119.4170429
Saturday,Afternoon,urip sumuharjo,panakkukang,TK,R2,R2,-5.1348243,119.4316818
Saturday,Night,insinyur sutami,tamalanrea,TK,R2,TR,-5.085731,119.4904613
Friday,Afternoon,tupai,mamajang,TK,R2,R2,-5.1604904,119.4202026
Sunday,Evening,perintis kemerdekaan,tamalanrea,TL,R3,R2,-5.1402715,119.48329437389705
Sunday,Afternoon,metro tanjung bunga,ujung pandang,T,R3,NOV,-5.1586169,119.4027863
Tuesday,Morning,penghibur,ujung pandang,T,R2,NOV,-5.1475209,119.4090861
Tuesday,Afternoon,daeng tata raya,tamalate,TM,R2,NOV,-5.1850019,119.423432
Monday,Evening,saripah raya,panakkukang,T,R2,NOV,-5.1508685,119.4539332
Wednesday,Night,penghibur,ujung pandang,TK,R2,R2,-5.1475209,119.4090861
Tuesday,Afternoon,dg. ramang,biringkanaya,TK,R2,Rro,-5.0965706,119.5192652
Tuesday,Evening,gunung bawakaraeng,ujung pandang,TL,R2,R2,-5.1348657,119.4243319
Wednesday,Night,veteran utara,makassar,TL,R3,R3,-5.1392193,119.4233132
Thursday,Morning,pajaiang,biringkanaya,T,R2,NOV,-5.1048027,119.5252166
Tuesday,Night,perintis kemerdekaan,tamalanrea,TL,R3,R2,-5.1402715,119.48329437389705
Friday,Morning,urip sumuharjo,panakkukang,TL,TR,R2,-5.1348243,119.4316818
Thursday,Morning,abdullah daeng sirua,panakkukang,TL,R3,R2,-5.1513443,119.4494392
Friday,Morning,karunrung,ujung pandang,TK,R3,R2,-5.1450683,119.4141281
Thursday,Afternoon,mesjid raya,makassar,TM,R2,NOV,-5.1333841,119.4274196
Sunday,Evening,perintis kemerdekaan,biringkanaya,TM,R3,NOV,-5.117784,119.5110136
Saturday,Morning,sam ratulangi,mariso,TL,R3,R2,-5.1545549,119.4162792
Sunday,Night,penghibur,ujung pandang,TM,R2,NOV,-5.1475209,119.4090861
Sunday,Morning,arief rate,ujung pandang,T,R2,NOV,-5.14495,119.4125725
Saturday,Morning,pajukukang,tamalate,TL,R2,NOV,-5.2019757,119.3874662
Monday,Afternoon,manyikkoaya,biringkanaya,OC,R2,NOV,-5.0770234,119.530081
Saturday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.117784,119.5110136
Tuesday,Evening,kajoalalido,ujung pandang,TK,R2,R3,-5.1349231,119.4105422
Saturday,Evening,gunung bawakaraeng,bontoala,TL,R2,NOV,-5.1348657,119.4243319
Monday,Afternoon,urip sumuharjo,panakkukang,TL,R3,R3,-5.1348243,119.4316818
Tuesday,Afternoon,rappocini raya,rappocini,TK,R2,R2,-5.152599,119.4258781
Tuesday,Afternoon,tamalanrea jaya,tamalanrea,TL,R2,R2,-5.1316252,119.5005222
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.117784,119.5110136
Tuesday,Afternoon,ujung bor,manggala,TL,R2,R2,-5.1656257,119.5074161
Sunday,Night,abdullah daeng sirua,panakkukang,TL,R2,NOV,-5.1513443,119.4494392
Tuesday,Afternoon,profesor abdurrahman basalamah,panakkukang,TL,R3,R3,-5.1471505,119.4492661
Wednesday,Afternoon,sam ratulangi,mamajang,TK,R2,R2,-5.1545939,119.4163683
Thursday,Evening,insinyur sutami,biringkanaya,T,R2,NOV,-5.0762253,119.515201
Thursday,Afternoon,abu bakar lambogo,makassar,OC,R2,NOV,-5.1440495,119.4307874
Friday,Evening,gunung bawakaraeng,makassar,TK,R3,R2,-5.1348657,119.4243319
Thursday,Night,sultan alauddin,rappocini,TL,R3,R2,-5.176566,119.4363938
Friday,Afternoon,pajukukang,tamalate,T,R2,NOV,-5.2019757,119.3874662
Friday,Night,pettarani,rappocini,TK,R2,R2,-5.1510383,119.4374766
Friday,Morning,boulevard,panakkukang,TM,R2,NOV,-5.1557546,119.4411023
Thursday,Night,karaeng bonto tangga,rappocini,TK,R2,R2,-5.1785438,119.4491641
Sunday,Afternoon,dg. ramang,biringkanaya,TK,R2,NOV,-5.0965706,119.5192652
Thursday,Night,btn mangga iii,biringkanaya,TK,R3,R2,-5.1258994,119.5348222
Friday,Afternoon,nuri,mariso,TK,R2,R3,-5.1613624,119.4092236
Sunday,Morning,tinumbu,bontoala,TK,R2,R3,-5.1195488,119.4206733
Saturday,Afternoon,manuruki raya,tamalate,TL,R2,R2,-5.1767173,119.4289629
Monday,Morning,sawerigading,ujung pandang,TK,R3,R2,-5.1408703,119.4127661
Saturday,Evening,boulevard,panakkukang,TK,R3,R3,-5.1557546,119.4411023
Saturday,Evening,boulevard,panakkukang,TK,R2,R2,-5.1557546,119.4411023
Tuesday,Morning,tala' salapang,rappocini,T,R2,NOV,-5.1816916,119.442485
Thursday,Night,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1402715,119.48329437389705
Saturday,Afternoon,insinyur sutami,tamalanrea,OC,R2,NOV,-5.085731,119.4904613
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1402715,119.48329437389705
Saturday,Afternoon,tamangapa raya,manggala,TK,R2,NOV,-5.1767373,119.4843844
Sunday,Afternoon,letjen hertasning,rappocini,TL,R3,R3,-5.1630661,119.4444202
Monday,Morning,sultan alauddin,tamalate,TL,R2,R2,-5.1682367,119.4209823
Sunday,Afternoon,metro tanjung bunga,tamalate,TL,R2,R2,-5.1661576,119.3917443
Tuesday,Morning,metro tanjung bunga,tamalate,TL,R2,Rro,-5.1661576,119.3917443
Thursday,Afternoon,veteran selatan,makassar,TL,R2,R2,-5.1671547,119.419923
Tuesday,Afternoon,tupai,mamajang,TL,R3,R2,-5.1604904,119.4202026
Wednesday,Afternoon,thamrin,ujung pandang,TK,R3,R2,-5.1365726,119.4091304
Tuesday,Morning,urip sumuharjo,panakkukang,TL,R3,R2,-5.1348243,119.4316818
Wednesday,Morning,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Monday,Morning,daeng tata raya,tamalate,TL,R2,R2,-5.1850019,119.423432
Thursday,Morning,sultan alauddin,rappocini,TL,R3,R2,-5.176566,119.4363938
Wednesday,Afternoon,pettarani,rappocini,TL,R3,R2,-5.1510383,119.4374766
Wednesday,Afternoon,tallasa city,tamalanrea,TL,R3,R2,-5.1104433,119.48728279128278
Wednesday,Evening,pajaiang,biringkanaya,TK,R2,R3,-5.1048027,119.5252166
Wednesday,Night,daeng tata raya i,tamalate,TL,R3,R2,-5.1850019,119.423432
Monday,Morning,cendrawasih,mariso,TK,R3,R2,-5.155219,119.4137008
Friday,Evening,laikang,biringkanaya,T,R2,NOV,-5.1040237,119.5375731
Thursday,Evening,pajaiang,biringkanaya,TL,R3,R2,-5.1048027,119.5252166
Friday,Morning,poros asrama haji,biringkanaya,T,R2,NOV,-5.0861926,119.5360459
Sunday,Morning,cendrawasih,mariso,TK,R2,R3,-5.155219,119.4137008
Sunday,Morning,cendrawasih,mariso,TK,R3,R2,-5.155219,119.4137008
Friday,Afternoon,daeng tata raya,tamalate,TK,R3,R2,-5.1850019,119.423432
Friday,Afternoon,suka maju 5,panakkukang,TK,R2,R2,-5.1405847,119.4434885
Monday,Afternoon,lanto daeng pasewang,mamajang,TK,R2,R2,-5.1520547,119.4161456
Saturday,Afternoon,nipa nipa,manggala,TK,R3,R2,-5.1624042,119.5001015
Sunday,Afternoon,malengkeri,tamalate,TL,R2,R2,-5.1875239,119.4339559
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1402715,119.48329437389705
Sunday,Evening,toddopuli raya timur,panakkukang,TL,R2,R2,-5.1634968,119.4533003
Tuesday,Night,pandang raya,panakkukang,TM,R2,NOV,-5.1575506,119.4492175
Monday,Night,sultan alauddin,rappocini,TK,R3,R2,-5.176566,119.4363938
Sunday,Afternoon,abdullah daeng sirua,panakkukang,TL,R2,R2,-5.1513443,119.4494392
Tuesday,Morning,monumen emmy saelan,rappocini,TM,R2,NOV,-5.1780744,119.4389103
Monday,Evening,paccerakkang,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673
Wednesday,Morning,sultan abdullah ii,tallo,TM,R2,NOV,-5.1037126,119.4396863
Wednesday,Evening,perintis kemerdekaan,biringkanaya,TK,R2,R3,-5.117784,119.5110136
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1402715,119.48329437389705
Wednesday,Morning,letjen hertasning,rappocini,TK,R2,R3,-5.1630661,119.4444202
Thursday,Night,cendrawasih,mariso,OC,R2,NOV,-5.155219,119.4137008
Friday,Morning,boulevard,panakkukang,TL,R3,R2,-5.1557546,119.4411023
Wednesday,Afternoon,daeng tata raya i,tamalate,TL,R3,R2,-5.1850019,119.423432
Thursday,Afternoon,toddopuli x,manggala,TL,R3,R2,-5.1653774,119.4559336
Saturday,Afternoon,insinyur sutami,tamalanrea,TK,TR,TR,-5.085731,119.4904613
Sunday,Afternoon,pate'ne,biringkanaya,TL,R2,R2,-5.0694202,119.5173602
Saturday,Night,toddopuli v,panakkukang,TK,R2,R2,-5.1626055,119.4476516
Saturday,Morning,antang raya,manggala,TL,R2,NOV,-5.1602384,119.4774127
Saturday,Morning,faisal xvii,rappocini,TK,R2,R3,-5.1629277,119.4292244
Monday,Morning,pannampu,tallo,TL,R2,R2,-5.1184614,119.4264568
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1402715,119.48329437389705
Friday,Afternoon,andalas,bontoala,TL,R3,R3,-5.1225458,119.417918
Tuesday,Evening,somba opu,ujung pandang,TL,R2,NOV,-5.1393015,119.4067492
Friday,Afternoon,haji bau,mariso,TL,R3,R2,-5.148609,119.4111046
Saturday,Night,tol reformasi,tamalanrea,T,R3,NOV,-5.1102172,119.4431934
Wednesday,Night,urip sumuharjo,panakkukang,TK,R3,R3,-5.1348243,119.4316818
Wednesday,Night,batua raya,panakkukang,TK,R2,R2,-5.1496211,119.4605657
Monday,Afternoon,gunung bulusaraung,ujung pandang,TL,R3,R2,-5.1330062,119.4135683
Thursday,Afternoon,yusuf dg. ngawing,rappocini,OC,R2,NOV,-5.1666643,119.4421752
Wednesday,Evening,urip sumuharjo,panakkukang,TL,R2,NOV,-5.1348243,119.4316818
